"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.918396473E-2,5.238129865E1,4.860444602E0,3.769957423E-1,NaN,NaN,2.616644180E1,1.402589917E0
4.986809492E-1,5.238129865E1,4.860444602E0,4.378860116E0,NaN,NaN,2.616644180E1,5.451616287E0
6.610182524E-1,5.238112895E1,4.860884082E0,1.047817612E1,0.000000000E0,NaN,4.171252987E0,4.000000000E0
1.333017111E0,5.238112895E1,4.860884082E0,1.047823715E1,0.000000000E0,NaN,4.171252052E0,4.000000000E0
2.333005428E0,5.238112895E1,4.860884082E0,1.047292709E1,0.000000000E0,NaN,4.110328016E0,4.000000000E0
3.332993865E0,5.238112774E1,4.860890117E0,1.062026596E1,0.000000000E0,1.117968750E2,4.060126846E0,4.000000000E0
4.332983375E0,5.238112694E1,4.860894978E0,1.075570297E1,0.000000000E0,NaN,4.045145925E0,4.000000000E0
5.332971692E0,5.238112832E1,4.860903192E0,9.732997894E0,6.999999881E-1,7.804687500E1,3.617452673E0,4.000000000E0
6.333674669E0,5.238112958E1,4.860912412E0,9.948635101E0,6.999999881E-1,7.242187500E1,3.596352125E0,4.000000000E0
7.333684921E0,5.238113084E1,4.860916520E0,9.792385101E0,4.600000083E-1,6.785156250E1,3.535533906E0,4.000000000E0
8.333674312E0,5.238113147E1,4.860916352E0,9.647548676E0,1.500000060E-1,NaN,3.535533906E0,4.000000000E0
9.333676934E0,5.238113172E1,4.860914843E0,9.800807953E0,0.000000000E0,NaN,3.535533906E0,4.000000000E0
1.033368921E1,5.238113147E1,4.860911742E0,9.481227875E0,0.000000000E0,1.982812500E2,3.535533906E0,4.000000000E0
1.133368039E1,5.238112920E1,4.860907719E0,9.275661469E0,0.000000000E0,2.098828125E2,3.535533906E0,3.000000000E0
1.233368683E1,5.238112535E1,4.860901767E0,9.540493011E0,2.899999917E-1,2.081250000E2,3.916863460E0,4.000000000E0
1.333369040E1,5.238112535E1,4.860901767E0,9.540493078E0,2.899999917E-1,NaN,4.386720696E0,4.025293793E0
1.433367968E1,5.238111065E1,4.860900095E0,8.722133758E0,8.199999928E-1,1.771875005E2,4.300634687E0,4.061133227E0
1.533368444E1,5.238110391E1,4.860900718E0,7.411220672E0,8.199999928E-1,1.673437521E2,4.287063779E0,4.066689764E0
1.633369088E1,5.238110838E1,4.860896738E0,7.326686928E0,1.599999964E-1,NaN,4.610696589E0,3.544857402E0
1.733367872E1,5.238110594E1,4.860898750E0,7.876552651E0,2.599999905E-1,NaN,4.610696582E0,3.544857411E0
1.833367813E1,5.238110142E1,4.860902103E0,8.202663490E0,2.599999905E-1,NaN,4.290978123E0,4.065089503E0
1.933368170E1,5.238109054E1,4.860912240E0,8.315639607E0,7.300000191E-1,1.575000032E2,4.302008430E0,4.060569124E0
2.033367002E1,5.238109786E1,4.860914508E0,8.290126868E0,0.000000000E0,NaN,4.287063587E0,4.066689698E0
2.133365977E1,5.238109999E1,4.860916687E0,8.289028236E0,0.000000000E0,NaN,4.610696562E0,3.544857437E0
2.233364952E1,5.238110108E1,4.860917777E0,8.292690347E0,0.000000000E0,NaN,4.610696565E0,3.544857433E0
2.333363986E1,5.238110125E1,4.860924901E0,8.475490639E0,0.000000000E0,NaN,4.610696563E0,3.544857435E0
2.433362973E1,5.238110175E1,4.860932529E0,8.214931557E0,0.000000000E0,NaN,4.610696563E0,3.544857435E0
2.533361971E1,5.238110481E1,4.860936468E0,8.672329017E0,0.000000000E0,NaN,4.610696570E0,3.544857426E0
2.633360875E1,5.238111022E1,4.860942336E0,8.651577064E0,0.000000000E0,NaN,4.610696583E0,3.544857410E0
2.733359897E1,5.238111081E1,4.860943006E0,7.624843664E0,2.399999946E-1,NaN,4.610696584E0,3.544857408E0
2.833358800E1,5.238111148E1,4.860940743E0,5.966396400E0,0.000000000E0,NaN,4.610696586E0,3.544857405E0
2.933357692E1,5.238110755E1,4.860938775E0,6.388271408E0,3.300000131E-1,1.996874987E2,4.610696580E0,3.544857413E0
3.033356619E1,5.238110542E1,4.860932534E0,5.945827563E0,3.799999952E-1,2.299218716E2,4.610696575E0,3.544857420E0
3.133355594E1,5.238110164E1,4.860927794E0,6.782192310E0,3.799999952E-1,2.207812471E2,4.288017229E0,4.066300132E0
3.233354473E1,5.238110196E1,4.860926494E0,6.433315346E0,2.099999934E-1,NaN,4.292224205E0,4.064579698E0
3.333353472E1,5.238109741E1,4.860925010E0,3.938532472E-1,3.503498918E-1,NaN,5.988995820E0,1.860010891E0
3.433352304E1,5.238109748E1,4.860936039E0,3.929531500E-1,3.187151364E-1,NaN,6.300813831E0,1.609223912E0
3.533351231E1,5.238110365E1,4.860920422E0,4.372666441E-1,3.082373678E-2,NaN,5.843970253E0,1.889663220E0
3.633350241E1,5.238110099E1,4.860924559E0,4.280767636E-1,1.344156039E-1,NaN,6.006811534E0,1.795617643E0
3.733349133E1,5.238110910E1,4.860918367E0,5.762467906E-1,1.126781361E-1,NaN,5.779403564E0,1.898132109E0
3.833348036E1,5.238110138E1,4.860924993E0,5.917500909E-1,1.417510553E-1,NaN,5.460971256E0,2.035593704E0
3.933346963E1,5.238109191E1,4.860949090E0,6.967344517E-1,3.094650856E-1,NaN,5.434119163E0,2.072410662E0
4.033345878E1,5.238108640E1,4.860934123E0,7.067059726E-1,9.630819750E-2,NaN,5.345991856E0,2.290176435E0
4.133344734E1,5.238109385E1,4.860917746E0,6.476629153E-1,1.849503083E-1,NaN,5.287819778E0,2.421466298E0
