"Time (s)","X (hPa)"
-5.315977084E-1,1.025085831E3
4.935562916E-1,1.025104218E3
1.518740292E0,1.025122681E3
2.543864292E0,1.025335464E3
3.568881292E0,1.025335464E3
4.594062292E0,1.025100632E3
4.742956292E0,1.025037689E3
5.692399292E0,1.024933777E3
6.641939292E0,1.024920425E3
7.591699292E0,1.024897537E3
8.541587292E0,1.024897537E3
9.491434292E0,1.025011063E3
1.044130629E1,1.025011063E3
1.139117829E1,1.024971161E3
1.234095029E1,1.024949493E3
1.329075529E1,1.024946365E3
1.424040829E1,1.024897308E3
1.519016429E1,1.024897308E3
1.614001429E1,1.024916687E3
1.708975829E1,1.024916687E3
1.803938229E1,1.024876328E3
1.898893329E1,1.024850159E3
1.993847229E1,1.024815903E3
2.088796929E1,1.024815903E3
2.183750229E1,1.024913483E3
2.278708329E1,1.024918213E3
2.373660929E1,1.024918213E3
2.468586629E1,1.024918213E3
2.563514029E1,1.024848480E3
2.658430129E1,1.024848480E3
2.753352629E1,1.024952621E3
2.848277629E1,1.024952621E3
2.943197829E1,1.024993820E3
3.038106629E1,1.025001984E3
3.133012829E1,1.025044937E3
3.227917129E1,1.025046844E3
3.322815629E1,1.025087891E3
3.417719929E1,1.025087891E3
3.512622629E1,1.025074615E3
3.607510229E1,1.025048065E3
3.702397929E1,1.025048065E3
3.797267729E1,1.025046463E3
3.892143829E1,1.025046463E3
