"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.640441664E-2,2.935157776E1,-1.003280640E0,-3.426638794E1
2.637441666E-2,2.938565063E1,-1.052398682E0,-3.411315918E1
3.634541668E-2,2.932489014E1,-8.879318237E-1,-3.413702393E1
4.631541669E-2,2.932606506E1,-8.106155396E-1,-3.438821411E1
5.628541671E-2,2.910914612E1,-8.566284180E-1,-3.468762207E1
6.625641673E-2,2.923767090E1,-9.516830444E-1,-3.470455933E1
7.622641674E-2,2.919389343E1,-9.277725220E-1,-3.430886841E1
8.619641676E-2,2.914129639E1,-1.001502991E0,-3.470135498E1
9.616741678E-2,2.916290283E1,-1.286697388E0,-3.455862427E1
1.061374168E-1,2.905943298E1,-1.238243103E0,-3.458941650E1
1.161074168E-1,2.908906555E1,-1.155494690E0,-3.433554077E1
1.260784166E-1,2.917620850E1,-1.031471252E0,-3.473703003E1
1.360484166E-1,2.905770874E1,-1.189094543E0,-3.443508911E1
1.460194166E-1,2.896640015E1,-1.275917053E0,-3.470388794E1
1.559894166E-1,2.876011658E1,-1.144515991E0,-3.485241699E1
1.659594167E-1,2.885072327E1,-1.113761902E0,-3.454031372E1
1.759304167E-1,2.882731628E1,-1.069046021E0,-3.451135254E1
1.859004167E-1,2.881353760E1,-1.432212830E0,-3.474713135E1
1.958704167E-1,2.885119629E1,-1.174385071E0,-3.486453247E1
2.058414167E-1,2.872361755E1,-1.377983093E0,-3.470761108E1
2.158114167E-1,2.875608826E1,-1.448539734E0,-3.476364136E1
2.257814168E-1,2.853482056E1,-1.178863525E0,-3.469726562E1
2.357524168E-1,2.835775757E1,-1.292205811E0,-3.464114380E1
2.457224168E-1,2.843386841E1,-1.466087341E0,-3.464218140E1
2.556924168E-1,2.830026245E1,-1.723243713E0,-3.533395386E1
2.656634168E-1,2.802770996E1,-1.498619080E0,-3.569143677E1
2.756334166E-1,2.794894409E1,-1.320823669E0,-3.582516479E1
2.856034166E-1,2.753427124E1,-1.516639709E0,-3.535028076E1
2.955730418E-1,2.744407654E1,-1.734100342E0,-3.574090576E1
3.055430418E-1,2.702503967E1,-1.656387329E0,-3.619766235E1
3.155130418E-1,2.661593628E1,-1.798057556E0,-3.654589844E1
3.254840418E-1,2.637667847E1,-2.198234558E0,-3.706762695E1
3.354540416E-1,2.579626465E1,-2.340476990E0,-3.769937134E1
3.454240416E-1,2.524301147E1,-2.579086304E0,-3.786761475E1
3.553950416E-1,2.456796265E1,-2.758369446E0,-3.816375732E1
3.653650417E-1,2.392333984E1,-2.801231384E0,-3.883392334E1
3.753360417E-1,2.317393494E1,-2.686157227E0,-3.925753784E1
3.853060417E-1,2.244664001E1,-2.742797852E0,-3.988983154E1
3.952760417E-1,2.185258484E1,-2.774147034E0,-3.975793457E1
4.052470417E-1,2.117434692E1,-2.951080322E0,-4.051531982E1
4.152170417E-1,2.051490784E1,-2.995674133E0,-4.105215454E1
4.251870418E-1,2.002514648E1,-2.778808594E0,-4.119125366E1
4.351580418E-1,1.938398743E1,-2.916244507E0,-4.171728516E1
4.451280418E-1,1.892008972E1,-3.097610474E0,-4.222219849E1
4.550980418E-1,1.827323914E1,-3.147956848E0,-4.192492676E1
4.650690418E-1,1.766993713E1,-3.196960449E0,-4.206716919E1
4.750390416E-1,1.726628113E1,-3.239738464E0,-4.273739624E1
4.850090416E-1,1.679888916E1,-3.501014709E0,-4.275708008E1
4.949800416E-1,1.620567322E1,-3.618858337E0,-4.278518677E1
5.049500416E-1,1.520294189E1,-3.567596436E0,-4.356430054E1
5.149200417E-1,1.477302551E1,-3.879249573E0,-4.381127930E1
5.248910417E-1,1.423094177E1,-4.197837830E0,-4.420095825E1
5.348610417E-1,1.364344788E1,-4.238983154E0,-4.413323975E1
5.448310417E-1,1.284835815E1,-4.718162537E0,-4.432199097E1
5.548020417E-1,1.252896118E1,-4.788551331E0,-4.439486694E1
5.647720417E-1,1.156077576E1,-4.714645386E0,-4.450305176E1
5.747420418E-1,1.109875488E1,-4.991455078E0,-4.473922729E1
5.847130418E-1,1.059761047E1,-5.276550293E0,-4.522198486E1
5.946830418E-1,9.965499878E0,-5.402816772E0,-4.576974487E1
