"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.480908343E-2,-8.338590711E-2,5.612882972E-2,1.331138704E-2
2.478008345E-2,-8.303759247E-2,-2.038843744E-2,2.901655622E-3
3.475008346E-2,-7.711391896E-2,-1.134102568E-1,7.852206007E-3
4.472108348E-2,-6.526260078E-2,-1.944106221E-1,2.903100848E-2
5.469208350E-2,-4.729451612E-2,-2.516084015E-1,7.512713224E-2
6.466308353E-2,-3.193906322E-2,-2.544886768E-1,1.122199818E-1
7.463308331E-2,-2.906817570E-2,-2.121358663E-1,1.311398745E-1
8.460408333E-2,-2.838669904E-2,-1.561430395E-1,1.304288507E-1
9.457508335E-2,-3.008393198E-2,-8.902871609E-2,1.248109192E-1
1.045460834E-1,-3.266065940E-2,-2.331373282E-2,1.240341589E-1
1.145160834E-1,-4.119529203E-2,2.632519230E-2,1.272217035E-1
1.244870834E-1,-4.834416509E-2,3.467636183E-2,1.182445660E-1
1.344580834E-1,-4.589059576E-2,-1.436628308E-2,1.021971554E-1
1.444280834E-1,-4.049829021E-2,-8.514542878E-2,8.617112786E-2
1.543990835E-1,-2.531960420E-2,-1.481488943E-1,6.788453460E-2
1.643700835E-1,-7.347731385E-3,-1.807227731E-1,6.090563908E-2
1.743410835E-1,-4.568020813E-4,-1.937738508E-1,5.203465000E-2
1.843110835E-1,1.407715725E-3,-2.002438307E-1,5.565117300E-2
1.942820833E-1,5.928697530E-3,-2.030212432E-1,7.006979734E-2
2.042530833E-1,4.114052281E-3,-1.932101995E-1,1.059724241E-1
2.142240833E-1,3.446142655E-4,-1.603262872E-1,1.337633133E-1
2.241940834E-1,-1.389702433E-3,-1.058740094E-1,1.708593667E-1
2.341650834E-1,1.003366057E-2,-5.489417911E-2,2.026854753E-1
2.441360834E-1,1.553715440E-3,-3.348299861E-2,2.138309479E-1
2.541060834E-1,-1.233520266E-2,-4.369409010E-2,2.034507394E-1
2.640770834E-1,-1.721404679E-2,-9.940630943E-2,2.209910601E-1
2.740480835E-1,-6.380574778E-3,-1.727463007E-1,2.771512568E-1
2.840190835E-1,1.944443025E-2,-2.625304461E-1,3.631563783E-1
2.939890835E-1,5.258267745E-2,-3.218704760E-1,5.168657899E-1
3.039600835E-1,8.526491374E-2,-2.965274453E-1,6.798084378E-1
3.139310833E-1,7.865068316E-2,-2.919891477E-1,6.480193138E-1
3.239020833E-1,7.306320965E-2,-4.342309833E-1,5.161519647E-1
3.338720833E-1,9.592991322E-2,-7.202696800E-1,4.192345142E-1
3.438430834E-1,1.216756850E-1,-1.021845579E0,3.772453368E-1
