"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.246304512E-2,5.238129865E1,4.860444602E0,7.791666985E-1,NaN,NaN,2.616644180E1,5.310148239E1
5.574020147E-1,5.238129865E1,4.860444602E0,2.607663393E0,NaN,NaN,2.616644180E1,2.615498161E1
2.929951549E0,5.238110024E1,4.860588619E0,7.289085388E-1,0.000000000E0,NaN,2.130125530E1,4.000000000E0
3.929940224E0,5.238109899E1,4.860589625E0,9.460716248E-1,0.000000000E0,NaN,1.685168339E1,4.000000000E0
4.929929495E0,5.238109932E1,4.860590212E0,1.199123383E0,0.000000000E0,NaN,1.417162119E1,4.000000000E0
5.929918528E0,5.238110066E1,4.860590799E0,1.464260101E0,0.000000000E0,NaN,1.286415463E1,4.000000000E0
6.930835366E0,5.238110108E1,4.860592894E0,1.887660980E0,0.000000000E0,NaN,1.055943654E1,4.000000000E0
7.930843234E0,5.238110029E1,4.860595996E0,2.163906097E0,0.000000000E0,NaN,9.427412481E0,4.000000000E0
8.930835605E0,5.238110029E1,4.860600606E0,2.413722992E0,0.000000000E0,NaN,8.676212800E0,4.000000000E0
9.930849075E0,5.238109740E1,4.860605719E0,2.649623871E0,0.000000000E0,NaN,8.157827324E0,4.000000000E0
1.093085492E1,5.238109501E1,4.860606808E0,3.019680023E0,0.000000000E0,NaN,7.243352835E0,4.000000000E0
1.193084431E1,5.238109371E1,4.860606473E0,3.676113129E0,0.000000000E0,NaN,6.077879943E0,4.000000000E0
1.293085468E1,5.238109371E1,4.860607060E0,4.033351898E0,0.000000000E0,NaN,5.537851966E0,4.000000000E0
1.393086100E1,5.238109371E1,4.860607060E0,4.033351965E0,0.000000000E0,NaN,5.537851966E0,4.000000000E0
1.493085074E1,5.238109522E1,4.860607646E0,4.412380285E0,0.000000000E0,NaN,5.177449387E0,4.000000000E0
1.593085575E1,5.238109769E1,4.860607311E0,4.593715735E0,0.000000000E0,NaN,5.030053697E0,4.000000000E0
1.693086553E1,5.238109974E1,4.860607898E0,4.854946204E0,0.000000000E0,NaN,4.948067810E0,4.000000000E0
1.793085384E1,5.238110125E1,4.860608736E0,5.213100501E0,0.000000000E0,NaN,4.737601813E0,4.000026362E0
1.893085909E1,5.238110272E1,4.860608904E0,5.093898843E0,0.000000000E0,NaN,4.806399981E0,4.000000000E0
1.993086278E1,5.238110393E1,4.860599729E0,5.871852957E0,4.300000072E-1,2.612109326E2,4.551345357E0,4.000600223E0
2.093085301E1,5.238110423E1,4.860600941E0,6.774746010E0,0.000000000E0,NaN,4.486484015E0,4.000794642E0
2.193083823E1,5.238110167E1,4.860592056E0,6.278713293E0,1.599999964E-1,NaN,4.472878434E0,4.000835066E0
2.293082535E1,5.238110117E1,4.860586524E0,6.879116127E0,0.000000000E0,NaN,4.432488410E0,4.005816874E0
2.393081272E1,5.238110138E1,4.860581495E0,7.037441323E0,1.599999964E-1,NaN,4.431451977E0,4.006261219E0
2.493079889E1,5.238109713E1,4.860563283E0,6.550136661E0,5.899999738E-1,2.538281184E2,4.460549716E0,4.000871582E0
