"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.004037494E-2,1.079093933E1,1.175349426E1,-5.345297241E1
2.001037495E-2,1.088684082E1,1.158412933E1,-5.357858276E1
2.998037497E-2,1.099557495E1,1.150955200E1,-5.370666504E1
3.995037498E-2,1.109564209E1,1.142793274E1,-5.376895142E1
4.992037499E-2,1.092945862E1,1.152524567E1,-5.376446533E1
5.989037501E-2,1.095501709E1,1.201393890E1,-5.390704346E1
6.986037502E-2,1.080645752E1,1.177068329E1,-5.353280640E1
7.983137481E-2,1.077058411E1,1.156389618E1,-5.377511597E1
8.980137482E-2,1.077038574E1,1.151120758E1,-5.402139282E1
9.977137484E-2,1.061718750E1,1.159046173E1,-5.364382935E1
1.097413749E-1,1.053991699E1,1.165289307E1,-5.344079590E1
1.197113749E-1,1.049575806E1,1.145098877E1,-5.357461548E1
1.296813749E-1,1.046221924E1,1.139360046E1,-5.388919067E1
1.396513749E-1,1.051504517E1,1.151223755E1,-5.357400513E1
1.496213749E-1,1.055104065E1,1.145098877E1,-5.332397461E1
1.595913749E-1,1.036865234E1,1.145233917E1,-5.325451660E1
1.695613749E-1,1.029257202E1,1.166304779E1,-5.349917603E1
1.795313749E-1,1.022399902E1,1.155265045E1,-5.371875000E1
1.895013750E-1,1.007594299E1,1.148294830E1,-5.361437988E1
1.994723750E-1,1.002835083E1,1.133717346E1,-5.369183350E1
2.094423750E-1,1.002746582E1,1.138826752E1,-5.412942505E1
2.194123750E-1,1.007093811E1,1.139862061E1,-5.353274536E1
2.293823750E-1,9.930313110E0,1.136253357E1,-5.361917114E1
2.393523750E-1,9.988754272E0,1.144290924E1,-5.415991211E1
2.493223748E-1,9.925338745E0,1.143433380E1,-5.408892822E1
2.592923748E-1,1.001417542E1,1.169442749E1,-5.386685181E1
2.692623748E-1,1.005673218E1,1.172608185E1,-5.377697754E1
2.792323749E-1,9.924163818E0,1.173493958E1,-5.389514160E1
2.892023749E-1,9.835617065E0,1.181794739E1,-5.353610229E1
2.991723749E-1,9.840621948E0,1.174346924E1,-5.397229004E1
3.091423749E-1,9.626235962E0,1.173287201E1,-5.369686890E1
3.191133749E-1,9.554702759E0,1.177955627E1,-5.364474487E1
3.290833749E-1,9.467926025E0,1.159805298E1,-5.390216064E1
3.390533749E-1,9.303436279E0,1.169013214E1,-5.381698608E1
3.490233750E-1,8.994369507E0,1.173423767E1,-5.382461548E1
3.589933750E-1,8.789016724E0,1.182264709E1,-5.404690552E1
3.689633750E-1,8.671524048E0,1.176766205E1,-5.424224854E1
3.789333750E-1,8.407241821E0,1.191215515E1,-5.407391357E1
3.889033750E-1,8.322738647E0,1.195986176E1,-5.407717896E1
3.988733750E-1,8.179809570E0,1.194054413E1,-5.401354980E1
4.088433748E-1,8.041015625E0,1.200050354E1,-5.444134521E1
4.188133748E-1,8.127563477E0,1.190943146E1,-5.460293579E1
4.287833748E-1,8.190795898E0,1.204418182E1,-5.445083618E1
4.387543749E-1,8.174057007E0,1.203948975E1,-5.448477173E1
4.487243749E-1,8.122146606E0,1.214789581E1,-5.395324707E1
4.586943749E-1,7.987640381E0,1.246888733E1,-5.396279907E1
4.686643749E-1,7.974258423E0,1.279323578E1,-5.387097168E1
4.786343749E-1,7.675811768E0,1.271234131E1,-5.385440063E1
4.886043749E-1,7.618713379E0,1.282059479E1,-5.406015015E1
4.985743749E-1,7.304885864E0,1.270011902E1,-5.353756714E1
5.085443750E-1,7.037094116E0,1.291353607E1,-5.396771240E1
5.185143750E-1,6.592346191E0,1.289507294E1,-5.392904663E1
5.284843750E-1,6.382675171E0,1.299872589E1,-5.364343262E1
5.384543750E-1,6.011138916E0,1.326591492E1,-5.380392456E1
5.484243750E-1,5.635559082E0,1.338309479E1,-5.411264038E1
5.583953750E-1,5.309204102E0,1.335208893E1,-5.405374146E1
5.683653748E-1,4.816574097E0,1.350104523E1,-5.396102905E1
5.783353748E-1,4.284912109E0,1.367601013E1,-5.419064331E1
5.883053748E-1,4.062820435E0,1.369557953E1,-5.408926392E1
5.982753749E-1,3.376647949E0,1.362635803E1,-5.401681519E1
6.082453749E-1,3.033676147E0,1.371641541E1,-5.396722412E1
6.182153749E-1,2.557525635E0,1.389926910E1,-5.399356079E1
6.281853749E-1,2.194564819E0,1.378945160E1,-5.362603760E1
6.381553749E-1,1.735824585E0,1.361519623E1,-5.387820435E1
6.481253749E-1,1.009017944E0,1.356049347E1,-5.366259766E1
6.580953749E-1,4.505920410E-1,1.352242279E1,-5.382241821E1
6.680653749E-1,-2.076873779E-1,1.349390411E1,-5.366909790E1
6.780363750E-1,-1.269287109E0,1.376857758E1,-5.361380005E1
6.880063750E-1,-1.876068115E0,1.377044678E1,-5.375146484E1
6.979763750E-1,-2.555923462E0,1.381704712E1,-5.351882935E1
7.079463750E-1,-3.127578735E0,1.368173218E1,-5.336727905E1
7.179163750E-1,-3.832138062E0,1.355521393E1,-5.322631836E1
7.278863748E-1,-4.324310303E0,1.376329803E1,-5.327252197E1
7.378563748E-1,-4.987045288E0,1.384926605E1,-5.325057983E1
7.478263748E-1,-5.511947632E0,1.374178314E1,-5.340423584E1
7.577963748E-1,-5.899353027E0,1.357002258E1,-5.329727173E1
7.677663749E-1,-6.346572876E0,1.367558289E1,-5.311941528E1
7.777363749E-1,-6.826599121E0,1.372676086E1,-5.342730713E1
7.877063749E-1,-7.104202271E0,1.371632385E1,-5.327484131E1
7.976763749E-1,-7.628890991E0,1.348411560E1,-5.314947510E1
8.076472499E-1,-7.932754517E0,1.358170319E1,-5.302465820E1
8.176172499E-1,-8.367263794E0,1.365015411E1,-5.269177246E1
8.275872499E-1,-8.746749878E0,1.343772125E1,-5.311297607E1
8.375572499E-1,-9.119522095E0,1.333614349E1,-5.271017456E1
8.475272499E-1,-9.891250610E0,1.330065918E1,-5.257424927E1
8.574972500E-1,-1.029820251E1,1.318672180E1,-5.228060913E1
8.674672500E-1,-1.067692566E1,1.313603973E1,-5.211294556E1
