"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.004037494E-2,-1.208175253E-2,9.189229459E-2,1.183188800E-2
2.001037495E-2,-1.845218241E-2,5.831883103E-2,2.171172760E-2
2.998037497E-2,-1.708038896E-2,1.289329212E-2,2.938828804E-2
3.995037498E-2,-1.119922288E-2,-4.537175968E-2,2.567484602E-2
4.992037499E-2,-8.565356955E-3,-1.098125279E-1,2.640348673E-2
5.989037501E-2,-5.365342367E-3,-1.618623883E-1,3.737604991E-2
6.986037502E-2,-3.181284061E-3,-1.955489814E-1,4.761271179E-2
7.983137481E-2,5.820290535E-4,-2.092477530E-1,4.730511457E-2
8.980137482E-2,-4.376244266E-3,-1.996598393E-1,2.408447862E-2
9.977137484E-2,-1.105848793E-2,-1.773440093E-1,6.841508672E-3
1.097413749E-1,-1.631796546E-2,-1.471956968E-1,2.456880407E-3
1.197113749E-1,-1.952646300E-2,-1.068451107E-1,2.085220767E-3
1.296813749E-1,-2.343278751E-2,-8.661760390E-2,-1.016030088E-3
1.396513749E-1,-2.237203531E-2,-9.661396593E-2,4.570191726E-3
1.496213749E-1,-1.004506275E-2,-1.268088967E-1,1.574108750E-2
1.595913749E-1,-3.741123364E-4,-1.634316593E-1,3.307809681E-2
1.695613749E-1,1.169240382E-2,-1.634897292E-1,4.892763495E-2
1.795313749E-1,1.304526348E-2,-1.242932230E-1,5.224784836E-2
1.895013750E-1,-2.607465489E-3,-1.341173500E-1,5.959551036E-2
1.994723750E-1,-1.716266037E-3,-1.256113648E-1,7.950483263E-2
2.094423750E-1,-1.337798219E-2,-9.922582656E-2,9.929478168E-2
2.194123750E-1,-3.286051005E-2,-5.631161481E-2,1.331830770E-1
2.293823750E-1,-5.172501132E-2,2.866220195E-3,1.788975596E-1
2.393523750E-1,-6.907653064E-2,5.573577061E-2,1.506482363E-1
2.493223748E-1,-8.266930282E-2,5.901705101E-2,1.044200212E-1
2.592923748E-1,-9.053130448E-2,-1.746166684E-2,9.851970524E-2
2.692623748E-1,-9.495321661E-2,-1.402214170E-1,1.400181502E-1
2.792323749E-1,-9.539267421E-2,-2.459574044E-1,2.013577521E-1
2.892023749E-1,-9.455857426E-2,-3.337333202E-1,2.528973818E-1
2.991723749E-1,-9.134377539E-2,-3.980334401E-1,2.957341373E-1
3.091423749E-1,-8.088767529E-2,-4.375087023E-1,3.407692611E-1
3.191133749E-1,-7.294775546E-2,-4.585659206E-1,3.734918535E-1
3.290833749E-1,-6.939004362E-2,-4.858209789E-1,3.988406062E-1
3.390533749E-1,-7.891666889E-2,-5.275512338E-1,4.122873843E-1
3.490233750E-1,-1.058129966E-1,-5.575357676E-1,4.223149717E-1
