"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.737496376E-2,5.238053136E1,4.860515307E0,9.204317927E-1,NaN,NaN,7.302069849E2,4.664622879E1
4.631789923E-1,5.238129865E1,4.860444602E0,2.647111893E0,NaN,NaN,2.616644180E1,2.527684212E1
4.739229679E-1,5.238129865E1,4.860444602E0,2.246616721E0,NaN,NaN,2.616644180E1,1.933627510E1
6.866110921E0,5.238129865E1,4.860444602E0,2.105574369E0,NaN,NaN,2.616644180E1,2.046250534E1
7.314106941E0,5.238129865E1,4.860444602E0,2.050704956E0,NaN,NaN,2.616644180E1,1.728687096E1
1.384411895E1,5.238129865E1,4.860444602E0,2.025655508E0,NaN,NaN,2.616644180E1,1.997490883E1
1.444735897E1,5.238117677E1,4.860420562E0,4.706077576E-1,4.499999881E-1,NaN,2.050494466E1,4.000000000E0
1.544735909E1,5.238118054E1,4.860372785E0,9.563865662E-1,1.129999995E0,3.104296875E2,1.679678190E1,4.000000000E0
1.644736040E1,5.238118767E1,4.860343365E0,7.519798279E-1,1.129999995E0,3.206250000E2,1.672846845E1,4.000000000E0
2.444735110E1,5.238126059E1,4.860198358E0,1.293788910E0,1.289999962E0,3.258984375E2,5.933511427E1,1.600000000E1
2.544734311E1,5.238126059E1,4.860198358E0,1.293788977E0,1.289999962E0,NaN,5.933511427E1,1.600000000E1
2.644733417E1,5.238129486E1,4.860225725E0,3.991969209E-1,1.710000038E0,3.526171849E2,5.159041891E1,4.000000000E0
2.744732630E1,5.238130083E1,4.860256710E0,3.968774881E-1,1.289999962E0,1.230469070E1,3.804194856E1,4.000000000E0
2.844731736E1,5.238131998E1,4.860286943E0,4.975245176E-1,1.549999952E0,2.953125889E1,3.720522952E1,4.000000000E0
2.944730926E1,5.238135106E1,4.860302338E0,6.636622120E-1,1.549999952E0,2.355469471E1,3.624651983E1,4.000000000E0
3.044729996E1,5.238138243E1,4.860317981E0,6.580470530E-1,1.830000043E0,1.933594455E1,3.825621701E1,4.000000000E0
3.144729161E1,5.238140662E1,4.860351474E0,5.577052888E-1,1.940000057E0,2.390625915E1,3.846598559E1,4.000000000E0
3.244728196E1,5.238140193E1,4.860332083E0,8.339503724E-1,1.830000043E0,2.636719695E1,2.818969649E1,4.000000000E0
3.344727325E1,5.238119546E1,4.860063825E0,1.202419552E0,1.610000014E0,2.837109193E2,1.995519708E1,4.000000000E0
3.444726467E1,5.238116588E1,4.860107498E0,1.366359780E0,4.600000083E-1,NaN,1.748006177E1,4.000000000E0
3.544725609E1,5.238117409E1,4.860137338E0,1.344936440E0,0.000000000E0,NaN,1.530489546E1,4.000000000E0
3.644724596E1,5.238117862E1,4.860162316E0,1.397609780E0,0.000000000E0,NaN,1.406556493E1,4.000000000E0
3.744723797E1,5.238119982E1,4.860165836E0,1.018886635E0,0.000000000E0,NaN,1.391604827E1,4.000000000E0
3.844722974E1,5.238121975E1,4.860151227E0,1.135646991E0,1.149999976E0,3.121874901E2,1.221318875E1,4.000000000E0
3.944721997E1,5.238122459E1,4.860160662E0,2.009853536E0,1.149999976E0,3.051562391E2,1.003390784E1,4.000000000E0
4.044721055E1,5.238121759E1,4.860198358E0,2.688564369E0,0.000000000E0,NaN,8.509260215E0,4.000000000E0
