"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.648033340E-2,1.299516559E-1,2.019988447E-1,-2.684303559E-2
2.645133343E-2,1.388234347E-1,6.059330702E-2,1.749230176E-2
3.642233345E-2,1.837078184E-1,-1.074681357E-1,7.515559345E-2
4.639433348E-2,2.252420485E-1,-1.457014382E-1,7.657705992E-2
5.636533326E-2,2.208236009E-1,-1.360850334E-1,4.723621532E-2
6.633633329E-2,2.114448100E-1,-1.228262931E-1,4.896820989E-3
7.630833331E-2,1.962850392E-1,-8.672368526E-2,-3.973296285E-2
8.627933334E-2,1.681524068E-1,-2.552816086E-2,-8.927635849E-2
9.625033336E-2,1.436992586E-1,4.477929324E-2,-1.430831403E-1
1.062213334E-1,1.217740998E-1,9.323551506E-2,-1.890359223E-1
1.161933334E-1,9.867437184E-2,1.088895798E-1,-2.156643271E-1
1.261643334E-1,7.261843979E-2,6.615525484E-2,-2.399936020E-1
1.361353335E-1,4.753625765E-2,-2.249418758E-2,-2.409169227E-1
1.461073335E-1,2.162161656E-2,-1.168368459E-1,-2.194896787E-1
1.560783333E-1,1.233255025E-3,-1.804123670E-1,-1.694805771E-1
1.660493333E-1,-2.700184938E-3,-2.129656821E-1,-1.004463956E-1
1.760213333E-1,1.544552948E-2,-1.930305958E-1,-4.126350209E-2
1.859923333E-1,3.222331032E-2,-1.538962871E-1,-1.144467015E-2
1.959633334E-1,3.551550955E-2,-8.051980287E-2,-1.642877609E-2
2.059343334E-1,3.020798042E-2,2.828983404E-2,-2.419371158E-2
2.159063334E-1,2.705133520E-2,1.558967978E-1,-2.912375517E-2
2.258773334E-1,2.776779793E-2,2.482516766E-1,-2.763257921E-2
2.358483335E-1,1.735350676E-2,2.959877551E-1,-3.379113600E-2
2.458203335E-1,5.602154415E-3,3.058808148E-1,-4.152846336E-2
2.557913333E-1,1.398578566E-2,2.727934420E-1,-2.349646389E-2
2.657623333E-1,3.111413307E-2,1.953941286E-1,7.946591824E-3
2.757343333E-1,2.274248749E-2,9.840553254E-2,3.266898543E-2
2.857053333E-1,-9.503229521E-3,-3.385186195E-2,5.696159974E-2
