"Time (s)","X (hPa)"
-5.423586667E-1,1.019751511E3
4.871263334E-1,1.019825439E3
1.516471333E0,1.019884491E3
2.545679333E0,1.019899368E3
3.575025333E0,1.019947662E3
4.604271333E0,1.019947662E3
4.746959333E0,1.019936371E3
5.699879333E0,1.019895935E3
6.652614333E0,1.019885864E3
7.605380333E0,1.019861069E3
8.558183333E0,1.019841766E3
9.510864333E0,1.019841766E3
1.046364233E1,1.019852524E3
1.141634633E1,1.019868851E3
1.236897633E1,1.019910812E3
1.332164233E1,1.019910812E3
1.427414133E1,1.019851837E3
1.522660533E1,1.019834747E3
1.617900333E1,1.019817734E3
1.713130433E1,1.019743500E3
1.808360333E1,1.019743500E3
1.903612333E1,1.019752655E3
1.998870333E1,1.019752655E3
2.094143333E1,1.019724655E3
2.189434233E1,1.019724655E3
2.284741933E1,1.019731750E3
2.380055933E1,1.019731750E3
2.475367333E1,1.019721069E3
2.570686633E1,1.019721069E3
2.666004533E1,1.019721069E3
2.761340133E1,1.019726334E3
2.856687133E1,1.019726334E3
2.952041433E1,1.019735565E3
3.047402333E1,1.019735565E3
3.142751833E1,1.019738617E3
3.238116033E1,1.019803391E3
3.333485133E1,1.019806137E3
3.428855433E1,1.019833527E3
3.524230333E1,1.019833527E3
3.619607233E1,1.019802322E3
3.714969533E1,1.019801941E3
3.810328033E1,1.019793091E3
