"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.648033340E-2,8.628402710E0,4.046550751E1,-2.255010986E1
2.645133343E-2,8.770843506E0,4.067919159E1,-2.266357422E1
3.642233345E-2,8.735565186E0,4.069921112E1,-2.245123291E1
4.639433348E-2,8.619400024E0,4.056455231E1,-2.229318237E1
5.636533326E-2,8.612403870E0,4.062076569E1,-2.245639038E1
6.633633329E-2,8.773658752E0,4.070240021E1,-2.189953613E1
7.630833331E-2,8.651481628E0,4.050707245E1,-2.182565308E1
8.627933334E-2,8.782829285E0,4.039647675E1,-2.178457642E1
9.625033336E-2,8.697570801E0,4.035346222E1,-2.217868042E1
1.062213334E-1,8.663459778E0,4.026204681E1,-2.246304321E1
1.161933334E-1,8.428207397E0,4.008007050E1,-2.263528442E1
1.261643334E-1,8.235351562E0,4.016349030E1,-2.269750977E1
1.361353335E-1,8.178443909E0,4.025748444E1,-2.274011230E1
1.461073335E-1,8.215003967E0,4.003780365E1,-2.242355347E1
1.560783333E-1,8.227035522E0,4.000258636E1,-2.274929810E1
1.660493333E-1,7.955490112E0,4.015805817E1,-2.268051147E1
1.760213333E-1,7.809478760E0,4.034468842E1,-2.246261597E1
1.859923333E-1,7.719192505E0,4.029674530E1,-2.252246094E1
1.959633334E-1,7.717628479E0,4.023932648E1,-2.259323120E1
2.059343334E-1,7.439956665E0,4.041869354E1,-2.265213013E1
2.159063334E-1,7.532188416E0,4.025246429E1,-2.277856445E1
2.258773334E-1,7.627792358E0,4.022772980E1,-2.260617065E1
2.358483335E-1,7.755355835E0,4.007648468E1,-2.285549927E1
2.458203335E-1,7.832321167E0,4.034449005E1,-2.240432739E1
2.557913333E-1,7.704963684E0,4.028435516E1,-2.238513184E1
2.657623333E-1,7.763511658E0,4.009261322E1,-2.273388672E1
2.757343333E-1,7.741638184E0,4.036049652E1,-2.275183105E1
2.857053333E-1,7.932777405E0,4.033121490E1,-2.221051025E1
2.956763334E-1,7.933525085E0,4.056798553E1,-2.240536499E1
3.056483334E-1,8.104103088E0,4.072158051E1,-2.246432495E1
3.156193334E-1,7.909194946E0,4.044229889E1,-2.229254150E1
3.255903334E-1,7.800918579E0,4.045978546E1,-2.217556763E1
3.355613335E-1,7.859230042E0,4.031653595E1,-2.195318604E1
3.455333335E-1,7.659225464E0,4.031282806E1,-2.250805664E1
3.555043333E-1,7.707496643E0,4.038460541E1,-2.234185791E1
3.654753333E-1,7.519561768E0,4.010849762E1,-2.263586426E1
3.754473333E-1,7.414176941E0,4.030712128E1,-2.219345093E1
3.854183333E-1,7.284881592E0,4.058293915E1,-2.224810791E1
3.953893334E-1,7.030372620E0,4.076894379E1,-2.245092773E1
4.053613334E-1,7.041290283E0,4.075667572E1,-2.203253174E1
4.153323334E-1,6.580101013E0,4.126491547E1,-2.211926270E1
4.253033334E-1,6.293235779E0,4.130867767E1,-2.171520996E1
4.352743335E-1,5.868354797E0,4.117733002E1,-2.174975586E1
4.452463335E-1,5.366355896E0,4.136600494E1,-2.171005249E1
4.552173333E-1,5.171348572E0,4.161225128E1,-2.126251221E1
4.651883333E-1,4.954521179E0,4.138446808E1,-2.081585693E1
4.751603333E-1,4.726127625E0,4.159807587E1,-2.052819824E1
4.851313333E-1,4.525779724E0,4.176818085E1,-2.046978760E1
4.951023334E-1,4.085365295E0,4.188590240E1,-2.020034790E1
5.050743334E-1,3.902046204E0,4.194123077E1,-2.008282471E1
5.150453334E-1,4.010848999E0,4.193798065E1,-2.026229858E1
5.250163334E-1,3.985588074E0,4.169684601E1,-2.026135254E1
5.349883335E-1,3.801765442E0,4.191545868E1,-2.028585815E1
5.449593333E-1,3.853767395E0,4.193566132E1,-1.990744019E1
5.549303333E-1,3.859069824E0,4.223574066E1,-1.996383667E1
5.649013333E-1,3.698768616E0,4.239990997E1,-1.952487183E1
5.748733333E-1,3.408714294E0,4.239722443E1,-1.935714722E1
5.848443334E-1,3.129699707E0,4.245627594E1,-1.899191284E1
5.948153334E-1,3.366050720E0,4.262316132E1,-1.877017212E1
6.047873334E-1,3.296905518E0,4.248041534E1,-1.889761353E1
6.147583334E-1,3.237579346E0,4.264185333E1,-1.887295532E1
6.247293334E-1,3.198905945E0,4.275836945E1,-1.915652466E1
6.347013335E-1,3.192459106E0,4.295714569E1,-1.858441162E1
6.446723333E-1,3.097633362E0,4.297879791E1,-1.836953735E1
6.546433333E-1,3.036354065E0,4.279605865E1,-1.877929688E1
6.646153333E-1,2.969856262E0,4.294937897E1,-1.820141602E1
6.745863333E-1,2.795555115E0,4.300482941E1,-1.825009155E1
6.845573334E-1,2.814224243E0,4.299095917E1,-1.868930054E1
6.945283334E-1,2.782684326E0,4.290230560E1,-1.832604980E1
7.045003334E-1,2.547332764E0,4.311684418E1,-1.774755859E1
7.144713334E-1,2.205947876E0,4.310652924E1,-1.814862061E1
7.244423334E-1,2.052711487E0,4.303548431E1,-1.801480103E1
7.344143335E-1,2.004585266E0,4.296997833E1,-1.793893433E1
7.443853333E-1,1.952728271E0,4.316065216E1,-1.808444214E1
7.543563333E-1,1.630149841E0,4.319983673E1,-1.795080566E1
7.643283333E-1,1.440589905E0,4.316150665E1,-1.811492920E1
7.742993333E-1,1.259300232E0,4.310634613E1,-1.801803589E1
7.842703334E-1,1.087142944E0,4.307134247E1,-1.819955444E1
7.942413334E-1,7.283477783E-1,4.311711884E1,-1.817373657E1
8.042133334E-1,5.020294189E-1,4.311180878E1,-1.807342529E1
8.141843334E-1,5.036621094E-1,4.302812958E1,-1.868069458E1
8.241553335E-1,2.522277832E-1,4.302976227E1,-1.887918091E1
8.341273335E-1,2.167816162E-1,4.303583527E1,-1.865484619E1
8.440983333E-1,-4.986572266E-2,4.292403412E1,-1.850231934E1
8.540693333E-1,-1.497955322E-1,4.289931488E1,-1.929333496E1
8.640413333E-1,-3.630371094E-1,4.264914703E1,-1.980172729E1
8.740123333E-1,-8.340911865E-1,4.250679779E1,-1.950790405E1
8.839833334E-1,-1.066543579E0,4.253931427E1,-1.963363647E1
