"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.005920838E-2,1.814471436E1,-1.684577179E1,-4.085910034E1
2.002920839E-2,1.810346985E1,-1.696652985E1,-4.095211792E1
2.999920840E-2,1.814259338E1,-1.686460114E1,-4.113644409E1
3.996820841E-2,1.805322266E1,-1.669297028E1,-4.100570679E1
4.993820842E-2,1.813171387E1,-1.679853821E1,-4.104202271E1
5.990820844E-2,1.809260559E1,-1.702640533E1,-4.124270630E1
6.987820845E-2,1.801615906E1,-1.677749634E1,-4.140792847E1
7.984820846E-2,1.824931335E1,-1.692195129E1,-4.149118042E1
8.981720847E-2,1.822314453E1,-1.687651062E1,-4.107308960E1
9.978720848E-2,1.820658875E1,-1.673822021E1,-4.100762939E1
1.097567501E-1,1.794314575E1,-1.680541229E1,-4.129598999E1
1.197267501E-1,1.821080017E1,-1.683181763E1,-4.124697876E1
1.296957501E-1,1.814587402E1,-1.703782654E1,-4.101434326E1
1.396657501E-1,1.799533081E1,-1.698561096E1,-4.114447021E1
1.496357501E-1,1.821522522E1,-1.720192719E1,-4.139904785E1
1.596057501E-1,1.817021179E1,-1.709889984E1,-4.133636475E1
1.695757501E-1,1.814024353E1,-1.725405884E1,-4.159262085E1
1.795447501E-1,1.823757935E1,-1.713733673E1,-4.144113159E1
1.895147501E-1,1.818402100E1,-1.723471069E1,-4.128149414E1
1.994847499E-1,1.812466431E1,-1.751305389E1,-4.137457275E1
2.094547499E-1,1.804118347E1,-1.763483429E1,-4.154031372E1
2.194247500E-1,1.812243652E1,-1.750841522E1,-4.181207275E1
2.293937500E-1,1.786328125E1,-1.760435486E1,-4.179925537E1
2.393637500E-1,1.775698853E1,-1.752199554E1,-4.143972778E1
2.493337500E-1,1.796972656E1,-1.765854645E1,-4.174945068E1
2.593037500E-1,1.782182312E1,-1.746889496E1,-4.162255859E1
2.692737500E-1,1.769343567E1,-1.749515533E1,-4.163833618E1
2.792427500E-1,1.751167297E1,-1.756954956E1,-4.152600098E1
2.892127500E-1,1.757627869E1,-1.751239014E1,-4.162780762E1
2.991827501E-1,1.757345581E1,-1.763071442E1,-4.200866699E1
3.091527501E-1,1.755014038E1,-1.750781250E1,-4.196606445E1
3.191227501E-1,1.736241150E1,-1.738619995E1,-4.148101807E1
3.290917501E-1,1.706185913E1,-1.743215942E1,-4.129080200E1
3.390617501E-1,1.692181396E1,-1.732075500E1,-4.138357544E1
3.490317501E-1,1.675885010E1,-1.723955536E1,-4.124786377E1
3.590017501E-1,1.661245728E1,-1.740512085E1,-4.139273071E1
3.689707501E-1,1.633374023E1,-1.749104309E1,-4.124954224E1
3.789407501E-1,1.601187134E1,-1.755299377E1,-4.171560669E1
3.889107499E-1,1.572814941E1,-1.773287201E1,-4.179202271E1
3.988807499E-1,1.557969666E1,-1.778575134E1,-4.188040161E1
4.088507500E-1,1.548939514E1,-1.797612000E1,-4.173956299E1
4.188197500E-1,1.529156494E1,-1.793434906E1,-4.245455933E1
4.287897500E-1,1.500375366E1,-1.751637268E1,-4.225784302E1
4.387597500E-1,1.466511536E1,-1.739773560E1,-4.232604980E1
4.487297500E-1,1.411866760E1,-1.738426208E1,-4.234466553E1
4.586997500E-1,1.389378357E1,-1.756777954E1,-4.257571411E1
4.686687500E-1,1.334117126E1,-1.772348022E1,-4.267202759E1
4.786387500E-1,1.306117249E1,-1.760433960E1,-4.270681763E1
4.886087500E-1,1.251947021E1,-1.774891663E1,-4.332348633E1
4.985787501E-1,1.214122009E1,-1.779805756E1,-4.285809326E1
5.085477501E-1,1.157926941E1,-1.753422546E1,-4.293273926E1
5.185177501E-1,1.109594727E1,-1.771681976E1,-4.298809814E1
5.284877501E-1,1.065730286E1,-1.780604553E1,-4.309753418E1
5.384577501E-1,1.008610535E1,-1.775403595E1,-4.336715698E1
5.484277501E-1,9.564651489E0,-1.777671814E1,-4.334011841E1
5.583967501E-1,9.248992920E0,-1.770867157E1,-4.346142578E1
5.683667501E-1,8.697723389E0,-1.785949707E1,-4.364715576E1
5.783367502E-1,7.923782349E0,-1.802323914E1,-4.400326538E1
5.883067499E-1,7.542327881E0,-1.799496460E1,-4.373324585E1
5.982767500E-1,6.932479858E0,-1.809058380E1,-4.329397583E1
6.082457500E-1,6.394775391E0,-1.793714905E1,-4.359518433E1
6.182157500E-1,5.716156006E0,-1.807283020E1,-4.352911377E1
6.281857500E-1,5.092071533E0,-1.804409027E1,-4.381240845E1
6.381557500E-1,4.486282349E0,-1.827478027E1,-4.360186768E1
6.481247500E-1,3.985260010E0,-1.842758942E1,-4.384759521E1
6.580947500E-1,3.192840576E0,-1.851752472E1,-4.372286987E1
6.680647500E-1,2.516769409E0,-1.846654510E1,-4.370880127E1
6.780347500E-1,1.804672241E0,-1.857525635E1,-4.396603394E1
6.880047501E-1,1.173782349E0,-1.871337128E1,-4.392956543E1
6.979737501E-1,3.861999512E-1,-1.896598816E1,-4.435787964E1
7.079437501E-1,-3.329620361E-1,-1.909181213E1,-4.397821045E1
7.179137501E-1,-1.093765259E0,-1.932944489E1,-4.386624146E1
7.278837501E-1,-1.897567749E0,-1.953936768E1,-4.349191284E1
7.378537501E-1,-2.446014404E0,-1.982373810E1,-4.356216431E1
7.478227501E-1,-3.247894287E0,-2.006799316E1,-4.367813110E1
7.577927501E-1,-4.193023682E0,-1.984732056E1,-4.318969727E1
