"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.005920838E-2,-1.701723412E-2,-1.410347316E-2,6.030643731E-2
2.002920839E-2,1.715972438E-3,1.412843075E-2,6.612490863E-2
2.999920840E-2,8.095894940E-3,1.574164722E-3,5.856091529E-2
3.996820841E-2,2.456088737E-2,-3.182587028E-2,5.877823010E-2
4.993820842E-2,4.445301369E-2,-6.260878593E-2,4.729960859E-2
5.990820844E-2,5.728731677E-2,-8.858339489E-2,4.419915751E-2
6.987820845E-2,7.127397507E-2,-9.975988418E-2,4.743649438E-2
7.984820846E-2,8.035029471E-2,-7.565934211E-2,5.109727755E-2
8.981720847E-2,7.860442251E-2,-2.024848387E-2,5.213166028E-2
9.978720848E-2,7.713355869E-2,5.018653348E-2,4.377412796E-2
1.097567501E-1,7.442621887E-2,1.055912003E-1,1.884966902E-2
1.197267501E-1,7.197690755E-2,1.241406500E-1,-5.824305117E-5
1.296957501E-1,7.760342211E-2,1.019337624E-1,-9.228919633E-3
1.396657501E-1,8.194757253E-2,4.750114679E-2,-1.656273380E-2
1.496357501E-1,8.024107665E-2,-9.859738871E-3,-2.134984732E-2
1.596057501E-1,7.910177112E-2,-5.011581630E-2,-2.495310456E-2
1.695757501E-1,8.079969883E-2,-6.965038925E-2,-2.491831779E-2
1.795447501E-1,7.109833509E-2,-9.246861935E-2,-2.327541448E-2
1.895147501E-1,5.921528861E-2,-1.115872264E-1,-2.106975764E-2
1.994847499E-1,5.085562542E-2,-1.270343661E-1,-2.350814827E-2
2.094547499E-1,4.221515730E-2,-1.394955814E-1,-2.597194165E-2
2.194247500E-1,3.566804156E-2,-1.505905837E-1,-2.777303755E-2
2.293937500E-1,2.451928891E-2,-1.575439870E-1,-2.138549834E-2
2.393637500E-1,8.776811883E-3,-1.494306624E-1,-1.333023608E-2
2.493337500E-1,-7.095841691E-3,-1.324723214E-1,-3.437473672E-3
2.593037500E-1,-2.377921529E-2,-1.307287514E-1,6.416754797E-3
2.692737500E-1,-3.278831393E-2,-1.403213441E-1,2.223964036E-2
2.792427500E-1,-4.191043973E-2,-1.770846844E-1,2.604955807E-2
2.892127500E-1,-4.809206352E-2,-2.248385996E-1,3.657207638E-2
2.991827501E-1,-5.074723437E-2,-2.785875797E-1,4.732139409E-2
3.091527501E-1,-4.666262120E-2,-3.406040370E-1,6.416703016E-2
3.191227501E-1,-3.899884224E-2,-3.794574142E-1,8.511491865E-2
3.290917501E-1,-4.146049172E-2,-4.077601433E-1,1.111698300E-1
3.390617501E-1,-4.112333432E-2,-4.270645976E-1,1.284316331E-1
3.490317501E-1,-4.011422768E-2,-4.535456300E-1,1.502806991E-1
3.590017501E-1,-2.530465461E-2,-4.804273248E-1,1.699007303E-1
3.689707501E-1,-1.183163282E-2,-5.107111335E-1,1.903514266E-1
3.789407501E-1,-1.123055723E-2,-5.308068395E-1,2.088010013E-1
3.889107499E-1,-1.275983173E-2,-5.549443364E-1,2.314473242E-1
3.988807499E-1,-2.812147699E-2,-5.757457614E-1,2.511608601E-1
4.088507500E-1,-3.796504065E-2,-5.971501470E-1,2.689178288E-1
4.188197500E-1,-5.385851860E-2,-6.117693186E-1,2.842784226E-1
4.287897500E-1,-7.307015359E-2,-6.424993277E-1,3.021039367E-1
4.387597500E-1,-8.520058542E-2,-6.841034889E-1,3.234513104E-1
4.487297500E-1,-9.061422199E-2,-7.320181727E-1,3.469315469E-1
4.586997500E-1,-9.955418855E-2,-7.929470539E-1,3.729676604E-1
