"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.005920838E-2,-1.645350936E-1,-2.680999540E-1,-2.654402018E-2
2.002920839E-2,-1.650461403E-1,-3.650921054E-1,-1.080553758E-1
2.999920840E-2,-2.621488041E-1,-1.983292226E-1,-1.610165316E-1
3.996820841E-2,-3.467246854E-1,-4.332830653E-2,-1.336813831E-1
4.993820842E-2,-3.448681945E-1,-6.130717903E-2,-1.034705740E-1
5.990820844E-2,-3.563597274E-1,-8.968064681E-2,-3.648077846E-2
6.987820845E-2,-1.974020004E-1,-3.915968031E-2,3.700527370E-2
7.984820846E-2,1.807725191E-2,-1.075932265E-1,3.407406449E-2
8.981720847E-2,3.360163870E-1,-2.119668299E-1,-6.201673865E-2
9.978720848E-2,5.055526042E-1,-1.127161914E-1,-2.141998816E-1
1.097567501E-1,4.846809679E-1,-4.799628496E-2,-3.024636018E-1
1.197267501E-1,2.911746749E-1,-2.989162423E-2,-2.943242776E-1
1.296957501E-1,7.615939915E-2,1.299010120E-2,-2.372694862E-1
1.396657501E-1,-7.159886330E-2,1.272500306E-4,-1.831283623E-1
1.496357501E-1,-1.497407609E-1,-5.697695039E-2,-1.797901869E-1
1.596057501E-1,-1.319772121E-1,-4.410488985E-2,-2.464162856E-1
1.695757501E-1,-7.262738854E-2,-1.267296284E-2,-3.344519645E-1
1.795447501E-1,-3.633752167E-2,2.189351030E-2,-3.802964741E-1
1.895147501E-1,-4.139857918E-2,4.020004615E-2,-3.626741356E-1
1.994847499E-1,-4.591526091E-2,-5.068585798E-2,-4.016826653E-1
2.094547499E-1,-1.013544667E-1,-2.052217743E-1,-4.141389889E-1
2.194247500E-1,-1.620918345E-1,-2.273102892E-1,-3.969230318E-1
2.293937500E-1,-1.430556393E-1,-1.240493379E-1,-3.874435258E-1
2.393637500E-1,-1.378089327E-1,-3.370656699E-2,-4.671492612E-1
2.493337500E-1,-1.804865903E-1,8.565366939E-3,-5.175317949E-1
2.593037500E-1,-2.387578949E-1,8.610536680E-3,-4.949790841E-1
2.692737500E-1,-2.971359113E-1,3.361469261E-2,-5.191789556E-1
2.792427500E-1,-4.450581881E-1,1.327639550E-2,-5.559608656E-1
2.892127500E-1,-6.213458928E-1,-3.560077250E-2,-5.502832192E-1
2.991827501E-1,-7.782582638E-1,-8.898702085E-2,-5.212395144E-1
3.091527501E-1,-7.907458699E-1,-1.750585469E-1,-4.860334289E-1
3.191227501E-1,-7.475513184E-1,-2.556473581E-1,-5.089369726E-1
3.290917501E-1,-7.125428689E-1,-2.997233773E-1,-5.891455686E-1
3.390617501E-1,-7.323386174E-1,-1.851759110E-1,-6.169771457E-1
3.490317501E-1,-7.837046528E-1,7.949289680E-4,-5.269674468E-1
3.590017501E-1,-8.158924055E-1,1.062397423E-1,-4.766211659E-1
3.689707501E-1,-8.048575401E-1,2.441585295E-2,-5.182679594E-1
3.789407501E-1,-8.128208631E-1,-7.899288677E-2,-5.826978439E-1
3.889107499E-1,-8.135953268E-1,-1.581767582E-1,-6.042997974E-1
3.988807499E-1,-7.092605343E-1,-1.476970860E-1,-5.757221156E-1
4.088507500E-1,-6.143692875E-1,-9.039744236E-2,-5.401640278E-1
4.188197500E-1,-5.660166147E-1,-6.016024768E-2,-4.919174820E-1
4.287897500E-1,-5.623553807E-1,1.996948399E-2,-4.028065002E-1
4.387597500E-1,-5.945042494E-1,1.411046427E-1,-2.957895899E-1
4.487297500E-1,-6.276105997E-1,2.030103573E-1,-2.033006716E-1
4.586997500E-1,-6.410132951E-1,1.906325327E-1,-1.368382949E-1
4.686687500E-1,-5.932532376E-1,1.502828709E-1,-1.096645296E-2
4.786387500E-1,-4.347004303E-1,-2.023363195E-2,5.655134618E-2
4.886087500E-1,-2.574265927E-1,-3.570439247E-1,7.092906475E-2
4.985787501E-1,-1.038842645E-1,-6.597107173E-1,8.997636974E-2
5.085477501E-1,-3.944473207E-2,-8.630341199E-1,9.988973916E-2
5.185177501E-1,-3.182727188E-2,-8.300697108E-1,1.373072416E-1
5.284877501E-1,-8.661363602E-2,-6.827641690E-1,1.608896470E-1
5.384577501E-1,-1.052218151E-1,-5.379624049E-1,1.548167288E-1
5.484277501E-1,-1.225035533E-1,-3.592994151E-1,9.941903830E-2
5.583967501E-1,-1.674686417E-1,-2.280126860E-1,4.809042513E-2
5.683667501E-1,-2.473785912E-1,-1.679612696E-1,5.118301749E-2
