"Time (s)","Distance (cm)"
4.061291693E-3,5.000000000E0
2.986062504E-2,0.000000000E0
2.987800003E-2,5.000000000E0
1.413354583E0,0.000000000E0
3.226527471E1,5.000000000E0
3.239855737E1,0.000000000E0
3.292085033E1,5.000000000E0
3.315424083E1,0.000000000E0
3.380224092E1,5.000000000E0
3.412347321E1,0.000000000E0
4.029262667E1,5.000000000E0
4.044810983E1,0.000000000E0
4.051286312E1,5.000000000E0
