"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.848733332E-2,1.326873899E-2,9.853885174E-1,1.899885386E-1
2.845733333E-2,4.710955173E-2,8.803750873E-1,3.737366199E-1
3.842733335E-2,4.142290354E-2,5.250726342E-1,5.058342218E-1
4.839733336E-2,1.463924255E-2,1.599804610E-1,5.737123489E-1
5.836733337E-2,-2.182209492E-2,-5.425672978E-2,5.349183679E-1
6.833633338E-2,-7.248194516E-2,-1.422628313E-1,4.015686512E-1
7.830633339E-2,-1.463809311E-1,-1.491225958E-1,2.515088618E-1
8.827633341E-2,-2.218744606E-1,-1.193270385E-1,1.640344709E-1
9.824633342E-2,-2.867115140E-1,-7.542642951E-2,1.358188242E-1
1.082163333E-1,-3.187229335E-1,-2.167082392E-2,1.487110555E-1
1.181863333E-1,-2.959185541E-1,-1.037848741E-2,1.713013202E-1
1.281553333E-1,-2.177376151E-1,-5.828620493E-2,1.628734022E-1
1.381253334E-1,-1.172887608E-1,-1.318033040E-1,9.954849631E-2
1.480953334E-1,-4.047520831E-2,-2.024178207E-1,-1.387952641E-2
1.580653334E-1,-1.643858477E-2,-2.983691096E-1,-1.325254887E-1
1.680353334E-1,-4.272328690E-2,-4.012437165E-1,-2.243272364E-1
1.780053334E-1,-1.114144623E-1,-4.667630792E-1,-2.797468305E-1
1.879743334E-1,-1.882895827E-1,-4.769077599E-1,-3.119359910E-1
1.979443333E-1,-2.493537366E-1,-4.238421321E-1,-3.255183697E-1
2.079143333E-1,-2.796718776E-1,-2.962603867E-1,-2.981633246E-1
2.178843333E-1,-2.586973608E-1,-1.268990636E-1,-2.281706482E-1
2.278543334E-1,-1.971920580E-1,3.694109246E-2,-1.372943670E-1
2.378243334E-1,-1.240278259E-1,1.500370204E-1,8.319830522E-5
2.477933334E-1,-2.912898734E-2,1.709437817E-1,2.114005089E-1
2.577633334E-1,7.228045911E-2,6.815026514E-3,3.355615735E-1
2.677333334E-1,1.370248497E-1,-2.617644668E-1,3.545361459E-1
2.777033334E-1,1.598422825E-1,-4.640930593E-1,3.244738579E-1
2.876733333E-1,1.474814862E-1,-4.871974587E-1,2.518913746E-1
2.976433333E-1,1.088717654E-1,-4.238645732E-1,1.758107096E-1
3.076123333E-1,5.937415734E-2,-3.271187246E-1,1.268919706E-1
3.175823333E-1,2.930320334E-3,-2.185033113E-1,1.127678975E-1
3.275523334E-1,-5.582042038E-2,-1.318098158E-1,1.254551560E-1
3.375223334E-1,-9.852553904E-2,-8.957979828E-2,1.475924104E-1
3.474923334E-1,-1.241856515E-1,-7.794059813E-2,1.788885593E-1
3.574623334E-1,-1.315306425E-1,-1.006214172E-1,2.265972197E-1
3.674313334E-1,-1.235900521E-1,-1.435519606E-1,2.851788104E-1
3.774013334E-1,-8.888667077E-2,-2.016147226E-1,3.493620753E-1
3.873713333E-1,-3.269018233E-2,-2.321151644E-1,4.140634239E-1
3.973413333E-1,3.928387910E-2,-1.825255007E-1,4.692174792E-1
4.073113333E-1,1.083392575E-1,-8.368363231E-2,5.194149613E-1
4.172813334E-1,1.697267145E-1,2.189046517E-2,5.580621958E-1
4.272503334E-1,2.155804187E-1,8.538474888E-2,6.023597121E-1
4.372203334E-1,2.212135345E-1,7.432889938E-2,6.564391851E-1
4.471903334E-1,1.431937665E-1,-6.275179982E-2,7.262771726E-1
4.571603334E-1,-3.124194033E-2,-3.177454770E-1,8.303743005E-1
4.671303334E-1,-1.889627874E-1,-5.231240988E-1,9.546131492E-1
4.771003333E-1,-2.779983878E-1,-6.496279836E-1,1.085968256E0
4.870693333E-1,-3.047415018E-1,-7.585909367E-1,1.216654778E0
4.970393333E-1,-2.708093822E-1,-8.681539297E-1,1.331407428E0
5.070093333E-1,-1.918908656E-1,-9.669086337E-1,1.434587359E0
5.169793334E-1,-8.852797747E-2,-1.049562454E0,1.519489527E0
5.269493334E-1,-8.066732436E-3,-1.086598635E0,1.597946882E0
5.369193334E-1,7.872553542E-3,-1.039342523E0,1.665618896E0
5.468883334E-1,-4.549841210E-2,-8.905351162E-1,1.729705215E0
5.568583334E-1,-1.118119285E-1,-6.715630889E-1,1.750462770E0
5.668283334E-1,-1.497031003E-1,-4.800294936E-1,1.743072987E0
5.767983333E-1,-1.723748595E-1,-3.728377819E-1,1.741411924E0
5.867683333E-1,-1.785983741E-1,-2.887209952E-1,1.753256202E0
5.967383333E-1,-1.647419482E-1,-1.653112024E-1,1.781800270E0
6.067073334E-1,-1.349818110E-1,-3.814137727E-2,1.800533414E0
6.166773334E-1,-1.301242113E-1,6.708916742E-3,1.816600204E0
6.266473334E-1,-1.546536386E-1,-6.025444716E-2,1.846315742E0
6.366173334E-1,-1.991292238E-1,-1.724805981E-1,1.890140414E0
6.465873334E-1,-2.391678095E-1,-2.468773127E-1,1.919537067E0
6.565573334E-1,-2.729001939E-1,-2.588135898E-1,1.907615781E0
6.665263333E-1,-3.006167412E-1,-2.336526215E-1,1.874019861E0
6.764963333E-1,-3.134153485E-1,-2.182670087E-1,1.842460871E0
6.864663333E-1,-3.176734447E-1,-2.543371916E-1,1.837339401E0
6.964363334E-1,-3.273516297E-1,-3.518352509E-1,1.871626735E0
7.064063334E-1,-3.341245949E-1,-4.948307574E-1,1.936279535E0
7.163763334E-1,-3.387483656E-1,-6.654968262E-1,1.985098481E0
7.263453334E-1,-3.340537250E-1,-8.208808899E-1,1.990799785E0
7.363153334E-1,-3.297601938E-1,-9.477775693E-1,1.951470971E0
7.462853334E-1,-3.135156929E-1,-1.034641862E0,1.846065998E0
7.562553333E-1,-2.881892920E-1,-1.070225477E0,1.716665864E0
7.662253333E-1,-2.576866746E-1,-1.074686408E0,1.602556467E0
7.761953333E-1,-2.194889486E-1,-1.097442389E0,1.537226677E0
7.861643333E-1,-1.854878515E-1,-1.109843850E0,1.513033628E0
7.961343334E-1,-1.568724513E-1,-1.077270389E0,1.493494272E0
8.061043334E-1,-1.425585151E-1,-1.051475763E0,1.439834833E0
8.160743334E-1,-1.434570551E-1,-1.093395829E0,1.364500642E0
8.260443334E-1,-1.544187665E-1,-1.245325327E0,1.307510376E0
8.360143334E-1,-1.714225113E-1,-1.449976683E0,1.266896129E0
8.459833334E-1,-1.904806346E-1,-1.631958961E0,1.217552543E0
8.559533333E-1,-2.110966891E-1,-1.731956124E0,1.133175850E0
8.659233333E-1,-2.311667204E-1,-1.769696116E0,1.040503025E0
8.758933333E-1,-2.522507012E-1,-1.787036657E0,9.754973650E-1
8.858633334E-1,-2.824469805E-1,-1.813121080E0,9.594691992E-1
8.958333334E-1,-3.217339218E-1,-1.824932218E0,9.693761468E-1
9.058023334E-1,-3.664254546E-1,-1.790216088E0,9.668307900E-1
9.157723334E-1,-4.016281962E-1,-1.720471025E0,9.330054522E-1
9.257423334E-1,-4.372273088E-1,-1.620261908E0,8.916170001E-1
9.357123334E-1,-4.804602861E-1,-1.505813599E0,8.483672738E-1
9.456823333E-1,-5.218269825E-1,-1.401720881E0,8.145686984E-1
9.556523333E-1,-5.677627921E-1,-1.291870594E0,7.891725302E-1
9.656213333E-1,-6.205981970E-1,-1.163762093E0,7.690421343E-1
9.755913334E-1,-6.676032543E-1,-1.021484613E0,7.459834218E-1
9.855613334E-1,-7.223645449E-1,-8.678408861E-1,7.071585655E-1
9.955313334E-1,-7.781636715E-1,-6.936696172E-1,6.334643364E-1
1.005501333E0,-8.297509551E-1,-5.019572973E-1,5.454981923E-1
1.015470333E0,-8.797699213E-1,-3.106529117E-1,4.547378719E-1
1.025440333E0,-9.229622483E-1,-1.201544851E-1,3.756604493E-1
1.035410333E0,-9.569119811E-1,5.680191517E-2,3.028136790E-1
1.045380333E0,-9.923591614E-1,2.106011659E-1,2.321092486E-1
1.055350333E0,-1.027853012E0,3.421182036E-1,1.690730155E-1
1.065320333E0,-1.064785480E0,4.544515312E-1,1.189500913E-1
1.075289333E0,-1.084761500E0,5.477202535E-1,6.749276072E-2
1.085259333E0,-1.092926025E0,5.989145041E-1,5.138473585E-3
1.095229333E0,-1.086388707E0,5.872842073E-1,-4.791356251E-2
1.105199333E0,-1.082570672E0,5.572127700E-1,-7.463105768E-2
1.115169333E0,-1.081204414E0,5.421179533E-1,-8.475692570E-2
1.125139333E0,-1.092076421E0,5.514463186E-1,-1.046225801E-1
1.135108333E0,-1.102224112E0,5.790627599E-1,-1.449130177E-1
1.145078333E0,-1.102962732E0,5.957075357E-1,-2.010592371E-1
