"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.848733332E-2,1.482567961E0,-7.097724581E-1,-1.071133894E0
2.845733333E-2,1.072864377E0,-1.362428144E0,-6.696465254E-1
3.842733335E-2,7.044588009E-1,-1.728502436E0,-4.634064585E-1
4.839733336E-2,2.734280831E-1,-1.783199630E0,-2.621189833E-1
5.836733337E-2,-1.828512043E-1,-1.437568374E0,-2.429266673E-1
6.833633338E-2,-5.086332098E-1,-7.227088380E-1,-4.865386283E-1
7.830633339E-2,-4.762375885E-1,8.712702155E-2,-6.814549774E-1
8.827633341E-2,-8.057550877E-2,6.604593801E-1,-6.645740658E-1
9.824633342E-2,5.842751303E-1,8.547910076E-1,-5.570806074E-1
1.082163333E-1,1.176273848E0,8.848573905E-1,-4.660762972E-1
1.181863333E-1,1.370815098E0,8.446759093E-1,-2.752483213E-1
1.281553333E-1,1.103433036E0,9.295289487E-1,1.066649079E-2
1.381253334E-1,7.457930607E-1,1.100474637E0,3.081739926E-1
1.480953334E-1,4.569724748E-1,1.266997492E0,5.843052435E-1
1.580653334E-1,3.954439786E-1,1.388958716E0,8.302800643E-1
1.680353334E-1,4.891268983E-1,1.539075453E0,1.047476644E0
1.780053334E-1,5.667691514E-1,1.686787230E0,1.218525828E0
1.879743334E-1,5.804589450E-1,1.791902626E0,1.207004474E0
1.979443333E-1,6.204457140E-1,1.752937365E0,9.444598138E-1
2.079143333E-1,4.663014150E-1,1.628169478E0,5.763822663E-1
2.178843333E-1,1.278891313E-1,1.371550385E0,2.363082039E-1
2.278543334E-1,-1.502553159E-1,1.018794297E0,-3.649832010E-2
2.378243334E-1,-4.391229719E-1,7.427723891E-1,-2.116031331E-1
2.477933334E-1,-8.145387751E-1,3.691294616E-1,-3.420328796E-1
2.577633334E-1,-8.657060051E-1,-4.845295250E-2,-3.584512764E-1
2.677333334E-1,-3.724378163E-1,1.972558200E-2,-3.378848648E-1
2.777033334E-1,1.500980258E-3,2.668371016E-1,-4.111136395E-1
2.876733333E-1,2.298984861E-1,5.600223416E-1,-5.502510595E-1
2.976433333E-1,5.889900327E-1,7.914364260E-1,-7.043637836E-1
3.076123333E-1,8.069391489E-1,8.630642331E-1,-8.060573888E-1
3.175823333E-1,7.076680452E-1,8.054270589E-1,-7.756559604E-1
3.275523334E-1,3.183732909E-1,6.569136286E-1,-6.459553617E-1
3.375223334E-1,-2.029439914E-1,4.699021304E-1,-4.609126210E-1
3.474923334E-1,-7.864920205E-1,2.586112386E-1,-3.839211631E-1
3.574623334E-1,-1.300206753E0,1.029063177E-1,-4.373348933E-1
3.674313334E-1,-1.733532795E0,9.133000016E-2,-4.883337235E-1
3.774013334E-1,-1.949703189E0,1.428217506E-1,-5.590721691E-1
3.873713333E-1,-1.932450979E0,1.804292876E-1,-8.523872173E-1
3.973413333E-1,-1.664202944E0,2.453743118E-1,-1.379958097E0
4.073113333E-1,-1.225733106E0,3.824365550E-1,-1.747128741E0
4.172813334E-1,-6.808000892E-1,6.788132054E-1,-1.687516962E0
4.272503334E-1,-1.060620600E-1,1.050138881E0,-1.322289932E0
4.372203334E-1,3.925651020E-1,1.345783460E0,-8.092862213E-1
4.471903334E-1,7.766529107E-1,1.483818680E0,-5.810495138E-2
4.571603334E-1,1.021451856E0,1.591456857E0,7.999640054E-1
4.671303334E-1,1.006121042E0,1.709961207E0,1.335995221E0
4.771003333E-1,7.791362232E-1,1.450101880E0,1.151291034E0
4.870693333E-1,5.290367764E-1,9.770285127E-1,7.975637233E-1
4.970393333E-1,4.298469490E-1,5.605038598E-1,7.762400973E-1
5.070093333E-1,6.032326806E-1,3.797061977E-1,1.021886889E0
5.169793334E-1,9.957369715E-1,5.284415299E-1,1.262210376E0
5.269493334E-1,1.534809324E0,9.246704972E-1,1.335564281E0
5.369193334E-1,2.038780257E0,1.452677579E0,1.468107212E0
5.468883334E-1,2.233754493E0,1.970327488E0,1.488650234E0
5.568583334E-1,2.122921105E0,2.424557911E0,1.032942220E0
5.668283334E-1,1.887869468E0,2.587162546E0,2.908972245E-1
5.767983333E-1,1.715044484E0,2.390332403E0,-2.499240303E-1
5.867683333E-1,1.450022358E0,2.124696027E0,-4.696641487E-1
5.967383333E-1,9.361515051E-1,1.808295295E0,-6.621158963E-1
6.067073334E-1,3.566035563E-1,1.610041063E0,-7.921644044E-1
6.166773334E-1,-1.658340526E-1,1.629475746E0,-5.120769274E-1
6.266473334E-1,-6.594717854E-1,1.887532960E0,1.132137895E-2
6.366173334E-1,-1.171912410E0,2.266221450E0,4.237079573E-1
6.465873334E-1,-1.669043269E0,2.509555376E0,2.785894203E-1
6.565573334E-1,-2.050509771E0,2.424408514E0,-1.883212745E-1
6.665263333E-1,-2.296510320E0,2.162933748E0,-5.534664434E-1
6.764963333E-1,-2.496084561E0,1.867567496E0,-7.585908616E-1
6.864663333E-1,-2.654144740E0,1.639033312E0,-6.820250809E-1
6.964363334E-1,-2.758787681E0,1.522796512E0,-3.654930782E-1
7.064063334E-1,-2.728601430E0,1.568351438E0,1.449875593E-2
7.163763334E-1,-2.573394692E0,1.617082133E0,2.647052068E-1
7.263453334E-1,-2.370894504E0,1.519833435E0,3.618549407E-1
7.363153334E-1,-2.109112321E0,1.287601764E0,3.235790670E-1
7.462853334E-1,-1.707253069E0,9.670011956E-1,4.585404056E-1
7.562553333E-1,-1.128438946E0,5.890246043E-1,7.191858906E-1
7.662253333E-1,-5.517198801E-1,2.408523676E-1,7.984367126E-1
7.761953333E-1,-7.903915286E-2,1.027699314E-2,8.480386430E-1
7.861643333E-1,1.403858006E-1,-1.513024791E-1,1.062257236E0
7.961343334E-1,-3.249356210E-2,-2.584825633E-1,1.131737945E0
8.061043334E-1,-3.604124326E-1,-3.581749224E-1,1.038571919E0
8.160743334E-1,-5.646942669E-1,-3.883651932E-1,9.867211497E-1
8.260443334E-1,-6.608523130E-1,-2.450461186E-1,1.006467197E0
8.360143334E-1,-7.933250767E-1,2.965186098E-2,1.260592452E0
8.459833334E-1,-9.845646966E-1,3.120808829E-1,1.446043036E0
8.559533333E-1,-1.261877085E0,3.937481764E-1,1.391468925E0
8.659233333E-1,-1.413006560E0,3.615573905E-1,1.219568387E0
8.758933333E-1,-1.430290929E0,3.195707276E-1,1.072259775E0
8.858633334E-1,-1.448023195E0,3.072168765E-1,1.080213450E0
8.958333334E-1,-1.427571389E0,3.229007169E-1,1.246084340E0
9.058023334E-1,-1.432569589E0,3.712938085E-1,1.356008194E0
9.157723334E-1,-1.437926808E0,3.666900033E-1,1.350962047E0
9.257423334E-1,-1.440934031E0,3.102928774E-1,1.212683290E0
9.357123334E-1,-1.515854990E0,3.183425930E-1,1.120688169E0
9.456823333E-1,-1.592102682E0,3.938194028E-1,1.085817422E0
9.556523333E-1,-1.580796506E0,4.387543049E-1,1.017599418E0
9.656213333E-1,-1.504119628E0,4.477356282E-1,9.171679348E-1
9.755913334E-1,-1.404607619E0,3.827607831E-1,7.066333804E-1
9.855613334E-1,-1.279174903E0,2.638556063E-1,6.569317549E-1
9.955313334E-1,-1.092720644E0,1.415631375E-1,7.849968874E-1
