"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.130058337E-2,1.007090759E1,-4.657995605E1,-1.381631470E1
2.127058338E-2,9.900512695E0,-4.642151642E1,-1.355349731E1
3.124158317E-2,9.930358887E0,-4.653765869E1,-1.372030640E1
4.121158319E-2,1.002828979E1,-4.642971039E1,-1.356472778E1
5.118158320E-2,9.714935303E0,-4.635824966E1,-1.328570557E1
6.115158321E-2,9.695068359E0,-4.611371613E1,-1.340292358E1
7.112158323E-2,9.729492188E0,-4.645115662E1,-1.345431519E1
8.109158324E-2,9.865219116E0,-4.668727875E1,-1.377478027E1
9.106258326E-2,9.799011230E0,-4.638531494E1,-1.383148193E1
1.010325833E-1,9.695846558E0,-4.626581573E1,-1.374526978E1
1.110025833E-1,9.577651978E0,-4.631810760E1,-1.358105469E1
1.209725833E-1,9.632934570E0,-4.611648560E1,-1.359762573E1
1.309425833E-1,9.516662598E0,-4.639688492E1,-1.421145630E1
1.409125833E-1,9.570343018E0,-4.664723969E1,-1.456948853E1
1.508835834E-1,9.628967285E0,-4.638246536E1,-1.406201172E1
1.608535834E-1,9.754821777E0,-4.643884277E1,-1.431161499E1
1.708235834E-1,9.660064697E0,-4.606691360E1,-1.402270508E1
1.807935834E-1,9.497573853E0,-4.629183578E1,-1.424588013E1
1.907635832E-1,9.588836670E0,-4.648425293E1,-1.435247803E1
2.007335832E-1,9.430374146E0,-4.648308563E1,-1.440826416E1
2.107045832E-1,9.491180420E0,-4.669890213E1,-1.428933716E1
2.206745832E-1,9.259918213E0,-4.656723022E1,-1.446765137E1
2.306445832E-1,9.182159424E0,-4.640930939E1,-1.462152100E1
2.406145833E-1,9.061752319E0,-4.629168320E1,-1.486227417E1
2.505845833E-1,9.308166504E0,-4.639319229E1,-1.491000366E1
2.605545833E-1,9.306533813E0,-4.634804153E1,-1.487808228E1
2.705255833E-1,9.406921387E0,-4.614319992E1,-1.494927979E1
2.804955833E-1,9.431762695E0,-4.610234451E1,-1.502288818E1
2.904655833E-1,9.063064575E0,-4.637174988E1,-1.473666382E1
3.004355833E-1,9.039688110E0,-4.639560318E1,-1.506549072E1
3.104055834E-1,8.830215454E0,-4.639847183E1,-1.477117920E1
3.203755834E-1,8.738037109E0,-4.648182297E1,-1.503555298E1
3.303455834E-1,8.490692139E0,-4.645834351E1,-1.506817627E1
3.403165834E-1,8.484100342E0,-4.635324478E1,-1.501681519E1
3.502865832E-1,8.387985229E0,-4.609908676E1,-1.477368164E1
3.602565832E-1,8.310806274E0,-4.618279266E1,-1.502053833E1
3.702265832E-1,8.115219116E0,-4.615756989E1,-1.513885498E1
3.801965832E-1,8.150588989E0,-4.632670593E1,-1.493881226E1
3.901665832E-1,8.044128418E0,-4.658890915E1,-1.531893921E1
4.001375833E-1,8.025009155E0,-4.642496490E1,-1.537628174E1
4.101075833E-1,7.883193970E0,-4.632289505E1,-1.581411743E1
4.200775833E-1,7.828628540E0,-4.636902237E1,-1.561309814E1
4.300475833E-1,7.704696655E0,-4.648276520E1,-1.599444580E1
4.400175833E-1,7.574768066E0,-4.636698532E1,-1.581835938E1
4.499875833E-1,7.371032715E0,-4.648799133E1,-1.579177856E1
4.599585833E-1,7.190032959E0,-4.652736664E1,-1.597189331E1
4.699285834E-1,6.935379028E0,-4.638157654E1,-1.553176880E1
4.798985834E-1,6.576675415E0,-4.636999512E1,-1.567550659E1
4.898685834E-1,6.451095581E0,-4.635090256E1,-1.635104370E1
4.998385834E-1,6.214035034E0,-4.638932800E1,-1.651440430E1
5.098085832E-1,6.109390259E0,-4.622567368E1,-1.654006958E1
5.197795832E-1,6.020446777E0,-4.625064087E1,-1.664059448E1
5.297495832E-1,5.753601074E0,-4.631711960E1,-1.650280762E1
5.397195832E-1,5.578155518E0,-4.628138351E1,-1.659982300E1
5.496895832E-1,5.378311157E0,-4.603632355E1,-1.657785034E1
5.596595833E-1,5.185455322E0,-4.608451080E1,-1.633657837E1
5.696295833E-1,5.066833496E0,-4.635629272E1,-1.685784912E1
5.796005833E-1,4.790893555E0,-4.631668854E1,-1.688555908E1
