"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.417203903E-2,5.237983401E1,4.860392218E0,4.038976431E-1,NaN,NaN,1.414000000E3,7.182215118E1
5.236580372E-1,5.238127855E1,4.860314431E0,1.863308907E0,NaN,NaN,2.361389189E1,3.000000000E1
6.156064987E0,5.238129865E1,4.860444602E0,1.861522913E0,NaN,NaN,2.616644180E1,2.291467476E1
9.487061501E0,5.238123783E1,4.860590631E0,3.725242615E-1,0.000000000E0,NaN,4.616238435E1,4.000000000E0
1.048704898E1,5.238123360E1,4.860615777E0,3.946189880E-1,0.000000000E0,NaN,3.562708741E1,4.000000000E0
1.148836958E1,5.238126621E1,4.860662464E0,4.594383240E-1,0.000000000E0,NaN,2.666559083E1,4.000000000E0
1.248838437E1,5.238131625E1,4.860638576E0,5.239524841E-1,0.000000000E0,NaN,2.157044795E1,4.000000000E0
1.348838258E1,5.238134064E1,4.860591553E0,6.410789490E-1,0.000000000E0,NaN,2.048442751E1,4.000000000E0
1.448839593E1,5.238130874E1,4.860593732E0,1.021938324E0,0.000000000E0,NaN,1.677399276E1,4.000000000E0
1.548840380E1,5.238125384E1,4.860554505E0,1.792812347E0,0.000000000E0,NaN,1.443892977E1,4.000000000E0
1.648839808E1,5.238126059E1,4.860536903E0,2.607082367E0,0.000000000E0,NaN,1.209289725E1,4.000000000E0
1.748840940E1,5.238126059E1,4.860536903E0,2.607082434E0,0.000000000E0,NaN,1.209289725E1,4.000000000E0
1.848842323E1,5.238126172E1,4.860524917E0,2.673488685E0,0.000000000E0,NaN,1.145377281E1,4.000000000E0
1.948841786E1,5.238122212E1,4.860501364E0,2.156093665E0,0.000000000E0,NaN,1.189906009E1,4.000000000E0
2.048842216E1,5.238124458E1,4.860510081E0,2.575405189E0,0.000000000E0,NaN,1.150273926E1,4.000000000E0
2.148843551E1,5.238123544E1,4.860503711E0,2.670497962E0,0.000000000E0,NaN,1.119383259E1,4.000000000E0
2.248843074E1,5.238123775E1,4.860505220E0,3.026088783E0,0.000000000E0,NaN,1.040415842E1,4.000000000E0
2.348843372E1,5.238123473E1,4.860510165E0,3.564479896E0,0.000000000E0,NaN,9.765934103E0,4.000000000E0
2.448844695E1,5.238120971E1,4.860506812E0,2.804714271E0,0.000000000E0,NaN,1.028506761E1,4.000000000E0
2.548843896E1,5.238118763E1,4.860511841E0,1.995815344E0,0.000000000E0,NaN,9.548249096E0,4.000000000E0
2.648842919E1,5.238118729E1,4.860514607E0,1.553798744E0,0.000000000E0,NaN,8.935911214E0,4.000000000E0
2.748842049E1,5.238118553E1,4.860509913E0,1.473598550E0,0.000000000E0,NaN,8.394747711E0,4.000000000E0
2.848841202E1,5.238120473E1,4.860493904E0,1.830776284E0,0.000000000E0,NaN,8.191323519E0,4.000000000E0
2.948840225E1,5.238120778E1,4.860494826E0,1.839321204E0,0.000000000E0,NaN,8.105013418E0,4.000000000E0
3.048839200E1,5.238120728E1,4.860491809E0,1.925869056E0,0.000000000E0,NaN,7.863721947E0,4.000000000E0
3.148838258E1,5.238119450E1,4.860480996E0,1.578823157E0,0.000000000E0,NaN,7.929757555E0,4.000000000E0
3.248837197E1,5.238119215E1,4.860487534E0,1.683986731E0,0.000000000E0,NaN,7.288533043E0,4.000000000E0
3.348836315E1,5.238117325E1,4.860469177E0,1.006801674E0,0.000000000E0,NaN,6.718922988E0,4.000000000E0
3.448835313E1,5.238121126E1,4.860481750E0,2.166225501E0,0.000000000E0,NaN,6.420452543E0,4.000000000E0
3.548834252E1,5.238120227E1,4.860488335E0,1.927089778E0,5.000000000E-1,2.151562467E2,5.468147954E0,4.000000000E0
3.648833334E1,5.238121151E1,4.860500023E0,1.310573646E0,1.500000060E-1,NaN,4.726879492E0,4.000060022E0
3.748832238E1,5.238126982E1,4.860486789E0,3.785418002E-1,1.171292204E-1,NaN,9.986521943E0,1.410841971E0
3.848831177E1,5.238128474E1,4.860499674E0,3.790579503E-1,4.158015746E-1,NaN,9.172150636E0,1.408045904E0
3.948830271E1,5.238128639E1,4.860507207E0,3.650519708E-1,2.908403032E-1,NaN,9.105582119E0,1.407578940E0
4.048829234E1,5.238127858E1,4.860512403E0,3.831115114E-1,5.800189935E-2,NaN,9.553915157E0,1.407635794E0
4.148828161E1,5.238129336E1,4.860511478E0,3.552266061E-1,2.404265134E-1,NaN,9.726466667E0,1.407889024E0
4.248827422E1,5.238129580E1,4.860510944E0,3.617916489E-1,2.018697392E-1,NaN,1.109881252E1,1.410142685E0
4.348826015E1,5.238130091E1,4.860513969E0,3.746591089E-1,3.348794512E-1,NaN,1.115046985E1,1.437202838E0
4.448824978E1,5.238129191E1,4.860515327E0,3.584466940E-1,2.470499584E-1,NaN,1.033850352E1,1.410678815E0
4.548823988E1,5.238125721E1,4.860523163E0,3.585912203E-1,3.220128711E-1,NaN,9.194850932E0,1.409643585E0
4.648822916E1,5.238124786E1,4.860514398E0,4.009138932E-1,2.836058650E-1,NaN,8.840532339E0,1.409343077E0
4.748821867E1,5.238122232E1,4.860481807E0,3.793338528E-1,4.787911309E-1,NaN,8.970734596E0,1.435384958E0
4.848820758E1,5.238124594E1,4.860460282E0,4.443922602E-1,3.775246979E-1,NaN,8.235793922E0,1.407804323E0
