"Time (s)","X (hPa)"
-5.395660419E-1,1.025265579E3
4.847259582E-1,1.025172272E3
1.509198958E0,1.025121765E3
2.533709958E0,1.025121765E3
3.558227958E0,1.025121765E3
4.582598958E0,1.025176849E3
4.732338958E0,1.025121689E3
5.680862958E0,1.025136490E3
6.629481958E0,1.025136490E3
7.578150958E0,1.025181885E3
8.526977958E0,1.025181885E3
9.476033958E0,1.025159836E3
1.042518696E1,1.025159836E3
1.137448296E1,1.025258179E3
1.232396796E1,1.025258179E3
1.327344396E1,1.025028687E3
1.422296896E1,1.024908981E3
1.517246196E1,1.024869919E3
1.612198696E1,1.024805908E3
1.707152196E1,1.024768524E3
1.802104396E1,1.024768524E3
1.897060096E1,1.024919281E3
1.992014896E1,1.024955215E3
2.086969696E1,1.024958954E3
2.181922596E1,1.024958954E3
2.276869196E1,1.024950485E3
2.371815196E1,1.024950485E3
2.466763696E1,1.025055161E3
2.561714796E1,1.025055161E3
2.656665496E1,1.025002441E3
2.751614996E1,1.024990311E3
2.846559296E1,1.024976959E3
2.941507496E1,1.024950485E3
3.036442196E1,1.024893723E3
3.131379896E1,1.024893723E3
3.226312396E1,1.024895477E3
3.321255796E1,1.024905701E3
3.416196296E1,1.024908371E3
3.511137096E1,1.024917374E3
3.606074096E1,1.024929428E3
3.701024896E1,1.024932709E3
3.795957396E1,1.024962158E3
3.890883196E1,1.024979095E3
3.985822096E1,1.024980240E3
4.080768696E1,1.024980621E3
4.175712696E1,1.024980774E3
4.270663496E1,1.024980774E3
4.365612096E1,1.024980469E3
4.460555496E1,1.024980469E3
4.555497396E1,1.024987411E3
4.650441996E1,1.025022888E3
