"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.352083223E-3,1.701452769E-2,-2.402276546E-1,-1.026080223E-3
1.732208324E-2,2.203698643E-2,-3.159241974E-1,-1.234404510E-3
2.729208325E-2,2.448496409E-2,-4.007091224E-1,-3.870667657E-3
3.726208326E-2,2.620350011E-2,-3.800260127E-1,-1.135252044E-2
4.723208328E-2,1.794370636E-2,-3.294288814E-1,-3.013180010E-2
5.720208329E-2,1.291592140E-2,-2.549829185E-1,-4.271889850E-2
6.717208331E-2,1.171936281E-2,-1.690139771E-1,-3.675634786E-2
7.714208332E-2,1.031038584E-3,-7.980988920E-2,-2.825886197E-2
8.711208333E-2,-5.350960884E-3,1.167608891E-2,-3.392979875E-2
9.708208335E-2,-1.581878960E-2,9.489274025E-2,-3.918538243E-2
1.070520834E-1,-1.655861549E-2,1.397736520E-1,-3.959631175E-2
1.170220834E-1,-1.118568610E-2,1.542154849E-1,-3.553049266E-2
1.269920834E-1,-1.457748841E-2,1.434994638E-1,-2.800440229E-2
1.369620834E-1,-2.062258869E-2,1.087396070E-1,-2.737768739E-2
1.469320834E-1,-2.177413926E-2,5.717388541E-2,-2.150089107E-2
1.569020834E-1,-1.570188068E-2,6.587513257E-3,-1.905072480E-2
1.668720834E-1,-1.062403154E-2,-4.930131882E-2,-8.665195666E-3
1.768420832E-1,-3.049201332E-3,-9.426795691E-2,-5.587412510E-3
1.868120832E-1,9.002401493E-3,-1.391837597E-1,4.269745201E-3
1.967820833E-1,1.968276128E-2,-1.746637523E-1,1.002764236E-2
2.067520833E-1,2.974072285E-2,-1.835184842E-1,1.362930145E-2
2.167220833E-1,5.892790854E-2,-1.555807739E-1,2.036650293E-2
2.266920833E-1,7.477504760E-2,-1.197780445E-1,1.726924628E-2
2.366620833E-1,5.555074289E-2,-8.391137421E-2,1.592480950E-2
2.466320833E-1,2.896014415E-2,-3.336777538E-2,1.223153807E-2
2.566020833E-1,1.141548972E-3,1.214743685E-2,8.223208599E-3
