"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.586179156E-2,-2.182753198E-2,-7.925395668E-2,2.738785744E-2
2.583179157E-2,-2.629644610E-2,-1.105680019E-1,2.741455659E-2
3.580179159E-2,-2.871246636E-2,-1.070206761E-1,2.864200994E-2
4.577279161E-2,-2.328583784E-2,-8.546404541E-2,3.071109392E-2
5.574279162E-2,-1.953530870E-2,-5.831604823E-2,3.605739027E-2
6.571279163E-2,-2.266946994E-2,-4.160267860E-2,4.065692052E-2
7.568379166E-2,-2.350570261E-2,-2.032588422E-2,4.713265970E-2
8.565379167E-2,-2.658183873E-2,2.109655412E-3,5.325821787E-2
9.562479146E-2,-2.401854657E-2,2.015390247E-2,6.259046495E-2
1.055947915E-1,-1.882270165E-2,3.057070076E-2,5.670867115E-2
1.155647915E-1,-2.070555650E-2,2.222941443E-2,5.579813570E-2
1.255357915E-1,-1.709172875E-2,-9.171926067E-4,6.311195344E-2
1.355057915E-1,-1.749786176E-2,-3.401655704E-2,7.485462725E-2
1.454757915E-1,-1.295371819E-2,-6.351391226E-2,8.200704306E-2
1.554467916E-1,-4.803112708E-3,-7.990034670E-2,8.552774787E-2
1.654167916E-1,-5.296499934E-3,-8.591844141E-2,8.497362584E-2
1.753877916E-1,-7.567643654E-3,-7.352834940E-2,8.221299201E-2
1.853577916E-1,-1.182984747E-2,-4.696598649E-2,8.247715980E-2
1.953277916E-1,-7.524581160E-3,-1.751329191E-2,7.447142899E-2
2.052987916E-1,-1.155416109E-2,2.959549427E-3,7.096981257E-2
2.152687917E-1,-1.610417105E-2,1.042625401E-2,7.208195329E-2
2.252387917E-1,-1.794442348E-2,4.315443803E-3,7.226407528E-2
2.352097915E-1,-1.550789829E-2,-1.075911336E-2,7.721995562E-2
2.451797915E-1,-1.102052070E-2,-2.269758843E-2,7.518672198E-2
2.551507915E-1,-5.268092267E-3,-3.782860562E-2,7.239599526E-2
2.651207915E-1,-8.474191651E-3,-4.357037321E-2,7.860465348E-2
2.750907915E-1,-3.385689575E-3,-4.172080755E-2,8.625271916E-2
2.850617915E-1,4.360404797E-3,-2.760762349E-2,9.939496219E-2
2.950317916E-1,-7.675117813E-4,-3.436772618E-3,1.216510013E-1
3.050017916E-1,-7.057163864E-3,3.008533455E-2,1.557711959E-1
3.149727916E-1,-9.328840300E-3,7.491938025E-2,1.784591973E-1
3.249427916E-1,-1.503712405E-2,1.009838432E-1,1.828707606E-1
3.349137916E-1,-3.066189028E-2,8.929549158E-2,1.979956478E-1
3.448837916E-1,-3.942342475E-2,2.974854596E-2,2.353382260E-1
3.548537917E-1,-4.794314131E-2,-4.233843088E-2,2.831036150E-1
3.648247914E-1,-5.355200171E-2,-1.017969400E-1,3.239126503E-1
3.747947915E-1,-6.767581403E-2,-1.491727084E-1,3.673024774E-1
3.847647915E-1,-8.034526557E-2,-1.896346360E-1,4.276574254E-1
3.947357915E-1,-8.190827817E-2,-2.185829282E-1,4.871207476E-1
4.047057915E-1,-7.749398798E-2,-2.360495031E-1,5.304992199E-1
4.146767915E-1,-7.463508099E-2,-2.521110177E-1,5.619591475E-1
4.246467915E-1,-5.874814466E-2,-2.912702560E-1,5.888716578E-1
4.346167916E-1,-3.748360276E-2,-3.548481762E-1,6.185350418E-1
4.445877916E-1,-2.814095095E-2,-4.134556949E-1,6.355849504E-1
4.545577916E-1,-1.992749609E-2,-4.645673633E-1,6.482765079E-1
4.645277916E-1,-1.136038918E-2,-5.008961558E-1,6.596590281E-1
4.744987916E-1,-1.915705949E-2,-5.088422298E-1,6.720941663E-1
