"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.585503578E-2,5.238035602E1,4.860616627E0,5.206924677E-1,NaN,NaN,7.896999449E2,4.926863861E1
6.050699949E-1,5.238129865E1,4.860444602E0,2.635154605E0,NaN,NaN,2.616644180E1,2.567316055E1
1.749599576E0,5.238118323E1,4.860436656E0,9.117397308E0,8.899999857E-1,3.448828125E2,5.117263183E0,6.000000000E0
2.325599074E0,5.238119580E1,4.860438919E0,4.286952972E0,8.899999857E-1,3.448828125E2,5.249205143E0,3.000000000E0
3.325587153E0,5.238122073E1,4.860444199E0,1.450160980E0,8.899999857E-1,3.473437500E2,1.157775271E1,4.000000000E0
4.325576186E0,5.238121659E1,4.860454509E0,2.004299164E0,8.899999857E-1,NaN,7.618908521E0,4.000000000E0
5.325565338E0,5.238121202E1,4.860482002E0,2.906276703E0,4.199999869E-1,NaN,7.622227068E0,4.000000000E0
6.325554013E0,5.238122849E1,4.860509830E0,2.915676117E0,1.120000005E0,1.230468750E1,9.555481990E0,4.000000000E0
7.326420188E0,5.238125497E1,4.860547129E0,3.958950043E0,1.690000057E0,2.109375000E1,9.426683552E0,4.000000000E0
8.326428771E0,5.238127010E1,4.860566240E0,4.423610687E0,1.120000005E0,1.265625000E1,6.683478035E0,4.000000000E0
9.326418638E0,5.238127153E1,4.860585686E0,3.867580414E0,2.899999917E-1,NaN,6.988330771E0,4.000000000E0
1.032642341E1,5.238128108E1,4.860601779E0,4.823513031E0,4.900000095E-1,3.083203125E2,6.854800135E0,4.000000000E0
1.132642829E1,5.238128222E1,4.860613346E0,4.799831390E0,0.000000000E0,3.153515625E2,6.657283592E0,4.000000000E0
1.232641828E1,5.238127677E1,4.860621812E0,4.592861176E0,2.399999946E-1,2.967187500E2,6.730601747E0,4.000000000E0
1.332642591E1,5.238127794E1,4.860633966E0,4.585964203E0,2.399999946E-1,1.332421875E2,7.330064382E0,4.000000000E0
1.432642925E1,5.238127794E1,4.860633966E0,4.585964271E0,2.399999946E-1,NaN,7.330064382E0,4.000000000E0
1.532641745E1,5.238127400E1,4.860639414E0,4.716762611E0,0.000000000E0,NaN,7.013493990E0,4.000000000E0
1.632642329E1,5.238130127E1,4.860614512E0,6.167324532E0,2.250000000E0,3.311718624E2,5.563759185E0,4.000000000E0
1.732643127E1,5.238130358E1,4.860599756E0,5.827358447E0,1.299999952E0,3.220312407E2,5.479542421E0,4.000000000E0
1.832642376E1,5.238130889E1,4.860584129E0,5.951137743E0,1.299999952E0,3.202734278E2,5.604923825E0,4.000000000E0
1.932643318E1,5.238131246E1,4.860569261E0,5.648281265E0,1.129999995E0,3.178124912E2,6.590898849E0,4.000000000E0
2.032644379E1,5.238131025E1,4.860565485E0,5.562099525E0,9.800000191E-1,NaN,7.968779300E0,4.000000000E0
2.132643437E1,5.238133416E1,4.860516108E0,5.179653581E0,2.099999905E0,3.125390445E2,9.757312854E0,4.000000000E0
2.232642353E1,5.238132187E1,4.860519829E0,5.180080558E0,9.800000191E-1,3.104296788E2,7.365772668E0,4.000000000E0
2.332641172E1,5.238130916E1,4.860528521E0,5.577663490E0,3.899999857E-1,NaN,7.531532906E0,4.000000000E0
2.432639980E1,5.238130543E1,4.860527515E0,6.075161048E0,3.899999857E-1,NaN,7.246732825E0,4.000000000E0
2.532638907E1,5.238130225E1,4.860531539E0,6.517971107E0,2.099999934E-1,NaN,6.746401072E0,4.000000000E0
2.632637823E1,5.238130394E1,4.860546223E0,7.365383227E0,3.899999857E-1,4.851562840E1,6.066760884E0,4.000000000E0
2.732636619E1,5.238129810E1,4.860556768E0,8.023952554E0,3.899999857E-1,NaN,5.810805306E0,4.000000000E0
2.832635546E1,5.238129387E1,4.860566156E0,8.993251869E0,2.300000042E-1,NaN,5.882308741E0,4.000000000E0
2.932634425E1,5.238128909E1,4.860575711E0,8.972316810E0,2.500000000E-1,NaN,5.867134894E0,4.000000000E0
3.032633293E1,5.238128339E1,4.860589541E0,9.753749914E0,3.899999857E-1,NaN,5.193756249E0,4.000000000E0
3.132632196E1,5.238127074E1,4.860605853E0,1.020791254E1,6.299999952E-1,1.388671923E2,4.726574408E0,4.000060981E0
3.232631004E1,5.238126608E1,4.860604042E0,1.027212150E1,0.000000000E0,NaN,4.590076485E0,4.000482791E0
3.332629919E1,5.238125942E1,4.860604461E0,1.092892081E1,2.800000012E-1,NaN,4.760357267E0,3.341187772E0
3.432628846E1,5.238117630E1,4.860590338E0,5.382169560E-1,3.087884754E-1,NaN,7.494355845E0,1.401884530E0
3.532627773E1,5.238117627E1,4.860605807E0,4.995398894E-1,1.534561064E-1,NaN,7.833058021E0,1.402504205E0
3.632626605E1,5.238116981E1,4.860603382E0,4.952510260E-1,1.034330954E-1,NaN,8.114312382E0,1.403073407E0
3.732625437E1,5.238116040E1,4.860591417E0,4.739740109E-1,2.741880553E-1,NaN,9.389275845E0,1.406172357E0
3.832624340E1,5.238115884E1,4.860590885E0,4.408890260E-1,3.060285338E-1,NaN,1.061120361E1,1.409293976E0
