"Time (s)","X (hPa)"
-5.315908336E-1,1.024842072E3
4.939771665E-1,1.024832764E3
1.519569166E0,1.024842072E3
2.545052167E0,1.024863358E3
3.570666166E0,1.024914017E3
4.596404166E0,1.024919128E3
4.744418167E0,1.024919128E3
5.693925167E0,1.024919128E3
6.643472166E0,1.024976959E3
7.592960167E0,1.025042572E3
8.542505166E0,1.025042572E3
9.492101166E0,1.025042572E3
1.044163317E1,1.025008469E3
1.139106617E1,1.025008469E3
1.234058617E1,1.024774933E3
1.329008917E1,1.024774933E3
1.423955317E1,1.024774933E3
1.518913817E1,1.024733658E3
1.613877917E1,1.024602966E3
1.708849217E1,1.024515381E3
1.803861317E1,1.024515381E3
1.898922717E1,1.024515381E3
1.993999417E1,1.024753494E3
2.089092717E1,1.024842682E3
2.184175117E1,1.024996490E3
2.279264017E1,1.025069046E3
2.374366317E1,1.024996490E3
2.469474117E1,1.024502106E3
2.564584317E1,1.024462128E3
2.659687817E1,1.024502106E3
2.754803817E1,1.024656448E3
2.849922717E1,1.024746780E3
2.945032417E1,1.024746780E3
3.040155817E1,1.024747238E3
3.135263917E1,1.024747238E3
3.230376017E1,1.024428787E3
3.325501117E1,1.024428787E3
3.420647617E1,1.024834824E3
3.515797017E1,1.024834824E3
3.610918417E1,1.024685211E3
