"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.288291749E-3,-2.646658011E-2,1.160680801E-1,-8.711845148E-4
1.825829176E-2,2.683611237E-4,1.849400997E-1,7.186321169E-2
2.822829178E-2,9.409996681E-3,1.665794849E-1,1.189103797E-1
3.819929156E-2,-2.304982394E-3,9.138247371E-2,1.521402448E-1
4.816929158E-2,-3.473174572E-2,2.242884599E-2,1.684539914E-1
5.813929159E-2,-8.363004029E-2,-2.452960797E-2,1.525178999E-1
6.810929161E-2,-1.195359081E-1,-4.023220390E-2,1.370335072E-1
7.807929162E-2,-1.509763747E-1,-1.452471036E-2,1.618523002E-1
8.804929163E-2,-1.844172627E-1,3.586406261E-2,1.993442774E-1
9.802029165E-2,-2.065300196E-1,7.427137345E-2,1.793545932E-1
1.079902917E-1,-2.167423815E-1,1.089612469E-1,1.089185104E-1
1.179602917E-1,-2.082367688E-1,1.258712560E-1,2.799356543E-2
1.279302917E-1,-1.980450898E-1,1.255855262E-1,-3.782566637E-2
1.379002917E-1,-1.840560436E-1,1.391284913E-1,-5.995946750E-2
1.478702917E-1,-1.892904341E-1,1.699431539E-1,-5.042104423E-2
1.578412917E-1,-1.984407902E-1,2.178962976E-1,-2.358277142E-2
1.678112918E-1,-2.135835141E-1,2.636622190E-1,8.587410673E-3
1.777812918E-1,-2.246225774E-1,2.999957204E-1,3.463818505E-2
1.877512918E-1,-2.313349545E-1,2.963352799E-1,5.397862196E-2
1.977212916E-1,-2.458236217E-1,2.613157928E-1,6.710747629E-2
2.076922916E-1,-2.533943653E-1,2.186408192E-1,7.726055384E-2
2.176622916E-1,-2.394894809E-1,1.583734900E-1,8.655365556E-2
2.276322916E-1,-2.212623656E-1,8.169274032E-2,1.053305045E-1
2.376022916E-1,-2.104440778E-1,1.468148734E-2,1.303074956E-1
2.475722916E-1,-2.045178562E-1,-4.708797485E-2,1.447489858E-1
2.575432917E-1,-2.053335905E-1,-1.068205461E-1,1.581414938E-1
2.675132917E-1,-2.157999575E-1,-1.516723335E-1,1.794569343E-1
2.774832917E-1,-2.300819606E-1,-1.868918389E-1,2.047782689E-1
2.874532917E-1,-2.394283712E-1,-2.296713442E-1,2.274242491E-1
2.974232917E-1,-2.428625226E-1,-2.832882404E-1,2.514832318E-1
3.073932917E-1,-2.409100085E-1,-3.507600725E-1,2.940535843E-1
3.173642918E-1,-2.491530329E-1,-4.259786606E-1,3.355994225E-1
3.273342918E-1,-2.692872286E-1,-4.954487383E-1,3.800968826E-1
3.373042918E-1,-2.965316474E-1,-5.619947314E-1,4.288305938E-1
3.472742916E-1,-3.152686357E-1,-6.267436743E-1,4.908870757E-1
3.572442916E-1,-3.245374858E-1,-7.145041823E-1,5.564277172E-1
3.672152916E-1,-3.533900976E-1,-8.063716888E-1,6.009746194E-1
3.771852916E-1,-4.057225585E-1,-8.804866672E-1,6.374828219E-1
3.871552916E-1,-4.602149129E-1,-9.626913071E-1,6.806191206E-1
3.971252916E-1,-5.098189116E-1,-1.068953514E0,7.460753322E-1
4.070952917E-1,-5.474719405E-1,-1.201332331E0,8.261500001E-1
4.170662917E-1,-5.794242620E-1,-1.324378848E0,9.025925398E-1
4.270362917E-1,-5.934715867E-1,-1.435618162E0,9.710741639E-1
4.370062917E-1,-5.866981149E-1,-1.534834981E0,1.036666751E0
4.469763751E-1,-5.965026021E-1,-1.635317087E0,1.081706047E0
4.569463751E-1,-6.163639426E-1,-1.751231194E0,1.122954726E0
4.669173751E-1,-6.110281348E-1,-1.860114098E0,1.174229145E0
4.768873751E-1,-6.127498150E-1,-1.935578465E0,1.235267162E0
4.868573749E-1,-6.601789594E-1,-1.973564267E0,1.258719325E0
4.968273749E-1,-7.475847006E-1,-1.999492764E0,1.228729725E0
5.067973749E-1,-8.337776661E-1,-2.024323463E0,1.178325772E0
5.167673749E-1,-8.579128385E-1,-2.072152376E0,1.126067400E0
5.267383750E-1,-8.268680573E-1,-2.146706820E0,1.092995644E0
5.367083750E-1,-7.922677398E-1,-2.217368126E0,1.092132211E0
