"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.750065514673524E9,"2025-06-16 11:18:34.674 UTC+02:00"
"PAUSE",3.894320270814933E1,1.750065553616311E9,"2025-06-16 11:19:13.616 UTC+02:00"
