"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.660057068E-3,5.238020202E1,4.860703461E0,-2.105253220E0,NaN,NaN,5.209639818E2,4.476742935E1
6.454300880E-2,5.237970011E1,4.860840746E0,-2.105253220E0,NaN,NaN,6.137246489E2,4.476742935E1
4.471000433E-1,5.238131718E1,4.860224547E0,1.922888756E0,NaN,NaN,2.200000000E1,3.000000000E1
7.265581012E0,5.238129865E1,4.860444602E0,1.994989634E0,NaN,NaN,2.616644180E1,2.319068909E1
8.192941189E0,5.238118859E1,4.860392399E0,7.658958435E-1,0.000000000E0,NaN,1.801264746E1,4.000000000E0
9.192930698E0,5.238119157E1,4.860386616E0,9.614524841E-1,0.000000000E0,NaN,1.457370176E1,4.000000000E0
1.019292068E1,5.238120385E1,4.860367840E0,1.208095551E0,0.000000000E0,NaN,1.019796083E1,4.000000000E0
1.119487643E1,5.238120330E1,4.860368511E0,1.518703461E0,0.000000000E0,NaN,8.570562404E0,4.000000000E0
1.219488657E1,5.238124467E1,4.860383095E0,3.684169769E0,0.000000000E0,NaN,6.934059900E0,4.000000000E0
1.319488013E1,5.238126897E1,4.860382341E0,1.841274261E0,0.000000000E0,NaN,6.426611147E0,4.000000000E0
1.419488454E1,5.238128628E1,4.860400446E0,2.171901703E0,0.000000000E0,NaN,6.074852231E0,4.000000000E0
1.519488919E1,5.238129064E1,4.860399943E0,2.149501801E0,0.000000000E0,NaN,5.259320600E0,4.000000000E0
1.619487846E1,5.238127329E1,4.860381084E0,2.927944183E0,0.000000000E0,NaN,5.538890436E0,4.000000000E0
1.719487977E1,5.238128209E1,4.860389549E0,2.490505219E0,0.000000000E0,NaN,5.973733085E0,4.000000000E0
1.819488740E1,5.238128209E1,4.860389549E0,2.490505286E0,0.000000000E0,NaN,5.973733085E0,4.000000000E0
1.919487679E1,5.238126596E1,4.860347640E0,3.027736732E0,0.000000000E0,NaN,5.909171734E0,4.000000000E0
2.019487321E1,5.238125414E1,4.860329367E0,3.766445228E0,0.000000000E0,NaN,6.096129058E0,4.000000000E0
2.119487512E1,5.238124014E1,4.860332552E0,4.112270424E0,0.000000000E0,NaN,5.623809190E0,4.000000000E0
2.219486403E1,5.238123519E1,4.860336324E0,4.527431556E0,0.000000000E0,NaN,5.189601746E0,4.000000000E0
2.319487011E1,5.238123897E1,4.860340180E0,3.747951576E0,0.000000000E0,NaN,5.502276426E0,4.000000000E0
2.419486868E1,5.238122547E1,4.860360045E0,3.259487219E0,0.000000000E0,NaN,5.558657059E0,4.000000000E0
2.519485927E1,5.238123125E1,4.860353842E0,3.312099526E0,0.000000000E0,NaN,5.849603146E0,4.000000000E0
2.619485116E1,5.238122702E1,4.860343197E0,2.830593177E0,0.000000000E0,NaN,6.380828657E0,4.000000000E0
2.719484353E1,5.238123922E1,4.860360716E0,2.428432533E0,0.000000000E0,NaN,6.619810601E0,4.000000000E0
2.819483531E1,5.238125468E1,4.860360632E0,1.660549233E0,0.000000000E0,NaN,6.737899231E0,4.000000000E0
2.919482660E1,5.238125460E1,4.860365493E0,1.684841224E0,0.000000000E0,NaN,6.870404380E0,4.000000000E0
3.019481778E1,5.238125351E1,4.860383850E0,1.849819250E0,0.000000000E0,NaN,7.286711782E0,4.000000000E0
3.119480932E1,5.238124416E1,4.860367002E0,1.817348548E0,0.000000000E0,NaN,7.616942243E0,4.000000000E0
3.219480133E1,5.238127291E1,4.860389465E0,1.128017494E0,0.000000000E0,NaN,7.130914066E0,4.000000000E0
3.319479167E1,5.238128071E1,4.860394830E0,1.159511634E0,0.000000000E0,NaN,6.993414842E0,4.000000000E0
3.419478369E1,5.238128243E1,4.860395333E0,1.186855384E0,0.000000000E0,NaN,7.055691041E0,4.000000000E0
3.519477403E1,5.238128025E1,4.860388879E0,1.165126869E0,0.000000000E0,NaN,7.465839311E0,4.000000000E0
3.619476485E1,5.238127710E1,4.860390723E0,1.295558998E0,0.000000000E0,NaN,7.788158913E0,4.000000000E0
3.719475532E1,5.238127677E1,4.860391896E0,1.312099525E0,0.000000000E0,NaN,7.877587322E0,4.000000000E0
3.819474566E1,5.238128725E1,4.860340083E0,7.886668751E-1,5.308227938E-1,NaN,1.879876154E1,1.291657464E0
3.919473708E1,5.238128862E1,4.860336812E0,1.437523738E-1,4.430388781E-1,NaN,2.050092059E1,1.313090005E0
4.019472802E1,5.238128680E1,4.860339363E0,-2.282287301E-1,3.870462244E-1,NaN,2.306497879E1,1.297741449E0
4.119471800E1,5.238129349E1,4.860355198E0,-6.747521972E-1,3.065845556E-1,NaN,1.768931221E1,1.268226135E0
