"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.049145848E-2,2.201647949E1,3.503644562E1,-2.438150024E1
3.046245826E-2,2.203609467E1,3.510201263E1,-2.448516846E1
4.043345829E-2,2.204216003E1,3.515383148E1,-2.457626343E1
5.040445831E-2,2.202333069E1,3.546871185E1,-2.441882324E1
6.037645834E-2,2.182122040E1,3.530277252E1,-2.445370483E1
7.034745836E-2,2.194119263E1,3.520517731E1,-2.440704346E1
8.031845838E-2,2.207680511E1,3.529019928E1,-2.429928589E1
9.028945840E-2,2.198719025E1,3.502664948E1,-2.426089478E1
1.002604584E-1,2.212774658E1,3.500843048E1,-2.457601929E1
1.102314584E-1,2.220047760E1,3.509568024E1,-2.455480957E1
1.202024585E-1,2.217312622E1,3.499327850E1,-2.469442749E1
1.301734585E-1,2.199221802E1,3.498305511E1,-2.493133545E1
1.401444583E-1,2.217387390E1,3.493241119E1,-2.476113892E1
1.501154583E-1,2.211418152E1,3.498789215E1,-2.480001831E1
1.600864583E-1,2.210483551E1,3.497827911E1,-2.474322510E1
1.700574583E-1,2.218796539E1,3.485440826E1,-2.441134644E1
1.800284584E-1,2.222945404E1,3.490584564E1,-2.433032227E1
1.899994584E-1,2.226906586E1,3.485944366E1,-2.466259766E1
1.999704584E-1,2.232393646E1,3.465921783E1,-2.443933105E1
2.099424584E-1,2.217300415E1,3.480995941E1,-2.458343506E1
2.199134585E-1,2.223521423E1,3.483959198E1,-2.445358276E1
2.298844585E-1,2.222759247E1,3.497130585E1,-2.446920776E1
2.398554585E-1,2.211750031E1,3.507665253E1,-2.446191406E1
2.498264583E-1,2.210187531E1,3.475257111E1,-2.425329590E1
2.597974583E-1,2.208472443E1,3.469268036E1,-2.432879639E1
2.697684583E-1,2.207682800E1,3.464449310E1,-2.448846436E1
2.797394583E-1,2.215496826E1,3.469589996E1,-2.444711304E1
2.897104584E-1,2.200161743E1,3.466672516E1,-2.458828735E1
2.996814584E-1,2.215086365E1,3.442684174E1,-2.434106445E1
3.096524584E-1,2.213538361E1,3.445944977E1,-2.426898193E1
3.196234584E-1,2.220548248E1,3.429909515E1,-2.436416626E1
3.295944585E-1,2.202714539E1,3.443112946E1,-2.475534058E1
3.395654585E-1,2.211965942E1,3.496077728E1,-2.472445679E1
3.495374583E-1,2.204023743E1,3.487244415E1,-2.504244995E1
3.595084583E-1,2.187937164E1,3.474175262E1,-2.487069702E1
3.694794583E-1,2.185429382E1,3.443282318E1,-2.492028809E1
3.794504583E-1,2.178676605E1,3.424848175E1,-2.524990845E1
3.894214584E-1,2.169561005E1,3.422553253E1,-2.543988037E1
3.993924584E-1,2.136321259E1,3.445943451E1,-2.549310303E1
4.093630000E-1,2.128736115E1,3.419561005E1,-2.574203491E1
4.193340000E-1,2.121574402E1,3.405318451E1,-2.594421387E1
4.293050000E-1,2.109613037E1,3.403748322E1,-2.613952637E1
4.392760000E-1,2.092749023E1,3.387734222E1,-2.639492798E1
4.492470000E-1,2.071584320E1,3.372946930E1,-2.660507202E1
4.592180001E-1,2.043992615E1,3.363973236E1,-2.672653198E1
4.691890001E-1,2.024661255E1,3.351390839E1,-2.732989502E1
4.791600001E-1,2.034089661E1,3.314119720E1,-2.781927490E1
4.891310001E-1,2.046026611E1,3.326584625E1,-2.762722778E1
4.991030002E-1,2.021700287E1,3.292098236E1,-2.797116089E1
5.090739999E-1,1.994975281E1,3.280577850E1,-2.828411865E1
5.190450000E-1,1.967140961E1,3.261493683E1,-2.820672607E1
5.290160000E-1,1.970405579E1,3.234912872E1,-2.858276367E1
5.389870000E-1,1.988388824E1,3.212787628E1,-2.883731079E1
5.489580000E-1,1.975617981E1,3.199069977E1,-2.924743652E1
5.589290000E-1,1.965924835E1,3.176494598E1,-2.899148560E1
5.689000001E-1,1.964150238E1,3.139034271E1,-2.925088501E1
5.788710001E-1,1.991474915E1,3.133437347E1,-2.961755371E1
5.888420001E-1,1.956259918E1,3.104576874E1,-2.991369629E1
5.988130001E-1,1.962474823E1,3.069622040E1,-3.009634399E1
6.087840002E-1,1.969224548E1,3.053083038E1,-3.026556396E1
6.187549999E-1,1.941480255E1,3.032526398E1,-3.087396240E1
6.287260000E-1,1.947516632E1,3.036272430E1,-3.107507324E1
6.386970000E-1,1.951116180E1,2.997782135E1,-3.125555420E1
6.486680000E-1,1.947443390E1,2.955567169E1,-3.183380127E1
6.586400000E-1,1.913322449E1,2.937635040E1,-3.195809937E1
6.686110001E-1,1.922854614E1,2.889345551E1,-3.211251831E1
6.785820001E-1,1.888245392E1,2.866478729E1,-3.257385254E1
6.885530001E-1,1.825494385E1,2.825540924E1,-3.299389648E1
6.985240001E-1,1.800958252E1,2.768486786E1,-3.371670532E1
7.084950001E-1,1.751789093E1,2.716553497E1,-3.421566772E1
7.184659999E-1,1.695982361E1,2.686277008E1,-3.475311279E1
7.284370000E-1,1.632272339E1,2.617652893E1,-3.535208130E1
7.384080000E-1,1.580112457E1,2.581526947E1,-3.614791870E1
7.483790000E-1,1.549487305E1,2.536502838E1,-3.623992920E1
7.583500000E-1,1.492127228E1,2.508322144E1,-3.684753418E1
7.683210000E-1,1.441889191E1,2.456257629E1,-3.720718384E1
7.782920001E-1,1.400875092E1,2.416792297E1,-3.756015015E1
7.882630001E-1,1.363358307E1,2.387350464E1,-3.834881592E1
7.982340001E-1,1.330024719E1,2.346034241E1,-3.835714722E1
8.082050001E-1,1.301436615E1,2.303649139E1,-3.854434204E1
8.181770002E-1,1.262528229E1,2.252723694E1,-3.870864868E1
8.281479999E-1,1.242704010E1,2.220207977E1,-3.907598877E1
8.381190000E-1,1.217392731E1,2.184884644E1,-3.932449341E1
8.480900000E-1,1.217652130E1,2.139289093E1,-3.948629761E1
8.580610000E-1,1.202002716E1,2.079223633E1,-3.965179443E1
8.680320000E-1,1.174771881E1,2.035934448E1,-4.013418579E1
8.780030000E-1,1.165635681E1,2.000219727E1,-4.037051392E1
8.879740001E-1,1.146334076E1,1.960817719E1,-4.080661011E1
8.979450001E-1,1.144660187E1,1.895435333E1,-4.107043457E1
9.079160001E-1,1.132136536E1,1.846836090E1,-4.154931641E1
9.178870001E-1,1.127268219E1,1.785645294E1,-4.189883423E1
9.278580002E-1,1.071688843E1,1.736711884E1,-4.194619751E1
9.378289999E-1,1.025565338E1,1.594118500E1,-4.235852051E1
9.478000000E-1,1.034495544E1,1.552746582E1,-4.248941040E1
9.577710000E-1,1.042584229E1,1.505123901E1,-4.217770386E1
9.677420000E-1,1.049070740E1,1.446077728E1,-4.244775391E1
9.777140000E-1,1.069760895E1,1.428266144E1,-4.294287109E1
9.876850001E-1,1.074430084E1,1.371725464E1,-4.322888184E1
9.976560001E-1,1.074430084E1,1.371725464E1,-4.322888184E1
1.007627000E0,1.094306946E1,1.277201080E1,-4.359951782E1
1.017598000E0,1.101105499E1,1.251014709E1,-4.373135376E1
1.027569000E0,1.105759430E1,1.203247833E1,-4.319927979E1
1.037540000E0,1.138710022E1,1.133889008E1,-4.365496826E1
1.047511000E0,1.138710022E1,1.133889008E1,-4.365496826E1
1.057482000E0,1.184735870E1,1.051749420E1,-4.379040527E1
1.067453000E0,1.204909515E1,1.005012512E1,-4.396466064E1
1.077424000E0,1.220745087E1,9.317588806E0,-4.405938721E1
1.087395000E0,1.232321167E1,8.913673401E0,-4.397323608E1
1.097366000E0,1.276714325E1,8.639755249E0,-4.389828491E1
1.107337000E0,1.299675751E1,7.833976746E0,-4.371466064E1
1.117308000E0,1.339561462E1,7.559829712E0,-4.420358276E1
1.127279000E0,1.350386810E1,7.115432739E0,-4.416848755E1
1.137250000E0,1.342499542E1,6.623062134E0,-4.459216309E1
1.147221000E0,1.356781769E1,6.264205933E0,-4.436331177E1
1.157193000E0,1.389593506E1,5.682968140E0,-4.420007324E1
1.167164000E0,1.426652527E1,5.271835327E0,-4.405776978E1
1.177135000E0,1.446143341E1,4.784378052E0,-4.388665771E1
1.187106000E0,1.446714783E1,4.442604065E0,-4.412362671E1
1.197077000E0,1.478144073E1,4.247993469E0,-4.394052124E1
1.207048000E0,1.496275330E1,4.025764465E0,-4.441592407E1
1.217019000E0,1.520936584E1,3.756271362E0,-4.428970337E1
1.226990000E0,1.533741760E1,3.377708435E0,-4.411218262E1
1.236961000E0,1.531365204E1,3.385986328E0,-4.420443726E1
