"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.274450007E-2,-5.085206509E-1,-1.227556560E0,-6.190961766E-1
2.271449985E-2,-8.165028548E-1,-1.069155196E0,-5.387700516E-1
3.268549987E-2,-1.091025244E0,-8.424055816E-1,-5.006350958E-1
4.265549988E-2,-1.198397373E0,-6.040368189E-1,-5.245852911E-1
5.262649991E-2,-1.043903703E0,-5.427403110E-1,-7.556883037E-1
6.259649992E-2,-5.834114966E-1,-5.300740725E-1,-7.555625886E-1
7.256649993E-2,-5.585962057E-2,-5.708253649E-1,-6.839283496E-1
8.253749995E-2,1.168516347E-1,-8.349173449E-1,-5.584558725E-1
9.250749997E-2,2.117925829E-1,-9.187282643E-1,-5.915686548E-1
1.024785000E-1,2.572175547E-1,-7.632620560E-1,-6.959595805E-1
1.124485000E-1,1.641544399E-1,-6.334717025E-1,-5.616238940E-1
1.224195000E-1,-1.212770998E-2,-6.428675933E-1,-4.741249895E-1
1.323895000E-1,-2.634167728E-1,-5.976066358E-1,-4.109025550E-1
1.423595001E-1,-4.048685208E-1,-6.184012350E-1,-3.778938532E-1
1.523305001E-1,-5.618074965E-1,-6.165014747E-1,-3.366774148E-1
1.623004999E-1,-6.325167060E-1,-5.772176872E-1,-2.279618883E-1
1.722714999E-1,-6.582438701E-1,-5.406945165E-1,-2.036070657E-1
1.822414999E-1,-5.778990340E-1,-4.503382239E-1,-2.747647566E-1
1.922124999E-1,-4.202148306E-1,-3.437461138E-1,-3.992426223E-1
2.021824999E-1,-2.867378077E-1,-3.161379004E-1,-4.889851034E-1
2.121524999E-1,-1.446314639E-1,-3.710781924E-1,-6.147797620E-1
2.221235000E-1,-7.274287105E-2,-4.552285427E-1,-7.274678868E-1
2.320935000E-1,-1.279426333E-1,-5.191864108E-1,-7.018576670E-1
2.420645000E-1,-2.960635319E-1,-5.009580083E-1,-6.245112830E-1
2.520345000E-1,-5.123152015E-1,-3.244131723E-1,-5.393343079E-1
2.620055000E-1,-6.124487695E-1,-1.819542414E-1,-4.066680014E-1
2.719755000E-1,-5.720737454E-1,-2.059928758E-1,-2.484780139E-1
2.819465001E-1,-4.515345642E-1,-3.217424566E-1,-2.170626783E-1
2.919164998E-1,-2.905852756E-1,-4.495595209E-1,-2.880771124E-1
3.018864999E-1,-6.409220785E-2,-5.451559420E-1,-3.364376789E-1
3.118574999E-1,8.274365634E-2,-5.905724354E-1,-4.102769029E-1
3.218274999E-1,-2.198348433E-2,-5.219316785E-1,-4.993422765E-1
3.317984999E-1,-1.855581728E-1,-4.351667458E-1,-5.278176320E-1
3.417684999E-1,-3.216161567E-1,-4.001074255E-1,-5.379526109E-1
3.517384999E-1,-3.532326365E-1,-4.914469273E-1,-6.239552128E-1
3.617095000E-1,-4.257930744E-1,-5.271142119E-1,-6.905666935E-1
3.716795000E-1,-4.916324303E-1,-5.207410392E-1,-7.867276633E-1
3.816505000E-1,-4.973170933E-1,-4.039763819E-1,-8.534642744E-1
3.916205000E-1,-8.131053302E-1,-7.131049325E-1,-8.346876955E-1
4.015915000E-1,-1.066706090E0,-1.113047759E0,-8.670865327E-1
4.115615000E-1,-1.072925188E0,-1.308925682E0,-9.378360879E-1
4.215325001E-1,-1.160372052E0,-1.415846845E0,-1.112845591E0
4.315024999E-1,-1.398789932E0,-1.498674555E0,-1.260379613E0
4.414724999E-1,-1.746696047E0,-1.486875604E0,-1.288172598E0
4.514434999E-1,-2.125823663E0,-1.296665241E0,-1.159969472E0
4.614134999E-1,-2.468898516E0,-9.456486990E-1,-9.812563419E-1
4.713844999E-1,-2.713718220E0,-6.198320487E-1,-8.148469234E-1
4.813544999E-1,-2.794069488E0,-4.061926228E-1,-5.182989496E-1
4.913244999E-1,-2.556822513E0,-4.511297907E-1,-3.022741520E-1
5.012955000E-1,-2.079501728E0,-7.491495086E-1,-1.970137453E-1
5.112655000E-1,-1.565324188E0,-1.169886057E0,-6.855275631E-2
5.212365000E-1,-1.013680907E0,-1.512185424E0,1.928803486E-1
5.312065000E-1,-6.313995954E-1,-1.548280578E0,4.895347416E-1
5.411775000E-1,-5.255877963E-1,-1.507787002E0,5.489646721E-1
5.511475001E-1,-6.331441122E-1,-1.429253048E0,5.002579504E-1
5.611175001E-1,-7.569767377E-1,-1.396199615E0,5.704795021E-1
5.710884999E-1,-5.955149406E-1,-1.434888302E0,7.493329650E-1
5.810584999E-1,-3.126696244E-1,-1.590706367E0,7.144268417E-1
5.910294999E-1,-2.590252215E-1,-1.811621045E0,3.881393445E-1
6.009994999E-1,-3.243260488E-1,-1.996162241E0,2.396528113E-1
6.109704999E-1,-1.954142395E-1,-1.975073965E0,5.839894938E-1
6.209404999E-1,-2.169550896E-2,-1.786499214E0,7.542452109E-1
6.309105000E-1,1.985188186E-2,-1.621371212E0,6.663533735E-1
6.408815000E-1,-7.659706324E-2,-1.425074189E0,5.111454660E-1
6.508515000E-1,-2.131447515E-1,-1.108799318E0,3.523233944E-1
6.608225000E-1,-3.588287142E-1,-8.616448215E-1,1.601961672E-1
6.707925000E-1,-5.420918548E-1,-6.746891642E-1,1.686635202E-1
6.807635000E-1,-5.198361826E-1,-4.582885368E-1,3.490460300E-1
6.907335001E-1,-2.808864990E-1,-2.420162924E-1,4.531024951E-1
7.007035001E-1,-3.739732951E-2,-1.742471544E-1,3.621625042E-1
7.106744999E-1,1.088576138E-1,-1.532789111E-1,2.138829625E-1
7.206444999E-1,1.073282745E-1,-1.368858400E-1,1.333597863E-1
7.306154999E-1,1.582139611E-2,-1.468386782E-1,9.038859844E-2
7.405854999E-1,-1.317468318E-1,-1.405780278E-1,1.332989752E-2
7.505564999E-1,-2.298672035E-1,-1.247472762E-1,-8.483491302E-2
7.605264999E-1,-2.548453394E-1,-8.943199396E-2,-1.215840787E-1
7.704965000E-1,-2.686181635E-1,-1.384880137E-1,-3.080482775E-1
7.804675000E-1,-3.318844521E-1,-1.563071841E-1,-4.664569509E-1
7.904375000E-1,-4.067440152E-1,-1.037945829E-1,-4.929272962E-1
8.004085000E-1,-3.885802245E-1,1.409018174E-2,-4.101231211E-1
