"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.274450007E-2,-1.258878410E-1,-9.360376000E-2,2.559646964E-1
2.271449985E-2,-1.029779837E-1,-2.220549434E-1,2.575064003E-1
3.268549987E-2,-7.064963877E-2,-3.268679678E-1,2.827675045E-1
4.265549988E-2,-3.998146951E-2,-3.505834043E-1,3.196077943E-1
5.262649991E-2,-3.452595696E-2,-3.536531627E-1,3.751262426E-1
6.259649992E-2,-3.897530213E-2,-3.182480335E-1,3.940978050E-1
7.256649993E-2,-5.447960272E-2,-2.502641082E-1,3.566473424E-1
8.253749995E-2,-5.667617545E-2,-1.133169308E-1,3.120607138E-1
9.250749997E-2,-6.766040623E-2,5.098062754E-2,2.759870887E-1
1.024785000E-1,-8.840403706E-2,1.571302265E-1,2.168206871E-1
1.124485000E-1,-1.110834628E-1,2.122164518E-1,1.457249373E-1
1.224195000E-1,-1.229033694E-1,2.122657150E-1,1.023404375E-1
1.323895000E-1,-1.199454516E-1,1.882742941E-1,9.683117270E-2
1.423595001E-1,-1.113532931E-1,1.396865249E-1,1.110561788E-1
1.523305001E-1,-9.917803854E-2,4.737134650E-2,1.290786266E-1
1.623004999E-1,-8.771898597E-2,-3.747936338E-2,1.456634551E-1
1.722714999E-1,-8.295636624E-2,-6.520997733E-2,1.649364680E-1
1.822414999E-1,-7.803591341E-2,-4.981690645E-2,1.757062972E-1
1.922124999E-1,-8.142105490E-2,-1.943902671E-2,1.785766482E-1
2.021824999E-1,-8.483362943E-2,2.920893766E-2,1.876393855E-1
2.121524999E-1,-1.014700383E-1,9.287561476E-2,1.967332661E-1
2.221235000E-1,-1.252541989E-1,1.399312764E-1,2.016670406E-1
2.320935000E-1,-1.414016485E-1,1.561939418E-1,1.995502710E-1
2.420645000E-1,-1.392522156E-1,1.393092275E-1,2.051397115E-1
2.520345000E-1,-1.272876710E-1,8.974917978E-2,2.225302160E-1
2.620055000E-1,-9.282742441E-2,3.892514110E-2,2.475365102E-1
2.719755000E-1,-6.040078029E-2,1.263202168E-2,2.474222481E-1
2.819465001E-1,-5.553364754E-2,-1.417328417E-2,2.271790504E-1
2.919164998E-1,-6.064192206E-2,-5.331700295E-2,2.181773633E-1
3.018864999E-1,-6.198362261E-2,-6.812790781E-2,2.108709812E-1
3.118574999E-1,-5.918667838E-2,-6.518369168E-2,2.087614685E-1
3.218274999E-1,-4.785199836E-2,-6.082117185E-2,2.152880728E-1
3.317984999E-1,-3.440560773E-2,-7.617900521E-2,2.325554639E-1
3.417684999E-1,-2.638656460E-2,-9.500303119E-2,2.656359076E-1
3.517384999E-1,-2.492537349E-2,-1.008612812E-1,3.234557807E-1
3.617095000E-1,-6.322660949E-3,-1.043601409E-1,3.958796263E-1
3.716795000E-1,6.748107262E-3,-7.534344494E-2,4.491848946E-1
