"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.527499873E-3,-5.050647125E0,-3.720363464E0,7.625293121E0
1.149849989E-2,-5.351820831E0,-3.613036652E0,7.714357910E0
2.146849991E-2,-5.635630646E0,-3.380420380E0,7.760162659E0
3.143949993E-2,-5.803282013E0,-3.131038971E0,7.817343750E0
4.140949994E-2,-5.728587341E0,-2.982398071E0,7.642657013E0
5.138049996E-2,-5.370232544E0,-2.971021729E0,7.547305298E0
6.135049998E-2,-4.782404938E0,-2.923420715E0,7.643704834E0
7.132049999E-2,-4.470004578E0,-3.130739594E0,7.746840363E0
8.129150001E-2,-4.377197571E0,-3.315006409E0,7.816595306E0
9.126150003E-2,-4.300706635E0,-3.215463409E0,7.681276703E0
1.012325000E-1,-4.362378387E0,-3.033142548E0,7.712411957E0
1.112025001E-1,-4.538412323E0,-3.034190369E0,7.842491455E0
1.211734999E-1,-4.788392487E0,-2.997666321E0,7.871531067E0
1.311434999E-1,-4.999453583E0,-2.996468811E0,7.918533325E0
1.411134999E-1,-5.162165222E0,-3.022664337E0,7.938142548E0
1.510844999E-1,-5.279072113E0,-2.990481262E0,8.026458893E0
1.610544999E-1,-5.313350830E0,-2.961890717E0,8.089477844E0
1.710254999E-1,-5.281616821E0,-2.887944489E0,8.057893524E0
1.809954999E-1,-5.138664093E0,-2.772983551E0,7.943231964E0
1.909665000E-1,-5.001848602E0,-2.710862732E0,7.830965424E0
2.009365000E-1,-4.867428131E0,-2.740950165E0,7.732769623E0
2.109065000E-1,-4.758305054E0,-2.811902618E0,7.590565338E0
2.208775000E-1,-4.792583771E0,-2.902015228E0,7.544161835E0
2.308475000E-1,-4.935237122E0,-2.924318848E0,7.617509308E0
2.408185001E-1,-5.170847168E0,-2.800975342E0,7.668553162E0
2.507885001E-1,-5.344336395E0,-2.620301056E0,7.777077484E0
2.607594999E-1,-5.356610870E0,-2.579136658E0,7.931406555E0
2.707294999E-1,-5.275928650E0,-2.663261719E0,8.020920410E0
2.807004999E-1,-5.124593353E0,-2.794239349E0,7.963739319E0
2.906704999E-1,-4.932093658E0,-2.906505890E0,7.911048889E0
3.006404999E-1,-4.712799683E0,-2.969674530E0,7.851772156E0
3.106114999E-1,-4.745431824E0,-2.941832428E0,7.753576355E0
3.205815000E-1,-4.897515564E0,-2.844983826E0,7.711214447E0
3.305525000E-1,-5.060526581E0,-2.772833862E0,7.692353668E0
3.405225000E-1,-5.126539307E0,-2.816393280E0,7.641758881E0
3.504925000E-1,-5.170996857E0,-2.877166901E0,7.563771057E0
3.604635000E-1,-5.268743591E0,-2.859054565E0,7.495812378E0
3.704335000E-1,-5.271437988E0,-2.768492889E0,7.395520935E0
3.804045001E-1,-5.446573792E0,-2.809956665E0,7.419471130E0
3.903745001E-1,-5.806275787E0,-3.287164307E0,7.392976227E0
4.003454999E-1,-5.857169952E0,-3.507506104E0,7.363487549E0
4.103154999E-1,-5.879323883E0,-3.626209259E0,7.221882019E0
4.202864999E-1,-6.037245483E0,-3.673361206E0,7.085216217E0
4.302564999E-1,-6.327042847E0,-3.680845642E0,7.026238861E0
4.402264999E-1,-6.681505737E0,-3.526666260E0,7.118447113E0
4.501974999E-1,-7.015760651E0,-3.172802124E0,7.335944824E0
4.601675000E-1,-7.252119141E0,-2.764600983E0,7.518714752E0
4.701385000E-1,-7.361990662E0,-2.433190155E0,7.812254333E0
4.801085000E-1,-7.198979645E0,-2.317331085E0,8.127049713E0
4.900785000E-1,-6.723119202E0,-2.451152802E0,8.305029602E0
5.000495000E-1,-6.161337433E0,-2.767894135E0,8.466394043E0
5.100195000E-1,-5.551206207E0,-3.102448425E0,8.710236969E0
5.199905001E-1,-5.018763428E0,-3.156935120E0,9.086105347E0
5.299604998E-1,-4.760700073E0,-3.051703949E0,9.273815002E0
5.399314999E-1,-4.754562836E0,-2.892135773E0,9.280101929E0
5.499014999E-1,-4.861141205E0,-2.752925262E0,9.316176910E0
5.598714999E-1,-4.784201202E0,-2.664309540E0,9.520352325E0
5.698424999E-1,-4.453688507E0,-2.684367828E0,9.625583496E0
5.798124999E-1,-4.271217957E0,-2.790048065E0,9.408983917E0
5.897834999E-1,-4.312681732E0,-2.914439392E0,9.128018188E0
5.997535000E-1,-4.253554688E0,-2.887794800E0,9.364676056E0
6.097245000E-1,-4.042493591E0,-2.621947632E0,9.663903809E0
6.196945000E-1,-3.927532654E0,-2.349514160E0,9.682614899E0
6.296645000E-1,-3.947740631E0,-2.079326019E0,9.540859680E0
6.396355000E-1,-4.048630829E0,-1.684297485E0,9.419611816E0
6.496055000E-1,-4.137246552E0,-1.273252258E0,9.262288971E0
6.595765001E-1,-4.277804260E0,-9.717791748E-1,9.166039124E0
6.695464998E-1,-4.310137024E0,-6.545887756E-1,9.347761230E0
6.795174999E-1,-4.074826355E0,-3.112028503E-1,9.515711975E0
6.894874999E-1,-3.756288757E0,-5.972579956E-2,9.532477112E0
6.994574999E-1,-3.503165131E0,6.735992432E-2,9.387877808E0
7.094284999E-1,-3.389102325E0,2.320175171E-1,9.316775665E0
7.193984999E-1,-3.380121002E0,3.158432007E-1,9.273066559E0
7.293695000E-1,-3.418141937E0,4.501139832E-1,9.254056091E0
7.393395000E-1,-3.452869720E0,5.664221191E-1,9.169931030E0
7.493105000E-1,-3.388054504E0,7.238946533E-1,9.161847839E0
7.592805000E-1,-3.289409637E0,8.071215820E-1,9.057215424E0
7.692505000E-1,-3.194956055E0,8.795709229E-1,8.893306274E0
7.792215000E-1,-3.130440216E0,1.023870850E0,8.846304016E0
7.891915001E-1,-3.027154999E0,1.208287354E0,8.935219116E0
7.991625001E-1,-2.838397522E0,1.458716583E0,8.986262970E0
8.091324999E-1,-2.777923279E0,1.684147797E0,9.011260986E0
8.191024999E-1,-2.738255768E0,1.866917725E0,9.066346436E0
8.290734999E-1,-2.575095062E0,2.014510803E0,9.102720795E0
8.390434999E-1,-2.327809296E0,2.080523529E0,9.174272003E0
8.490144999E-1,-1.970202942E0,2.030976563E0,9.243727570E0
8.589844999E-1,-1.568588104E0,1.989213409E0,9.322912903E0
8.689555000E-1,-1.090482330E0,1.913470917E0,9.322164459E0
8.789255000E-1,-6.683601379E-1,1.992805939E0,9.369166718E0
8.888955000E-1,-3.734733582E-1,2.081122284E0,9.263785858E0
8.988665000E-1,-1.890568542E-1,2.255659332E0,9.235794067E0
9.088365000E-1,-8.442443848E-2,2.507286072E0,9.195527802E0
9.188075000E-1,-6.286926270E-2,2.882705383E0,9.272318115E0
9.287775001E-1,-5.149291992E-2,3.249442749E0,9.373208313E0
9.387475001E-1,8.981323242E-4,3.563339996E0,9.530980225E0
9.487184999E-1,1.435514832E-1,3.754193115E0,9.566306763E0
9.586884999E-1,3.594026184E-1,3.931274872E0,9.581874390E0
9.686594999E-1,5.867797852E-1,4.014801178E0,9.607920227E0
