"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.820002079E-2,5.238129865E1,4.860444602E0,-2.015661955E0,NaN,NaN,2.616644180E1,1.846406364E1
4.723910093E-1,5.238129865E1,4.860444602E0,2.044389725E0,NaN,NaN,2.616644180E1,1.617269707E1
6.832522988E0,5.238111705E1,4.860363733E0,7.547264099E-1,0.000000000E0,NaN,1.803579308E1,4.000000000E0
7.832512021E0,5.238107992E1,4.860388460E0,9.527854919E-1,0.000000000E0,NaN,1.478016915E1,4.000000000E0
8.832501292E0,5.238109752E1,4.860400865E0,9.070701599E-1,0.000000000E0,NaN,2.710551885E1,4.000000000E0
9.834871292E0,5.238108503E1,4.860460628E0,1.397426605E0,0.000000000E0,NaN,2.582557092E1,4.000000000E0
1.083488393E1,5.238108134E1,4.860467501E0,1.733119965E0,0.000000000E0,NaN,2.488097886E1,4.000000000E0
1.183488262E1,5.238107590E1,4.860458449E0,2.581691742E0,0.000000000E0,NaN,2.407799464E1,4.000000000E0
1.283489549E1,5.238106173E1,4.860443193E0,2.536647797E0,0.000000000E0,NaN,2.387534123E1,4.000000000E0
1.383490849E1,5.238105842E1,4.860482169E0,2.696071625E0,0.000000000E0,NaN,2.387680730E1,4.000000000E0
1.483490801E1,5.238103642E1,4.860477308E0,3.638332367E0,0.000000000E0,NaN,2.352743966E1,4.000000000E0
1.583492613E1,5.238103642E1,4.860477308E0,3.638332436E0,0.000000000E0,NaN,2.352743966E1,4.000000000E0
1.683494008E1,5.238103365E1,4.860469094E0,3.813808510E0,0.000000000E0,NaN,2.334994735E1,4.000000000E0
1.783494020E1,5.238104518E1,4.860498179E0,3.508998941E0,0.000000000E0,NaN,2.355817884E1,4.000000000E0
1.883495235E1,5.238103482E1,4.860494575E0,3.430507728E0,0.000000000E0,NaN,2.345553690E1,4.000000000E0
1.983496690E1,5.238104442E1,4.860505136E0,4.256618568E0,0.000000000E0,NaN,2.341878624E1,4.000000000E0
2.083496523E1,5.238104836E1,4.860516954E0,4.949306556E0,0.000000000E0,NaN,2.324845576E1,4.000000000E0
2.183497620E1,5.238102850E1,4.860510668E0,4.057216711E0,0.000000000E0,NaN,2.323867922E1,4.000000000E0
2.283499122E1,5.238103692E1,4.860521564E0,4.954433508E0,0.000000000E0,NaN,2.310007181E1,4.000000000E0
2.383489263E1,5.238103382E1,4.860520810E0,5.580715247E0,0.000000000E0,NaN,2.288599723E1,4.000000000E0
2.483468270E1,5.238103893E1,4.860531120E0,6.244228431E0,0.000000000E0,NaN,2.274469209E1,4.000000000E0
2.583448386E1,5.238104161E1,4.860530198E0,7.070827552E0,0.000000000E0,NaN,2.285036621E1,4.000000000E0
2.683429825E1,5.238104572E1,4.860536316E0,7.412990638E0,0.000000000E0,NaN,2.312591321E1,4.000000000E0
2.783412337E1,5.238105473E1,4.860536400E0,7.962307044E0,0.000000000E0,NaN,2.287568530E1,4.000000000E0
2.883395779E1,5.238105712E1,4.860540759E0,7.959438391E0,0.000000000E0,NaN,2.276996407E1,4.000000000E0
2.983380497E1,5.238106236E1,4.860545872E0,7.685695717E0,0.000000000E0,NaN,2.272695830E1,4.000000000E0
3.083365810E1,5.238107711E1,4.860544363E0,6.821682046E0,0.000000000E0,NaN,2.267677687E1,4.000000000E0
3.183351994E1,5.238107606E1,4.860548051E0,6.799160071E0,0.000000000E0,NaN,2.265257416E1,4.000000000E0
3.283339095E1,5.238108323E1,4.860549476E0,6.623500891E0,0.000000000E0,NaN,2.268846270E1,4.000000000E0
3.383326852E1,5.238108285E1,4.860551404E0,6.603115149E0,0.000000000E0,NaN,2.297641102E1,4.000000000E0
3.483315337E1,5.238108298E1,4.860551404E0,6.368312905E0,0.000000000E0,NaN,2.320053627E1,4.000000000E0
3.583304465E1,5.238115369E1,4.860495671E0,3.278034180E-1,1.561789928E-1,NaN,1.626879483E1,6.304533920E0
3.683294308E1,5.238114820E1,4.860513520E0,3.346569436E-1,3.185007561E-1,NaN,1.820945221E1,4.590028758E0
3.783284533E1,5.238113773E1,4.860523093E0,3.426018637E-1,5.286599764E-1,NaN,1.883541062E1,4.425343701E0
3.883275461E1,5.238113823E1,4.860527131E0,3.479103735E-1,4.627511198E-1,NaN,2.153383655E1,2.224907609E0
3.983266807E1,5.238113714E1,4.860528922E0,1.707888581E-1,4.234818548E-1,NaN,2.435794994E1,1.277859349E0
4.083258641E1,5.238114030E1,4.860542125E0,6.902012285E-1,5.894259775E-1,NaN,2.772204566E1,1.265573793E0
4.183250928E1,5.238114798E1,4.860545220E0,5.296345903E-1,4.847682407E-1,NaN,3.034274002E1,1.273614428E0
4.283243620E1,5.238115340E1,4.860517139E0,6.068140939E-1,3.721005988E-1,NaN,2.632824982E1,1.270138609E0
4.383236778E1,5.238114931E1,4.860519358E0,7.595299995E-1,2.654739607E-1,NaN,2.781281620E1,1.304435992E0
4.483230209E1,5.238119807E1,4.860491186E0,5.169476978E-1,2.366692231E-1,NaN,1.610488210E1,1.334698431E0
4.583223963E1,5.238111252E1,4.860611161E0,1.067447942E-2,4.156156636E-1,NaN,1.298459808E1,1.213996949E0
