"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.425945852E-2,2.277329378E-2,-3.702614903E-1,-6.092780456E-2
2.423045854E-2,3.745959327E-2,-6.881446242E-1,-7.871399820E-2
3.420145833E-2,1.068668962E-1,-7.135969996E-1,-1.096154600E-1
4.417145834E-2,1.216147691E-1,-4.801782966E-1,-8.957251906E-2
5.414245836E-2,1.017718241E-1,-2.765538096E-1,-9.607835859E-2
6.411345839E-2,5.999080092E-2,-4.578324035E-2,-1.598193049E-1
7.408445841E-2,-1.443096995E-2,2.168691605E-1,-2.456923872E-1
8.405445842E-2,-9.342612326E-2,4.581489563E-1,-3.339993656E-1
9.402545844E-2,-1.454139501E-1,6.093184948E-1,-3.994857073E-1
1.039964585E-1,-1.622115374E-1,6.142140031E-1,-4.315711260E-1
1.139664585E-1,-1.426101327E-1,5.031194687E-1,-4.432368279E-1
1.239374585E-1,-9.878215939E-2,3.536428511E-1,-4.366261959E-1
1.339084585E-1,-4.729020223E-2,2.417088747E-1,-4.069106281E-1
1.438794585E-1,-1.048109494E-2,1.220613495E-1,-3.656384349E-1
1.538494583E-1,1.563572697E-2,2.221863903E-2,-3.409743607E-1
1.638204583E-1,3.973361105E-2,7.942199707E-3,-3.428226411E-1
1.737914584E-1,6.030360237E-2,3.757546097E-2,-3.366896510E-1
1.837614584E-1,8.062920719E-2,1.025449485E-1,-3.370247185E-1
1.937324584E-1,9.168531746E-2,1.620825827E-1,-3.616459072E-1
2.037034584E-1,1.026088223E-1,2.062855214E-1,-3.982674778E-1
2.136744584E-1,1.192756891E-1,2.108499110E-1,-4.315682054E-1
2.236444585E-1,1.364876777E-1,1.984887868E-1,-4.401540458E-1
2.336154585E-1,1.568094641E-1,1.702323854E-1,-4.213624895E-1
2.435864585E-1,1.775325388E-1,1.013262942E-1,-3.787467778E-1
2.535564585E-1,2.108494937E-1,3.226093948E-2,-3.329856992E-1
2.635274585E-1,2.429547310E-1,-1.132545993E-2,-2.977423370E-1
2.734984583E-1,2.677711248E-1,-1.756950654E-2,-2.743427455E-1
2.834694583E-1,2.739737928E-1,1.151613519E-2,-2.770697474E-1
2.934394584E-1,2.800862789E-1,6.720309705E-2,-2.914870083E-1
3.034104584E-1,2.775195837E-1,1.000780389E-1,-2.995446920E-1
3.133810419E-1,2.746106088E-1,6.879068911E-2,-2.857748270E-1
3.233510419E-1,2.750705481E-1,3.491045907E-2,-2.389354110E-1
3.333220417E-1,3.180015087E-1,4.702118412E-2,-1.202609539E-1
3.432930417E-1,3.384222686E-1,-7.008741051E-2,-4.624589533E-2
3.532640417E-1,3.824352622E-1,-3.628111780E-1,-1.133575514E-1
3.632340417E-1,4.559700489E-1,-7.126632333E-1,-1.648672670E-1
3.732050417E-1,4.878763258E-1,-1.094079614E0,-1.342177540E-1
3.831760418E-1,4.781465530E-1,-1.441149354E0,-6.703558564E-2
3.931460418E-1,4.610250890E-1,-1.724851608E0,3.362670541E-4
4.031170418E-1,4.462750256E-1,-1.943404555E0,4.968068376E-2
4.130880418E-1,4.109428525E-1,-2.110791206E0,8.524853736E-2
4.230590418E-1,3.635433912E-1,-2.238941193E0,1.250204444E-1
4.330290419E-1,2.984438837E-1,-2.391577959E0,1.694778949E-1
4.430000419E-1,2.272420526E-1,-2.546208858E0,1.938980371E-1
4.529710417E-1,1.598438323E-1,-2.685388803E0,1.932434291E-1
4.629410417E-1,1.125641167E-1,-2.775601625E0,1.910833567E-1
4.729120417E-1,6.001967564E-2,-2.731616497E0,2.299623191E-1
4.828830417E-1,-8.166205138E-3,-2.636342525E0,3.030870259E-1
4.928540417E-1,-5.472385511E-2,-2.534951925E0,3.792798221E-1
5.028240418E-1,-7.527748495E-2,-2.472111940E0,4.351540804E-1
5.127950418E-1,-9.537450224E-2,-2.393086672E0,4.544382989E-1
5.227660418E-1,-1.142208055E-1,-2.242334127E0,4.486192763E-1
5.327360418E-1,-1.286221147E-1,-2.064602613E0,4.270607233E-1
5.427070418E-1,-1.092645600E-1,-1.867837191E0,4.180253446E-1
5.526780419E-1,-7.593456656E-2,-1.626003504E0,4.283933043E-1
5.626480419E-1,-3.603758290E-2,-1.392896414E0,4.376433194E-1
5.726190417E-1,1.539897639E-2,-1.249417543E0,4.362832606E-1
5.825900417E-1,4.310481995E-2,-1.178348660E0,3.842570186E-1
5.925610417E-1,5.009082332E-2,-1.130247712E0,2.977778018E-1
6.025310417E-1,3.605321422E-2,-1.106597066E0,2.218250036E-1
6.125020417E-1,-2.104522660E-2,-1.070650220E0,1.687058508E-1
6.224730418E-1,-1.132878065E-1,-1.001236320E0,1.670805365E-1
6.324430418E-1,-2.091104686E-1,-9.722932577E-1,1.945526302E-1
6.424140418E-1,-2.896855772E-1,-9.904593229E-1,2.286823988E-1
6.523850418E-1,-3.541884124E-1,-1.018251657E0,2.559022903E-1
6.623560418E-1,-3.923824430E-1,-1.037372828E0,2.438128293E-1
6.723260419E-1,-3.929196000E-1,-1.024731398E0,1.616881341E-1
6.822970419E-1,-3.837674260E-1,-9.403011203E-1,4.002892971E-2
6.922680417E-1,-3.815367520E-1,-7.947572470E-1,-9.282738715E-2
7.022380417E-1,-3.697548807E-1,-6.120809317E-1,-2.018588632E-1
7.122090417E-1,-3.427994251E-1,-4.234704971E-1,-2.741463780E-1
7.221800417E-1,-3.165892065E-1,-2.358716279E-1,-3.058968484E-1
7.321510417E-1,-2.974416018E-1,-5.798179284E-2,-3.063234985E-1
7.421210418E-1,-2.729413807E-1,9.210935235E-2,-2.865543664E-1
7.520920418E-1,-2.361239791E-1,2.134807855E-1,-2.779179811E-1
7.620630418E-1,-1.864128411E-1,2.721260190E-1,-2.988794744E-1
7.720330418E-1,-1.183573678E-1,2.667309940E-1,-3.446259201E-1
7.820040418E-1,-4.253054410E-2,2.537067533E-1,-3.878034651E-1
7.919750419E-1,3.194768727E-2,2.575981915E-1,-4.268086553E-1
8.019460419E-1,9.685069323E-2,2.894780040E-1,-4.533217251E-1
8.119160419E-1,1.469958872E-1,3.476981521E-1,-4.611860514E-1
8.218870417E-1,1.769837290E-1,4.442157447E-1,-4.433453083E-1
8.318580417E-1,2.007854730E-1,5.694759488E-1,-3.997173905E-1
8.418280417E-1,2.026691288E-1,6.755566001E-1,-3.570469022E-1
8.517990417E-1,1.740795523E-1,7.592064738E-1,-3.196971416E-1
8.617700418E-1,1.184162349E-1,8.539105654E-1,-2.705577910E-1
8.717410418E-1,4.904488102E-2,9.538230300E-1,-2.103607655E-1
8.817110418E-1,-1.294223219E-2,1.023777723E0,-1.474441439E-1
8.916820418E-1,-2.663327754E-2,1.064857841E0,-9.435268492E-2
9.016530418E-1,1.141880266E-2,1.076377273E0,-4.161363468E-2
9.116230418E-1,9.323909879E-2,1.079454064E0,7.676416077E-3
9.215940419E-1,1.812062860E-1,1.046103835E0,4.560477659E-2
9.315650419E-1,2.636729181E-1,9.461680055E-1,9.491506964E-2
9.415360417E-1,3.060010374E-1,8.074713945E-1,1.799459904E-1
9.515060417E-1,3.426136374E-1,6.559774876E-1,2.916187346E-1
9.614770417E-1,3.994519711E-1,5.040841699E-1,3.822407424E-1
9.714480417E-1,4.466836751E-1,3.708451688E-1,4.317843318E-1
9.814180417E-1,4.685324132E-1,2.629545629E-1,4.685011208E-1
9.913890418E-1,5.028113127E-1,1.642775238E-1,5.312142372E-1
1.001360042E0,5.581623912E-1,5.450010672E-2,6.369090080E-1
1.011331042E0,6.202660203E-1,-5.016532168E-2,7.679551244E-1
1.021301042E0,6.768335104E-1,-1.339662820E-1,8.679544926E-1
1.031272042E0,7.343136072E-1,-2.238343805E-1,9.279912114E-1
1.041243042E0,7.713402510E-1,-3.349738121E-1,9.725251198E-1
1.051213042E0,7.967300415E-1,-4.151464105E-1,9.916194677E-1
1.061184042E0,8.111275434E-1,-4.482477307E-1,1.001947165E0
1.071155042E0,8.093578219E-1,-4.179460108E-1,9.974608421E-1
1.081125042E0,8.098282218E-1,-3.448517919E-1,9.780948758E-1
1.091096042E0,8.203790784E-1,-2.752396762E-1,9.573259354E-1
1.101067042E0,8.397202492E-1,-2.279734761E-1,9.301368594E-1
1.111038042E0,8.386485577E-1,-2.218008041E-1,9.055686593E-1
1.121008042E0,8.423085213E-1,-2.552706599E-1,8.637560010E-1
1.130979042E0,8.796441555E-1,-3.256966174E-1,8.461440206E-1
1.140950042E0,8.686285615E-1,-4.993530214E-1,8.662236333E-1
1.150920042E0,8.254656792E-1,-7.530604601E-1,8.706750870E-1
1.160891042E0,7.841378450E-1,-1.014410019E0,8.018143773E-1
1.170862042E0,7.577656507E-1,-1.189251065E0,6.696553230E-1
1.180833042E0,7.345080376E-1,-1.246189475E0,5.283420086E-1
1.190803042E0,6.987386346E-1,-1.212470889E0,4.149885774E-1
1.200774042E0,6.416614056E-1,-1.120907664E0,3.431107104E-1
1.210745042E0,5.664976835E-1,-9.900844097E-1,3.303826749E-1
1.220715042E0,4.865859747E-1,-8.640922904E-1,3.316223621E-1
1.230686042E0,4.218935370E-1,-7.554470301E-1,3.133807778E-1
1.240657042E0,3.687596917E-1,-6.949480772E-1,2.592180669E-1
1.250628042E0,3.108324707E-1,-6.881802082E-1,1.725537777E-1
1.260598042E0,2.453785688E-1,-7.212726474E-1,7.995817810E-2
1.270569042E0,1.584884077E-1,-7.986044884E-1,1.082571410E-2
1.280540042E0,5.846927688E-2,-8.988451958E-1,-3.657565266E-2
1.290510042E0,-5.326125026E-2,-1.003204107E0,-5.563962460E-2
1.300481042E0,-1.685674787E-1,-1.061103463E0,-5.277755111E-2
1.310453542E0,-2.694197893E-1,-1.079714775E0,-4.850371182E-2
1.320423542E0,-3.292896450E-1,-1.058564544E0,-5.808728188E-2
1.330394542E0,-3.403108716E-1,-1.006647825E0,-8.487442136E-2
1.340365542E0,-3.219534457E-1,-9.313240647E-1,-1.459601969E-1
1.350336542E0,-2.902128398E-1,-8.694622517E-1,-2.259133607E-1
1.360306542E0,-2.397146821E-1,-8.293877840E-1,-2.941319048E-1
1.370277542E0,-1.958691925E-1,-8.094617724E-1,-3.411111236E-1
1.380248542E0,-1.953104287E-1,-7.816966772E-1,-3.620773852E-1
1.390218542E0,-2.256824523E-1,-7.653499246E-1,-3.612890840E-1
1.400189542E0,-2.784585655E-1,-7.749258280E-1,-3.525624573E-1
1.410160542E0,-3.267344832E-1,-8.165528774E-1,-3.505336642E-1
1.420131542E0,-3.686934412E-1,-8.680863976E-1,-3.713640571E-1
1.430101542E0,-3.877470493E-1,-8.864758015E-1,-3.870647252E-1
1.440072542E0,-3.811200261E-1,-9.001907706E-1,-3.995764256E-1
1.450043542E0,-3.709542155E-1,-9.135191441E-1,-4.032297730E-1
1.460013542E0,-4.171893001E-1,-9.500235915E-1,-4.172721505E-1
1.469984542E0,-4.757607281E-1,-9.808147550E-1,-4.475259185E-1
1.479955542E0,-4.905540645E-1,-9.762604833E-1,-4.787107408E-1
1.489926542E0,-4.797924757E-1,-8.965406418E-1,-4.817976058E-1
