"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.425945852E-2,1.555909729E1,3.575828552E1,-2.137393188E1
2.423045854E-2,1.556492615E1,3.577345276E1,-2.156048584E1
3.420145833E-2,1.557107544E1,3.585868835E1,-2.167984009E1
4.417145834E-2,1.535588837E1,3.569503784E1,-2.233230591E1
5.414245836E-2,1.511413574E1,3.578521729E1,-2.230987549E1
6.411345839E-2,1.499079895E1,3.571458435E1,-2.235018921E1
7.408445841E-2,1.494512939E1,3.553602600E1,-2.254507446E1
8.405445842E-2,1.484420013E1,3.584356689E1,-2.209490967E1
9.402545844E-2,1.494110870E1,3.577742004E1,-2.212823486E1
1.039964585E-1,1.501110840E1,3.595416260E1,-2.200415039E1
1.139664585E-1,1.505932617E1,3.585514832E1,-2.200280762E1
1.239374585E-1,1.481149292E1,3.608758545E1,-2.185391235E1
1.339084585E-1,1.478851318E1,3.613331604E1,-2.165682983E1
1.438794585E-1,1.453878784E1,3.621035767E1,-2.168518066E1
1.538494583E-1,1.472615814E1,3.648893738E1,-2.145266724E1
1.638204583E-1,1.455319977E1,3.627345276E1,-2.176437378E1
1.737914584E-1,1.417189789E1,3.652871704E1,-2.148245239E1
1.837614584E-1,1.400032806E1,3.677201843E1,-2.170666504E1
1.937324584E-1,1.396650696E1,3.670091248E1,-2.131701660E1
2.037034584E-1,1.388489532E1,3.657209778E1,-2.203845215E1
2.136744584E-1,1.373085785E1,3.689410400E1,-2.191653442E1
2.236444585E-1,1.370628357E1,3.672148132E1,-2.190951538E1
2.336154585E-1,1.358270264E1,3.687544250E1,-2.189727783E1
2.435864585E-1,1.356848145E1,3.667344666E1,-2.185742188E1
2.535564585E-1,1.353488922E1,3.689456177E1,-2.201156616E1
2.635274585E-1,1.320684814E1,3.683708191E1,-2.177774048E1
2.734984583E-1,1.298801422E1,3.686604309E1,-2.226586914E1
2.834694583E-1,1.315595245E1,3.698695374E1,-2.213952637E1
2.934394584E-1,1.307437897E1,3.696568298E1,-2.227136230E1
3.034104584E-1,1.289480591E1,3.676448059E1,-2.267080688E1
3.133810419E-1,1.276604462E1,3.684088135E1,-2.229565430E1
3.233510419E-1,1.261917877E1,3.690423584E1,-2.223999023E1
3.333220417E-1,1.252815247E1,3.695108032E1,-2.196334839E1
3.432930417E-1,1.252120209E1,3.670512390E1,-2.211764526E1
3.532640417E-1,1.243917084E1,3.688813782E1,-2.294012451E1
3.632340417E-1,1.260739136E1,3.673593140E1,-2.266390991E1
3.732050417E-1,1.234565735E1,3.653939819E1,-2.338201904E1
3.831760418E-1,1.220965576E1,3.649833679E1,-2.371954346E1
3.931460418E-1,1.168158722E1,3.641375732E1,-2.393121338E1
4.031170418E-1,1.121828461E1,3.627357483E1,-2.421966553E1
4.130880418E-1,1.074671936E1,3.617419434E1,-2.480694580E1
4.230590418E-1,1.043452454E1,3.610760498E1,-2.530865479E1
4.330290419E-1,9.957252502E0,3.601388550E1,-2.608453369E1
4.430000419E-1,9.577857971E0,3.571653748E1,-2.589007568E1
4.529710417E-1,9.159759521E0,3.611886597E1,-2.646765137E1
4.629410417E-1,8.393959045E0,3.585343933E1,-2.678067017E1
4.729120417E-1,7.731002808E0,3.590554810E1,-2.697021484E1
4.828830417E-1,7.129981995E0,3.583941650E1,-2.700756836E1
4.928540417E-1,6.497253418E0,3.595024109E1,-2.736367798E1
5.028240418E-1,5.962631226E0,3.594941711E1,-2.743862915E1
5.127950418E-1,5.540740967E0,3.570089722E1,-2.775506592E1
5.227660418E-1,5.043449402E0,3.554890442E1,-2.803747559E1
5.327360418E-1,4.361976624E0,3.568714905E1,-2.763406372E1
5.427070418E-1,3.846450806E0,3.572058105E1,-2.806146240E1
5.526780419E-1,3.603370667E0,3.569238281E1,-2.825955200E1
