"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.584208338E-2,6.249911711E-2,-7.353478670E-2,1.705273241E-1
2.581208339E-2,4.458190128E-2,-3.801008314E-2,1.816590726E-1
3.578308341E-2,2.730686590E-2,-1.568479091E-2,1.728178710E-1
4.575308342E-2,1.560520474E-2,2.258790191E-3,1.598914266E-1
5.572308344E-2,1.594752446E-2,1.746914163E-2,1.543168724E-1
6.569408346E-2,2.164988406E-2,2.644319646E-2,1.531549394E-1
7.566408347E-2,2.517743409E-2,2.683573775E-2,1.525561810E-1
8.563408349E-2,1.688142121E-2,1.926064305E-2,1.501667947E-1
9.560508351E-2,5.326795392E-3,8.151764050E-3,1.444036365E-1
1.055750835E-1,-2.679465571E-3,-5.174960475E-3,1.343954653E-1
1.155460833E-1,-1.237779669E-2,-2.002024464E-2,1.248440295E-1
1.255160833E-1,-2.086635493E-2,-2.558784932E-2,1.231188327E-1
1.354860833E-1,-2.032814175E-2,-1.645994186E-2,1.181659102E-1
1.454570834E-1,-2.019045688E-2,7.780416869E-3,1.078136712E-1
1.554270834E-1,-2.385453507E-2,2.716867253E-2,9.480180591E-2
1.653970834E-1,-3.055211902E-2,4.006050155E-2,8.402851969E-2
1.753680834E-1,-2.596598305E-2,3.454732895E-2,7.874134183E-2
1.853380834E-1,-2.006974444E-2,2.995896526E-2,7.254309952E-2
1.953090834E-1,-2.132598683E-2,2.631765790E-2,7.033196092E-2
2.052790835E-1,-2.302934416E-2,1.106893178E-2,7.332588732E-2
2.152490835E-1,-2.740453929E-2,-1.178013720E-2,7.113299519E-2
2.252200835E-1,-2.577548474E-2,-2.907763422E-2,7.711844891E-2
2.351900835E-1,-2.256233804E-2,-2.694082074E-2,9.109295160E-2
2.451600835E-1,-1.726770774E-2,-3.503672546E-3,1.028058007E-1
2.551310833E-1,-2.217782103E-2,2.940203622E-2,1.157502010E-1
2.651010833E-1,-2.886155620E-2,4.287230596E-2,1.251988262E-1
2.750720833E-1,-3.525970876E-2,4.318618774E-2,1.421706229E-1
2.850420417E-1,-4.867032170E-2,3.416286409E-2,1.619648337E-1
2.950120417E-1,-6.823980808E-2,2.471233159E-2,1.829149723E-1
3.049830417E-1,-6.981533021E-2,1.285407320E-2,2.168505788E-1
3.149530417E-1,-6.417567283E-2,1.740330458E-2,2.560660243E-1
3.249230417E-1,-5.634784326E-2,5.421138555E-2,2.954997122E-1
3.348940418E-1,-9.183578193E-2,4.890466109E-2,3.291620016E-1
3.448640418E-1,-1.145064756E-1,2.635647357E-2,3.787668347E-1
3.548350418E-1,-1.308902949E-1,1.713587902E-2,4.104330838E-1
3.648050418E-1,-1.579421461E-1,-1.709398348E-4,3.966661394E-1
3.747750418E-1,-1.945730597E-1,-7.445973158E-2,3.857512176E-1
3.847460418E-1,-2.397250980E-1,-1.918284446E-1,4.069236219E-1
3.947160419E-1,-2.841441929E-1,-3.278177083E-1,4.405675828E-1
4.046860416E-1,-3.225856125E-1,-4.551919103E-1,4.697403908E-1
4.146570417E-1,-3.584025800E-1,-5.676124096E-1,4.883300662E-1
4.246270417E-1,-3.824447989E-1,-6.606547236E-1,4.946287274E-1
4.345970417E-1,-3.858976662E-1,-7.491958141E-1,4.989480674E-1
4.445680417E-1,-3.737544417E-1,-8.148302436E-1,4.969954193E-1
4.545380417E-1,-3.498154581E-1,-8.708664179E-1,4.964511395E-1
4.645090417E-1,-3.152929246E-1,-9.103059769E-1,5.082875490E-1
4.744790418E-1,-2.724868357E-1,-9.251477122E-1,5.259963870E-1
4.844490418E-1,-2.141297907E-1,-9.080891013E-1,5.236424208E-1
4.944200418E-1,-1.620264202E-1,-8.682172298E-1,5.050540566E-1
5.043900418E-1,-1.212204024E-1,-8.105630279E-1,4.733818471E-1
5.143600418E-1,-8.396961540E-2,-7.454175353E-1,4.443349540E-1
5.243310418E-1,-6.400255859E-2,-6.652979255E-1,4.253972173E-1
5.343010419E-1,-4.158467427E-2,-5.825098753E-1,4.280166626E-1
5.442710416E-1,-6.547327619E-3,-5.039761662E-1,4.440036118E-1
5.542420417E-1,1.993496157E-2,-4.283010364E-1,4.511126876E-1
5.642120417E-1,5.319784209E-2,-3.817908168E-1,4.549359083E-1
5.741830417E-1,9.622544795E-2,-3.806822896E-1,4.634671509E-1
5.841530417E-1,1.374823451E-1,-4.239360094E-1,4.720228016E-1
5.941230417E-1,1.600299776E-1,-4.973328710E-1,4.946584105E-1
6.040940417E-1,1.635123193E-1,-6.044012904E-1,5.273929834E-1
6.140640418E-1,1.577142328E-1,-7.211722732E-1,5.552446246E-1
6.240340418E-1,1.430506110E-1,-8.155286312E-1,5.755051374E-1
6.340050418E-1,1.305829138E-1,-8.897547126E-1,5.914596915E-1
6.439750418E-1,1.229971647E-1,-9.297508597E-1,5.944032669E-1
6.539450418E-1,1.228964254E-1,-9.340361357E-1,5.981845856E-1
6.639160418E-1,1.357813329E-1,-9.196233749E-1,6.063083410E-1
6.738860419E-1,1.551907957E-1,-8.986509442E-1,6.247201562E-1
6.838570416E-1,1.768771857E-1,-8.612121940E-1,6.470371485E-1
6.938270417E-1,1.907147467E-1,-8.266102076E-1,6.710598469E-1
7.037970417E-1,1.939579397E-1,-7.882912755E-1,6.746449471E-1
7.137680417E-1,1.981710643E-1,-7.566979527E-1,6.697735190E-1
7.237380417E-1,2.005769610E-1,-7.364773750E-1,6.540012360E-1
7.337080417E-1,2.251488268E-1,-7.424278259E-1,6.404067278E-1
7.436790417E-1,2.928277552E-1,-7.917453051E-1,6.320918202E-1
7.536490418E-1,3.646921515E-1,-9.007402658E-1,6.274572015E-1
7.636190418E-1,4.240819812E-1,-1.060975552E0,6.409916282E-1
7.735900418E-1,4.566841722E-1,-1.245080709E0,6.584878564E-1
7.835600418E-1,4.741342664E-1,-1.412317634E0,6.533839107E-1
7.935310418E-1,4.798192978E-1,-1.532401681E0,6.215879321E-1
8.035010418E-1,4.936243296E-1,-1.607779741E0,5.862648487E-1
8.134710419E-1,5.104208589E-1,-1.636367798E0,5.457220674E-1
8.234420416E-1,5.415484309E-1,-1.635202646E0,5.125193596E-1
8.334120417E-1,5.695337057E-1,-1.614593506E0,4.697933197E-1
8.433820417E-1,6.257317066E-1,-1.579252362E0,4.300197959E-1
8.533530417E-1,6.900522113E-1,-1.526209474E0,3.939422071E-1
8.633230417E-1,7.459809780E-1,-1.456379533E0,3.754132688E-1
8.732930417E-1,7.950416207E-1,-1.396418214E0,3.644059300E-1
8.832640417E-1,8.291191459E-1,-1.333729744E0,3.503564298E-1
8.932340418E-1,8.459931016E-1,-1.273781180E0,3.349311054E-1
9.032050418E-1,8.598686457E-1,-1.217336774E0,3.241756558E-1
9.131750418E-1,8.941392303E-1,-1.156095743E0,3.209347725E-1
9.231450418E-1,9.446583390E-1,-1.089824080E0,3.217962980E-1
9.331160418E-1,9.978966117E-1,-1.034591198E0,3.220504522E-1
9.430860418E-1,1.037686348E0,-9.854156971E-1,3.198876977E-1
9.530560418E-1,1.092950583E0,-9.422267675E-1,2.977911234E-1
9.630270416E-1,1.167348385E0,-8.986406326E-1,2.780885398E-1
9.729970417E-1,1.233092785E0,-8.439591527E-1,2.544185519E-1
9.829670417E-1,1.292727113E0,-8.011768460E-1,2.359034866E-1
9.929380417E-1,1.360595822E0,-7.915024757E-1,2.205130458E-1
1.002908042E0,1.422620654E0,-8.006328940E-1,1.923599690E-1
1.012879042E0,1.461052418E0,-8.016425371E-1,1.600442976E-1
1.022849042E0,1.465587497E0,-7.952112556E-1,1.327255964E-1
1.032819042E0,1.435619712E0,-7.688491344E-1,1.114975959E-1
1.042790042E0,1.387676954E0,-7.030317783E-1,6.995254755E-2
1.052760042E0,1.324328542E0,-5.682189465E-1,1.080163755E-2
1.062730042E0,1.230275750E0,-4.651271701E-1,4.306454211E-3
1.072701042E0,1.147856832E0,-3.688308299E-1,-4.095853120E-2
1.082671042E0,1.073357821E0,-1.890658438E-1,-1.431621313E-1
1.092641042E0,1.045206070E0,-1.734661870E-2,-1.547790170E-1
1.102612042E0,1.027612448E0,1.141277850E-1,-1.792510748E-1
1.112582042E0,1.005079508E0,2.139738947E-1,-1.993986964E-1
1.122553042E0,1.010712862E0,2.804205716E-1,-2.232808620E-1
1.132523042E0,1.018127680E0,2.906199396E-1,-2.498693168E-1
1.142493042E0,9.898750782E-1,2.757586837E-1,-2.939731777E-1
1.152464042E0,9.656533599E-1,2.709489465E-1,-3.459914923E-1
1.162434042E0,9.772127867E-1,2.589841485E-1,-3.815276623E-1
1.172404042E0,9.601412416E-1,2.492232919E-1,-3.942541778E-1
1.182375042E0,9.156594872E-1,2.224289626E-1,-4.008415341E-1
1.192345042E0,8.601510525E-1,1.950104237E-1,-4.082015157E-1
1.202315042E0,7.905128598E-1,1.719208211E-1,-4.068297446E-1
1.212286042E0,7.344590425E-1,1.754628420E-1,-3.824807107E-1
1.222256042E0,6.837084889E-1,2.244149446E-1,-3.557263017E-1
1.232226042E0,6.249081492E-1,2.763777375E-1,-3.379161060E-1
1.242197042E0,5.586372018E-1,3.216642737E-1,-3.489075005E-1
1.252167042E0,4.854048193E-1,3.857059181E-1,-3.786806166E-1
1.262137042E0,4.261497557E-1,4.566866159E-1,-4.270873070E-1
1.272108042E0,3.651939332E-1,5.082069635E-1,-4.745480418E-1
1.282077833E0,2.882562578E-1,5.844449997E-1,-5.222445130E-1
1.292048833E0,2.242610902E-1,6.608167291E-1,-5.255101919E-1
1.302018833E0,2.026127875E-1,7.107243538E-1,-4.617722631E-1
1.311988833E0,2.127170414E-1,6.846113801E-1,-3.504924476E-1
1.321959833E0,2.290651202E-1,5.631408691E-1,-2.298363447E-1
1.331929833E0,2.436050624E-1,3.741615713E-1,-1.223473772E-1
1.341899833E0,2.596423626E-1,1.144762114E-1,-3.209817782E-2
1.351870833E0,2.714618444E-1,-1.821508855E-1,3.261845186E-2
1.361840833E0,2.739601433E-1,-4.449811578E-1,6.376226246E-2
1.371810833E0,2.660934031E-1,-6.239150167E-1,6.372854859E-2
1.381781833E0,2.532029152E-1,-6.978456974E-1,6.012821943E-2
1.391751833E0,2.511208951E-1,-6.695373654E-1,5.837550759E-2
1.401722834E0,2.477613091E-1,-5.516639948E-1,5.387103558E-2
1.411692834E0,2.505573332E-1,-3.732231557E-1,4.867103696E-2
1.421662833E0,2.523728013E-1,-1.570644677E-1,4.917570576E-2
1.431633833E0,2.819273472E-1,8.466558158E-2,2.830182947E-2
1.441603833E0,3.067147136E-1,2.580826283E-1,-1.512287464E-2
1.451573833E0,3.488624692E-1,3.463217914E-1,-4.817231372E-2
1.461544833E0,3.613726795E-1,3.868724108E-1,-7.235834002E-2
1.471514833E0,3.576457500E-1,3.694301546E-1,-1.022174433E-1
1.481484833E0,3.514105082E-1,3.005448282E-1,-1.376366913E-1
1.491455833E0,3.670813739E-1,1.993624121E-1,-1.589719504E-1
1.501425833E0,3.692055345E-1,6.371882558E-2,-1.678935438E-1
1.511395833E0,3.345371783E-1,-5.794127285E-2,-1.699132621E-1
1.521366833E0,2.794401050E-1,-8.797746897E-2,-1.945901066E-1
1.531336833E0,2.148406953E-1,-3.780829534E-2,-2.199015319E-1
1.541307834E0,1.371581554E-1,3.395297378E-2,-2.350951284E-1
1.551277834E0,3.982710466E-2,1.229729056E-1,-2.531599700E-1
1.561247833E0,-8.909492195E-2,2.005007267E-1,-2.957178354E-1
1.571218833E0,-2.170038074E-1,2.495950460E-1,-3.437249959E-1
1.581188833E0,-3.481892645E-1,3.001767397E-1,-4.003302157E-1
1.591158833E0,-4.763947129E-1,3.721103966E-1,-4.428039193E-1
1.601129833E0,-5.102080703E-1,4.359048307E-1,-4.321385026E-1
1.611099833E0,-4.625105560E-1,4.440264702E-1,-3.734254837E-1
1.621069833E0,-3.827393055E-1,3.320221603E-1,-3.008234501E-1
1.631040833E0,-2.873149812E-1,1.463787258E-1,-2.323018163E-1
1.641010833E0,-2.165739834E-1,-7.876864076E-2,-1.568832248E-1
1.650980833E0,-1.798868179E-1,-3.001718223E-1,-5.051967874E-2
1.660951833E0,-1.683390886E-1,-4.267191291E-1,8.715136349E-2
1.670921833E0,-1.272819936E-1,-4.088510275E-1,2.043031603E-1
1.680891834E0,-8.431214839E-2,-2.683767378E-1,2.625635564E-1
1.690862834E0,-5.067893863E-2,-1.078395918E-1,2.673090696E-1
1.700832833E0,-1.518991962E-2,9.976258501E-3,2.303443998E-1
1.710803833E0,2.803620510E-2,9.052293748E-2,1.641589999E-1
1.720773833E0,4.153230786E-2,1.314416081E-1,1.052104607E-1
1.730743833E0,1.677328721E-2,1.615035087E-1,7.336351275E-2
1.740714833E0,-1.834581792E-2,1.579082459E-1,6.217077002E-2
1.750684833E0,-4.461848363E-2,1.287134737E-1,5.143970996E-2
1.760654833E0,-6.178282201E-2,3.756972030E-2,3.611108661E-2
1.770625833E0,-7.415401191E-2,-1.775825471E-1,2.658842131E-2
1.780595833E0,-1.111091003E-1,-4.399105608E-1,-1.111118123E-3
1.790565833E0,-1.311389208E-1,-6.776117682E-1,-5.501689389E-2
1.800536833E0,-1.112371236E-1,-8.335355520E-1,-1.008237898E-1
1.810506833E0,-7.168319821E-2,-9.205906391E-1,-1.378224194E-1
1.820476833E0,-6.580427289E-2,-9.993893504E-1,-1.482646763E-1
1.830447834E0,-1.164030284E-1,-1.058912516E0,-1.944238394E-1
1.840417833E0,-1.819516867E-1,-1.045377612E0,-2.988319993E-1
1.850387833E0,-2.183607668E-1,-9.547801018E-1,-4.257709384E-1
1.860358833E0,-2.368662655E-1,-9.006388187E-1,-4.984131753E-1
1.870328833E0,-2.337756604E-1,-8.897110224E-1,-4.780110121E-1
1.880299833E0,-1.467387527E-1,-8.178088665E-1,-3.783123791E-1
1.890269833E0,1.536541805E-2,-6.726498008E-1,-3.041485548E-1
1.900239833E0,1.750365794E-1,-5.295038223E-1,-3.239180148E-1
1.910210833E0,2.757524848E-1,-4.557467401E-1,-3.828368783E-1
1.920180833E0,3.309784830E-1,-4.316999912E-1,-4.622917771E-1
1.930150833E0,3.442751765E-1,-4.562825263E-1,-5.523955226E-1
1.940121833E0,3.439870179E-1,-5.118967295E-1,-6.445547342E-1
1.950091833E0,3.427144289E-1,-5.836295485E-1,-7.367832661E-1
1.960061833E0,3.389135897E-1,-6.387364864E-1,-8.416090608E-1
1.970032834E0,3.062598109E-1,-7.015908957E-1,-8.942296505E-1
