"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.661031723E-3,5.238129865E1,4.860444602E0,2.727571368E0,NaN,NaN,2.616644180E1,2.484982300E1
1.136600971E-2,5.238129865E1,4.860444602E0,2.379681110E0,NaN,NaN,2.616644180E1,2.143042374E1
1.136600971E-2,5.238129865E1,4.860444602E0,2.266889930E0,NaN,NaN,2.616644180E1,1.743814468E1
5.984170437E-1,5.238129865E1,4.860444602E0,2.175470471E0,NaN,NaN,2.616644180E1,1.573682213E1
3.312306166E0,5.238110071E1,4.860539166E0,7.642478943E-1,0.000000000E0,NaN,1.701872440E1,4.000000000E0
4.312294722E0,5.238109031E1,4.860540759E0,1.108303070E0,0.000000000E0,1.803515625E2,2.722322159E1,4.000000000E0
5.312283397E0,5.238108943E1,4.860548638E0,2.408046722E0,1.700000018E-1,NaN,2.601274977E1,4.000000000E0
6.312271714E0,5.238108956E1,4.860551823E0,4.148830414E0,4.099999964E-1,1.775390625E2,2.519478479E1,4.000000000E0
7.313213348E0,5.238108465E1,4.860545537E0,5.752834320E0,0.000000000E0,NaN,2.430560419E1,4.000000000E0
8.313223600E0,5.238108201E1,4.860539082E0,7.475673676E0,0.000000000E0,NaN,2.370081767E1,4.000000000E0
9.313217402E0,5.238107514E1,4.860531203E0,7.869716644E0,0.000000000E0,3.501562500E2,2.323752651E1,4.000000000E0
1.031322610E1,5.238107573E1,4.860529946E0,7.884731293E0,2.599999905E-1,3.515625000E0,2.341371183E1,4.000000000E0
1.131324160E1,5.238107292E1,4.860531455E0,8.600429535E0,2.000000030E-1,3.867187500E0,2.311347239E1,4.000000000E0
1.231323361E1,5.238106802E1,4.860529695E0,9.333766937E0,0.000000000E0,3.515625000E0,2.312224090E1,4.000000000E0
1.331323814E1,5.238106567E1,4.860547297E0,1.045895004E1,2.000000030E-1,8.507812500E1,2.298537380E1,4.000000000E0
1.431324780E1,5.238106567E1,4.860547297E0,1.045895011E1,2.000000030E-1,NaN,2.298537380E1,4.000000000E0
1.531324136E1,5.238107980E1,4.860598765E0,1.125228525E1,1.509999990E0,6.785157877E1,2.323235106E1,4.000000000E0
1.631325114E1,5.238107849E1,4.860588033E0,1.287472159E1,0.000000000E0,NaN,2.296027545E1,4.000000000E0
1.731325293E1,5.238107875E1,4.860584009E0,1.382723624E1,1.899999976E-1,NaN,1.421725656E1,1.011387410E1
1.831324291E1,5.238108172E1,4.860580489E0,1.364504630E1,0.000000000E0,NaN,1.422813324E1,1.009856712E1
1.931325340E1,5.238108553E1,4.860579986E0,1.477853019E1,1.500000060E-1,NaN,5.315366395E0,4.000000000E0
2.031325817E1,5.238108759E1,4.860586105E0,1.296462638E1,3.799999952E-1,NaN,5.475822966E0,4.000000000E0
2.131324935E1,5.238108906E1,4.860591553E0,1.289101798E1,0.000000000E0,NaN,5.467938094E0,4.000000000E0
2.231323969E1,5.238108746E1,4.860594403E0,1.300460441E1,0.000000000E0,NaN,5.468895670E0,4.000000000E0
2.331323040E1,5.238108562E1,4.860595493E0,1.346279533E1,0.000000000E0,NaN,5.925085171E0,4.000000000E0
2.431322134E1,5.238108847E1,4.860587027E0,1.384090812E1,0.000000000E0,NaN,6.587249397E0,4.000000000E0
2.531321049E1,5.238108805E1,4.860576466E0,1.412197501E1,4.399999976E-1,NaN,6.122226750E0,4.000000000E0
2.631320047E1,5.238108809E1,4.860575041E0,1.471004874E1,0.000000000E0,NaN,6.207386278E0,4.000000000E0
2.731319106E1,5.238108977E1,4.860582082E0,1.446969230E1,4.199999869E-1,NaN,6.503307183E0,4.000000000E0
2.831318188E1,5.238109014E1,4.860588703E0,1.436056144E1,0.000000000E0,NaN,5.582520784E0,4.000000000E0
2.931317103E1,5.238108805E1,4.860591553E0,1.367239005E1,2.099999934E-1,NaN,5.488738417E0,4.000000000E0
3.031316054E1,5.238108046E1,4.860591553E0,1.391073234E1,3.600000143E-1,NaN,5.354555659E0,3.032056515E0
3.131315064E1,5.238106974E1,4.860600522E0,1.272982416E1,5.099999905E-1,1.451953159E2,5.060430814E0,3.094854761E0
3.231314075E1,5.238106902E1,4.860608048E0,1.336733635E1,3.600000143E-1,1.248046909E2,4.849183179E0,3.210912570E0
3.331313014E1,5.238107296E1,4.860607311E0,1.390243156E1,0.000000000E0,NaN,4.789922393E0,3.298663442E0
3.431312120E1,5.238105068E1,4.860608524E0,3.444721317E-1,4.883001233E-1,NaN,1.222685078E1,1.434512425E0
3.531310904E1,5.238107138E1,4.860588231E0,3.731302051E-1,4.560689471E-1,NaN,1.176789102E1,1.431989844E0
3.631310010E1,5.238106655E1,4.860586985E0,3.853565315E-1,1.920665771E-1,NaN,1.183136485E1,1.460027983E0
3.731308961E1,5.238107424E1,4.860592467E0,3.879813869E-1,4.480511056E-1,NaN,1.223262323E1,1.408108062E0
3.831307924E1,5.238111344E1,4.860586691E0,4.221838545E-1,6.837672118E-1,NaN,1.108734973E1,1.408119758E0
3.931306803E1,5.238111669E1,4.860561015E0,4.059889140E-1,3.036798488E-1,NaN,1.088092992E1,1.408497743E0
4.031305683E1,5.238110209E1,4.860550872E0,4.528282229E-1,7.518821669E-2,NaN,1.134560989E1,1.407240962E0
4.131304610E1,5.238110885E1,4.860547461E0,4.567169016E-1,1.236666537E-1,NaN,1.159104623E1,1.381400914E0
4.231303525E1,5.238111291E1,4.860550804E0,4.412315963E-1,1.045306081E-1,NaN,1.290861470E1,1.434770072E0
4.331302607E1,5.238111054E1,4.860558229E0,4.252916398E-1,2.446240974E-1,NaN,1.288970096E1,1.383000128E0
4.431301403E1,5.238112719E1,4.860550634E0,4.284879630E-1,1.944708242E-1,NaN,1.127570800E1,1.431992759E0
4.531300354E1,5.238113356E1,4.860558528E0,3.989575310E-1,1.900786765E-1,NaN,1.183318587E1,1.434702998E0
4.631299210E1,5.238113948E1,4.860558160E0,3.984473217E-1,1.951856355E-1,NaN,1.287053541E1,1.462609680E0
4.731298125E1,5.238112498E1,4.860556832E0,3.822774990E-1,7.153495290E-2,NaN,1.313522994E1,1.410518606E0
4.831297052E1,5.238113160E1,4.860550518E0,3.833074849E-1,9.708567179E-2,NaN,1.476632802E1,1.463902276E0
4.931296039E1,5.238107286E1,4.860552804E0,3.843503501E-1,8.030630335E-1,NaN,1.553612782E1,1.437848291E0
