"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.584208338E-2,3.266731262E1,3.221343994E1,-1.939932251E1
2.581208339E-2,3.280926514E1,3.202355957E1,-1.928558350E1
3.578308341E-2,3.289126587E1,3.197397614E1,-1.940197754E1
4.575308342E-2,3.292796326E1,3.198234558E1,-1.910232544E1
5.572308344E-2,3.284774780E1,3.187004089E1,-1.927648926E1
6.569408346E-2,3.298753357E1,3.154722595E1,-1.905950928E1
7.566408347E-2,3.299304199E1,3.171130371E1,-1.936361694E1
8.563408349E-2,3.296394348E1,3.173416901E1,-1.868954468E1
9.560508351E-2,3.322569275E1,3.152404022E1,-1.917221069E1
1.055750835E-1,3.319747925E1,3.169894409E1,-1.986386108E1
1.155460833E-1,3.309649658E1,3.142237854E1,-2.021459961E1
1.255160833E-1,3.319984436E1,3.117231750E1,-2.006533813E1
1.354860833E-1,3.325260925E1,3.114945984E1,-1.995578003E1
1.454570834E-1,3.315452576E1,3.106839752E1,-1.966921997E1
1.554270834E-1,3.330360413E1,3.118537140E1,-1.934393311E1
1.653970834E-1,3.325607300E1,3.126888275E1,-1.940179443E1
1.753680834E-1,3.337886047E1,3.124342346E1,-1.956765747E1
1.853380834E-1,3.339253235E1,3.137641144E1,-1.950073242E1
1.953090834E-1,3.334143066E1,3.118776703E1,-1.956610107E1
2.052790835E-1,3.335038757E1,3.104817963E1,-1.906311035E1
2.152490835E-1,3.330657959E1,3.117234039E1,-1.929840088E1
2.252200835E-1,3.335873413E1,3.113938141E1,-1.893005371E1
2.351900835E-1,3.324760437E1,3.103416443E1,-1.939947510E1
2.451600835E-1,3.326641846E1,3.091084290E1,-1.916290283E1
2.551310833E-1,3.333428955E1,3.108229065E1,-1.905151367E1
2.651010833E-1,3.343383789E1,3.091228485E1,-1.928573608E1
2.750720833E-1,3.330122375E1,3.105417633E1,-1.934201050E1
2.850420417E-1,3.336108398E1,3.099780273E1,-1.914840698E1
2.950120417E-1,3.353549194E1,3.079815674E1,-1.936956787E1
3.049830417E-1,3.368838501E1,3.087645721E1,-1.944982910E1
3.149530417E-1,3.356068420E1,3.082287598E1,-1.902438354E1
3.249230417E-1,3.365863037E1,3.063510895E1,-1.938031006E1
3.348940418E-1,3.368208313E1,3.064171600E1,-1.932684326E1
3.448640418E-1,3.380192566E1,3.042156982E1,-1.941931152E1
3.548350418E-1,3.408648682E1,3.057708740E1,-1.957119751E1
3.648050418E-1,3.420925903E1,3.030283356E1,-1.933612061E1
3.747750418E-1,3.439179993E1,2.991264343E1,-1.943722534E1
3.847460418E-1,3.428553772E1,3.000404358E1,-1.896725464E1
3.947160419E-1,3.436401367E1,2.990076447E1,-1.886633301E1
4.046860416E-1,3.447030640E1,2.984694672E1,-1.884902954E1
4.146570417E-1,3.459591675E1,2.979201508E1,-1.928762817E1
4.246270417E-1,3.450296021E1,2.970520782E1,-1.913845825E1
4.345970417E-1,3.465621948E1,2.970255280E1,-1.891018677E1
4.445680417E-1,3.468601990E1,2.941348267E1,-1.937026978E1
4.545380417E-1,3.449070740E1,2.937233734E1,-1.929635620E1
4.645090417E-1,3.443426514E1,2.926135254E1,-1.969888306E1
4.744790418E-1,3.455946350E1,2.901309204E1,-1.997427368E1
4.844490418E-1,3.459783936E1,2.894408417E1,-2.068240356E1
4.944200418E-1,3.437866211E1,2.875102997E1,-2.053451538E1
5.043900418E-1,3.434016418E1,2.845881653E1,-2.054907227E1
5.143600418E-1,3.451313782E1,2.845706940E1,-2.133361816E1
5.243310418E-1,3.445834351E1,2.847246552E1,-2.169964600E1
5.343010419E-1,3.429447937E1,2.804299164E1,-2.125799561E1
5.442710416E-1,3.428932190E1,2.788072968E1,-2.151733398E1
5.542420417E-1,3.442239380E1,2.762004089E1,-2.160656738E1
5.642120417E-1,3.432637024E1,2.747250366E1,-2.158789062E1
5.741830417E-1,3.438380432E1,2.730273438E1,-2.200555420E1
5.841530417E-1,3.449108887E1,2.717185974E1,-2.209674072E1
5.941230417E-1,3.439826965E1,2.669531250E1,-2.189627075E1
6.040940417E-1,3.427203369E1,2.675678253E1,-2.238494873E1
6.140640418E-1,3.439179993E1,2.658289337E1,-2.311810303E1
6.240340418E-1,3.441810608E1,2.642703247E1,-2.350067139E1
6.340050418E-1,3.437915039E1,2.609168243E1,-2.382946777E1
6.439750418E-1,3.424397278E1,2.587460327E1,-2.399331665E1
6.539450418E-1,3.421932983E1,2.583373260E1,-2.413604736E1
6.639160418E-1,3.416532898E1,2.549290466E1,-2.460162354E1
6.738860419E-1,3.393049622E1,2.534709930E1,-2.475991821E1
6.838570416E-1,3.388357544E1,2.498383331E1,-2.501730347E1
6.938270417E-1,3.363259888E1,2.480635834E1,-2.541476440E1
7.037970417E-1,3.358543396E1,2.444902802E1,-2.616699219E1
7.137680417E-1,3.359492493E1,2.404463959E1,-2.640951538E1
7.237380417E-1,3.363870239E1,2.378778076E1,-2.681799316E1
7.337080417E-1,3.353796387E1,2.354339600E1,-2.691552734E1
7.436790417E-1,3.358335876E1,2.312217712E1,-2.676098633E1
