"Time (s)","X (hPa)"
-5.461837084E-1,1.024863281E3
4.793602917E-1,1.024839020E3
1.504918292E0,1.024824066E3
2.530337292E0,1.024824066E3
3.555568292E0,1.024838104E3
4.580785292E0,1.024844284E3
4.728857292E0,1.024844284E3
5.678051292E0,1.024844284E3
6.627274292E0,1.025002213E3
7.576360292E0,1.025002213E3
8.525659292E0,1.025096207E3
9.474872292E0,1.025010300E3
1.042407829E1,1.025010300E3
1.137321429E1,1.024830627E3
1.232235129E1,1.024703064E3
1.327148029E1,1.024673920E3
1.422074029E1,1.024703064E3
1.516998629E1,1.024712982E3
1.611929229E1,1.024818115E3
1.706859429E1,1.024914932E3
1.801789129E1,1.024917221E3
1.896724229E1,1.024917221E3
1.991658029E1,1.024843826E3
2.086584129E1,1.024766769E3
2.181502529E1,1.024723129E3
2.276416429E1,1.024628143E3
2.371335729E1,1.024628143E3
2.466263229E1,1.024659576E3
2.561189129E1,1.024697266E3
2.656122429E1,1.024721375E3
2.751046429E1,1.024721375E3
2.845976829E1,1.024702454E3
2.940917829E1,1.024702454E3
3.035848929E1,1.024692764E3
3.130778129E1,1.024641647E3
3.225708029E1,1.024633942E3
3.320642829E1,1.024633942E3
3.415571029E1,1.024637985E3
3.510506629E1,1.024780121E3
3.605432829E1,1.024780121E3
3.700361329E1,1.024685822E3
3.795288229E1,1.024685211E3
3.890221629E1,1.024684067E3
3.985165929E1,1.024685211E3
4.080097429E1,1.024778595E3
4.175024429E1,1.024930420E3
4.269934329E1,1.024930420E3
4.364856429E1,1.024826660E3
4.459779229E1,1.024779587E3
4.554707429E1,1.024725494E3
4.649620829E1,1.024705963E3
4.744545329E1,1.024725494E3
