"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.347990990E-2,5.237984111E1,4.860708100E0,5.838100433E0,NaN,NaN,1.157591346E3,5.796539307E1
8.720839024E-1,5.238120437E1,4.860435941E0,2.279977798E0,NaN,NaN,2.200000000E1,3.000000000E1
7.012094975E0,5.238136094E1,4.860385699E0,2.243603468E0,NaN,NaN,2.427360696E1,2.303554535E1
7.764171004E0,5.238136094E1,4.860385699E0,2.249435663E0,NaN,NaN,2.427360696E1,1.876824951E1
9.515388012E0,5.238117610E1,4.860399105E0,8.021507263E-1,6.700000167E-1,2.524218750E2,2.307897069E1,4.000000000E0
1.051537657E1,5.238116822E1,4.860393489E0,9.428977966E-1,6.000000238E-1,2.496093750E2,2.018321347E1,4.000000000E0
1.151536417E1,5.238115808E1,4.860394662E0,1.225856781E0,5.899999738E-1,2.482031250E2,1.691119336E1,4.000000000E0
1.251627839E1,5.238115343E1,4.860369349E0,1.379787445E0,1.720000029E0,2.661328125E2,1.503101442E1,4.000000000E0
1.351628828E1,5.238114781E1,4.860350238E0,1.548671722E0,1.000000000E0,NaN,1.421913290E1,4.000000000E0
1.451627946E1,5.238114341E1,4.860335821E0,1.654994965E0,1.110000014E0,NaN,1.371318854E1,4.000000000E0
1.551628280E1,5.238113138E1,4.860341772E0,1.504665375E0,9.499999881E-1,2.633203125E2,1.104030289E1,4.000000000E0
1.651628757E1,5.238111818E1,4.860348813E0,1.446071625E0,9.499999881E-1,2.629687500E2,1.139310514E1,4.000000000E0
1.751627576E1,5.238112791E1,4.860389046E0,1.987087250E0,9.399999976E-1,2.784375000E2,9.716715636E0,4.000000000E0
1.851628530E1,5.238111776E1,4.860431124E0,2.394069672E0,6.600000262E-1,2.844140625E2,8.588952547E0,4.000000000E0
1.951628816E1,5.238111924E1,4.860421736E0,2.394069773E0,6.600000262E-1,2.844140551E2,8.588952547E0,4.000000000E0
2.051624238E1,5.238111076E1,4.860732285E0,2.315822669E0,2.800000012E-1,NaN,6.593587869E0,4.000000000E0
2.151617455E1,5.238111579E1,4.860720299E0,2.779872961E0,2.800000012E-1,NaN,6.563141342E0,4.000000000E0
2.251618016E1,5.238111537E1,4.860720215E0,2.816677161E0,2.000000030E-1,NaN,6.515527508E0,4.000000000E0
2.351617444E1,5.238111533E1,4.860721892E0,2.801540444E0,2.000000030E-1,NaN,6.943937393E0,4.000000000E0
2.451618946E1,5.238111382E1,4.860726921E0,2.609401770E0,2.000000030E-1,NaN,7.434726489E0,4.000000000E0
2.551620078E1,5.238111768E1,4.860735722E0,2.349330971E0,2.700000107E-1,NaN,7.146424071E0,4.000000000E0
2.651619422E1,5.238112254E1,4.860742595E0,2.889614173E0,3.300000131E-1,NaN,6.681688379E0,4.000000000E0
2.751618683E1,5.238112619E1,4.860741170E0,2.950588295E0,2.300000042E-1,NaN,7.012891721E0,4.000000000E0
2.851618063E1,5.238112715E1,4.860734213E0,2.849819251E0,0.000000000E0,NaN,7.450032530E0,4.000000000E0
2.951617372E1,5.238112715E1,4.860734213E0,2.849819251E0,0.000000000E0,NaN,8.413199243E0,4.000000000E0
