acc_X (m/s^2),acc_Y (m/s^2),acc_Z (m/s^2),gyr_X (rad/s),gyr_Y (rad/s),gyr_Z (rad/s),mag_X (µT),mag_Y (µT),mag_Z (µT),press_X (hPa)
-0.48126075155076925,6.029916493307693,7.343423502961538,-0.07858723137048,0.14738673781232003,0.001049969113419994,-3.52094894404,-39.511625976,-25.623621826400004,
0.2717389160176,6.31283439328,7.696389276080001,-0.21977919623640002,0.11580339763136001,0.08730811125541599,-3.43242355352,-39.1131791684,-26.3321850584,1005.004272
0.3525229249328,5.30829135136,8.80312780132,-1.359362766792,0.725073972084,0.9652805566960001,-5.01355789184,-32.976316222799994,-32.8480261232,
-3.8031952149728,1.7736556640808,8.775177923600001,-1.69673032288,1.3690032451920002,1.005287504148,2.1907057189296,-16.16342514032,-43.895557862,
-6.1416623474400005,-2.386217834412,7.48176558836,-1.017542703136,0.9408365595639999,-0.3615405542828,10.96099784876,0.35814590454560014,-45.79468261759999,
-4.48412321772,-4.0081490112000004,6.83894234632,0.014531701900923078,0.17342635731961537,-1.3740462821730768,13.868826939230766,10.151670894884614,-44.14859243576923,
-4.52219804076,-4.8129953246,7.139547235159999,-0.10054161857332,0.14788380407479998,-0.389713806512,14.458265838800001,13.0960806276,-43.0725134272,1004.956131
-3.6196169678400003,-4.78451854244,6.82353039544,-0.12182664558640001,0.006559375828400005,-0.12992442199136,13.1761383064,14.814282226400001,-43.0717858876,
-5.830639123479999,-5.543781646640001,6.770031646719999,0.2242131057364,0.5831167650519999,-0.6607874670432,18.0269417568,15.874205322800002,-40.958223878,
-1.447286352592,-6.8938900817599995,6.21858438708,-0.031013126224840003,-0.3426413119372,-0.6551029443688,14.351016769199997,17.942580872,-41.4517236332,
-1.702763085936,-7.207637640440001,6.9141818846400005,-0.11518579818960001,-0.20330070107679998,-0.7022790312800001,8.09321395836,20.671968993200004,-41.55949707,1004.956131
-0.31331046755639996,-7.41568699956,6.238121759079999,-0.1415838181316,0.19694811570159998,-0.682117552756,3.73025558476,22.508511656399996,-41.152336426000005,
-0.9570677673119999,-7.72312368164,5.9340800171199986,-0.296172267192,0.28883804608325603,-0.5451952767320001,3.3657261658000004,25.141416015199997,-39.2667504892,
-0.08353782066115382,-7.987787387576924,6.236009075538462,-0.22316745428680002,-0.1719945421096,0.03175909696116,1.9422407531599999,28.597216797199998,-36.8838208008,
0.49662526247719996,-8.12111006472,5.58767037964,0.1504160799804,0.00044748304075999725,0.3692684483480001,2.3521000670800003,28.692310791600004,-36.6886267088,1005.074997
-0.6668572631528,-8.06033644404,6.65436417848,0.23682521506440002,0.29275132362680006,0.4290251389116,6.33102981568,26.454094542400004,-37.9217114264,
-1.7793677856896,-7.727530517600001,6.7258076111200005,0.455144758224,0.35296810526592,0.8771133476639998,12.958931960560001,21.4992898556,-39.569984131599995,
-3.185190362624,-7.10059823,8.637134985080001,-0.7136146629116,-0.037188418196800015,0.791734098192,17.04980011,16.3646118164,-41.0336218272,
-3.4333682738747995,-5.86430112304,1.0315049743979998,-1.367626284041923,-0.6823768203646152,0.7359571158576923,21.441630510000003,27.576111427307694,-33.320186908461544,1005.2661895000001
-5.579772802799999,-7.13848145112,4.5754033994959995,-0.07954522914720003,-0.07653334132799999,0.05040295287520001,20.712105866,28.9880850224,-32.652686767999995,
-4.5565605835200005,-5.9075911008799995,3.6164315916599996,0.0707110543632,0.3160866502924,-0.6514953424092,19.902210540800002,31.263720397999997,-30.6614245608,
-3.9903959289208,-9.05328759172,3.9392802246,0.335393870766,-0.42258130940759997,-0.2819675523028,14.3958376312,30.743970032000004,-33.5877648924,
-3.2842064576400003,-8.20472019656,4.7887098268,0.141060581806,-0.30368942312799996,-0.0570424800316,10.37210685816,29.552517700800003,-36.1467541504,1005.361633
-2.94026967776,-7.96623013924,4.846489673000001,-0.060644149821759995,-0.24773447430332,0.06332851938372,8.30775222776,29.004114991199998,-37.2359594724,
-2.59469230956,-8.09033406376,4.8623746398400005,-0.141460452452,-0.098839202996708,0.012785175069639996,6.94656639092,29.8932958984,-36.878789062,
-3.1584978699280004,-8.17559675904,5.39224876104,-0.06484237834360002,0.09783205076932001,0.07352998375360001,7.44980232236,31.353963317600005,-35.6165393056,
-2.1994684894238463,-8.095350247846154,4.668451520461539,0.05885692885988,-0.32640087479836,0.234173970216,7.4690119934400006,30.6578228756,-36.4920922844,1005.361633
-2.59477014764,-7.82047523812,5.135658343559999,0.16069471493480003,-0.44240528634559995,0.2024181586444,4.70736824036,29.1128796396,-38.222766113999995,
-2.5512526428,-7.6516922241200005,5.4715059448400005,-0.0505443428634,-0.08907956597767999,0.06262524328808,3.5332978820400003,28.580590820799998,-38.8134045408,
-2.57519086304,-7.594702734360001,5.695434283359999,-0.01142101206752,-0.04737893708164001,0.15469427316880002,3.6517208862,28.849981383600007,-38.4957556152,
-3.0917247254,-7.53310283204,5.750286218199999,0.049390184173548006,0.20705157313676,0.08248836120996,5.0247917937599995,28.711669921599995,-38.149885254,1005.4675289999999
-3.43594291988,-7.267986145,5.592508319159999,0.17887061776923077,0.11939871726499998,0.12522777342384617,7.650382922192308,27.30852391153846,-38.865148690384615,
-3.4263628418400005,-6.98935556032,5.69457207636,0.11465366422439999,0.09188544049679999,0.0023994930180799984,9.373468627960001,25.542227783999998,-40.0094506844,
-4.61571756584,-6.75594294432,6.022731664920001,0.06782079188660001,0.2694251883044,0.1140078076268,11.366700897200001,24.787326965599995,-39.948734131200005,
-3.8175533568600004,-6.35835772708,6.37008134756,0.317578263872,0.3382305570292,0.21099908443347196,15.569730224,22.1600930784,-40.0766601576,1006.0349269999999
-5.768703918479998,-5.68448904428,5.153465313640001,0.291761937136,0.699421896952,0.7969249928000001,22.0442812348,17.01973175,-39.6209960924,
-7.99732348032,-3.55598129884,4.756796191439999,0.12781949696800798,0.25438423890732,0.755251312256,30.976730270799997,8.891671448039999,-36.516140136,
-8.27389434812,-2.16984578248,4.812833660920001,-0.0483046360636,0.25373776856192,0.58276245474,33.6228622432,3.0968113708239997,-34.9937573232,1006.0349269999999
-8.17409987188,-1.627451696768,3.91328228756,0.3775434488104,0.24911540184,0.052888910284560005,35.966949158,-1.2440779113107998,-32.4133825688,
-9.22523801908,-1.3531560973256,3.8798059021199998,0.725949232572,-0.029563829418000002,-0.6210840308600001,37.4745680228,-2.71904907232,-30.5920129384,
-8.682406381384617,-2.100426371576923,4.472652916576923,0.7136068820879999,0.1347596161004,-0.6023878097600001,38.1257658384,-3.26836120608,-29.831342774,
-8.157723926040001,-2.105395806884,4.99287326668,0.916066992244,-0.21136290491399998,-0.7856177604160002,38.3772790532,-1.85611343384,-29.440338133999997,1005.7151789999999
-6.736633099559999,-1.283586767472,5.90447757572,-0.83287502691,0.5808819027024,0.6096931178161199,37.3696684264,-2.7887562561600006,-30.757388916399997,
-11.457228570360003,-6.160163873279999,1.6687657837412002,-0.6424292509492,-0.3237185531792,-1.4612687081704,40.534935761599996,5.7634161377436,-25.682797851199997,
-4.424792596440001,-5.76423121948,2.217117480448,0.38671256661599995,-0.22807959242679998,-1.6197251796360002,29.572425766400002,22.1741638176,-31.435480956399996,
