"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.984841656E-2,7.792378776E-3,-7.736836374E-2,-3.947563097E-2
2.981941658E-2,1.121929847E-2,-8.761554211E-2,-1.179291215E-2
3.979041660E-2,2.044928260E-2,-1.503257900E-1,-1.373218838E-4
4.976141662E-2,3.885771707E-2,-2.178476751E-1,-7.410865277E-3
5.973241664E-2,5.283052474E-2,-2.215960771E-1,-8.107814938E-3
6.970341667E-2,6.090491638E-2,-1.727965772E-1,1.049962081E-2
7.967441669E-2,5.748781562E-2,-1.146019772E-1,9.494810365E-3
8.964541671E-2,4.807005450E-2,-8.428350836E-2,-2.462000027E-2
9.961741674E-2,3.899772838E-2,-7.692119479E-2,-5.811750889E-2
1.095884168E-1,1.302210707E-2,-7.482684404E-2,-8.022577316E-2
1.195594168E-1,-1.031394466E-3,-7.050000131E-2,-9.186644852E-2
1.295304166E-1,-9.327490814E-3,-4.702196270E-2,-1.004882753E-1
1.395014166E-1,-1.452704612E-2,-3.183928132E-2,-1.154986545E-1
1.494724166E-1,-1.127702370E-2,-4.119846225E-2,-1.199778616E-1
1.594434166E-1,3.474758472E-3,-7.509517670E-2,-1.150882989E-1
1.694144167E-1,2.808763087E-2,-1.402737945E-1,-9.825155884E-2
1.793854167E-1,5.538209900E-2,-1.905364245E-1,-6.352473050E-2
1.893564167E-1,4.602977261E-2,-1.894627213E-1,-4.743997380E-2
1.993284167E-1,2.519346774E-2,-1.587263942E-1,-4.608336091E-2
2.092994167E-1,9.245180525E-3,-1.177648008E-1,-4.237281159E-2
2.192704168E-1,4.771335982E-3,-7.174351811E-2,-3.150311857E-2
2.292414166E-1,-1.943051582E-3,-6.021710485E-2,-1.292169560E-2
2.392124166E-1,-5.265611224E-3,-7.296032459E-2,-6.625183858E-3
2.491834166E-1,8.617473766E-3,-1.375664119E-2,4.066055641E-2
2.591544166E-1,1.073814835E-2,5.195685849E-2,7.878184319E-2
2.691254166E-1,1.148740016E-2,6.664533913E-2,2.890825272E-5
2.790964167E-1,-2.241994021E-3,-2.074415796E-2,-7.595161349E-2
2.890674167E-1,1.162491855E-3,-1.758709252E-1,-8.748792857E-2
2.990384167E-1,2.019503899E-2,-3.571166098E-1,-5.352064222E-2
3.090104167E-1,3.807813302E-2,-5.423741341E-1,-2.026482858E-2
3.189814168E-1,4.752622917E-2,-7.037465572E-1,-9.870777838E-3
3.289524168E-1,5.236258358E-2,-8.180490732E-1,3.025546903E-3
3.389234166E-1,5.312238261E-2,-9.112464190E-1,2.244664915E-2
3.488944166E-1,4.269091040E-2,-9.925071001E-1,4.733566940E-2
3.588654166E-1,6.597622298E-3,-1.063563466E0,8.485881239E-2
3.688364166E-1,-3.833658993E-2,-1.122843504E0,1.190080047E-1
3.788074167E-1,-8.788123727E-2,-1.173604727E0,1.416059881E-1
3.887784167E-1,-1.633390635E-1,-1.216301680E0,1.544877589E-1
3.987494167E-1,-2.573180199E-1,-1.263473511E0,1.668826342E-1
4.087204167E-1,-3.489406705E-1,-1.355538368E0,2.022553235E-1
4.186924167E-1,-4.207911789E-1,-1.487004280E0,2.634704709E-1
4.286634168E-1,-4.864945710E-1,-1.662299991E0,3.532811701E-1
4.386344168E-1,-5.252289772E-1,-1.844858885E0,4.518554211E-1
4.486054166E-1,-5.327060223E-1,-2.004687786E0,5.463309288E-1
4.585764166E-1,-5.214312673E-1,-2.118149042E0,6.180743575E-1
4.685474166E-1,-4.947708249E-1,-2.200441599E0,6.610668898E-1
4.785184166E-1,-5.076621175E-1,-2.218156815E0,6.774535775E-1
4.884894167E-1,-5.408056974E-1,-2.153928995E0,6.804792285E-1
4.984604167E-1,-5.704778433E-1,-2.014557838E0,6.765590906E-1
5.084314167E-1,-5.883660316E-1,-1.851147175E0,6.817063689E-1
5.184024167E-1,-6.028389931E-1,-1.703147531E0,7.103707790E-1
5.283744168E-1,-6.097828150E-1,-1.560963154E0,7.498661876E-1
5.383454168E-1,-5.898391604E-1,-1.427428484E0,7.744522095E-1
5.483164166E-1,-5.625278950E-1,-1.309967637E0,7.996098995E-1
5.582874166E-1,-5.278216004E-1,-1.218847632E0,8.122125268E-1
5.682584166E-1,-5.141471624E-1,-1.175124168E0,8.038027883E-1
5.782294166E-1,-5.287103653E-1,-1.159367323E0,7.562634945E-1
5.882004166E-1,-5.634375215E-1,-1.157156110E0,6.914394498E-1
5.981714167E-1,-6.011646390E-1,-1.163039327E0,6.525636911E-1
6.081424167E-1,-6.575716138E-1,-1.220674753E0,6.760479212E-1
6.181134167E-1,-7.036781311E-1,-1.330614567E0,7.261028290E-1
6.280844167E-1,-7.259516716E-1,-1.451326728E0,7.489736676E-1
6.380564168E-1,-7.380954027E-1,-1.521475792E0,7.403492928E-1
6.480274168E-1,-7.322527170E-1,-1.534759164E0,7.107062936E-1
6.579984166E-1,-6.852700114E-1,-1.516132236E0,6.797299981E-1
6.679694166E-1,-6.307291389E-1,-1.495361090E0,6.671968699E-1
6.779404166E-1,-5.467735529E-1,-1.459211826E0,6.462787986E-1
6.879114166E-1,-4.457179606E-1,-1.443834662E0,6.100440621E-1
6.978824167E-1,-3.566591740E-1,-1.427122712E0,5.805511475E-1
7.078534167E-1,-2.973639369E-1,-1.394180775E0,5.571395755E-1
7.178244167E-1,-2.713621557E-1,-1.362192988E0,5.197868943E-1
7.277954167E-1,-2.966924310E-1,-1.324985385E0,4.729934633E-1
7.377664167E-1,-3.394140601E-1,-1.269322634E0,4.160651863E-1
7.477374168E-1,-3.391990960E-1,-1.189608574E0,3.637546003E-1
7.577094166E-1,-3.032658696E-1,-1.114097118E0,3.464251459E-1
7.676804166E-1,-2.438136041E-1,-1.053884506E0,3.556241393E-1
7.776514166E-1,-1.761775762E-1,-1.007304430E0,3.570486605E-1
7.876224166E-1,-1.083526090E-1,-9.496573210E-1,3.379336596E-1
7.975934166E-1,-4.977159202E-2,-8.708772659E-1,3.079520464E-1
8.075644167E-1,-6.754349452E-3,-7.954536080E-1,2.670378983E-1
8.175354167E-1,4.511630163E-2,-7.249009013E-1,2.173292041E-1
8.275064167E-1,8.526750654E-2,-6.766805649E-1,1.907777190E-1
8.374774167E-1,9.390147030E-2,-6.398618817E-1,1.835650802E-1
8.474484168E-1,1.207510084E-1,-5.660665035E-1,1.921591461E-1
8.574194168E-1,1.687384993E-1,-4.898566306E-1,1.912486106E-1
8.673904166E-1,2.090679854E-1,-4.533088505E-1,1.712845564E-1
8.773624166E-1,2.318806201E-1,-4.292359948E-1,1.298817247E-1
8.873334166E-1,2.362722456E-1,-4.221479297E-1,7.839239389E-2
8.973044166E-1,2.519702315E-1,-4.200413823E-1,2.930420823E-2
9.072754167E-1,2.346902043E-1,-4.419079125E-1,-1.424025744E-2
9.172464167E-1,2.072332799E-1,-4.920419157E-1,-5.369285867E-2
9.272174167E-1,1.621418595E-1,-5.679869056E-1,-9.445600212E-2
9.371885417E-1,1.104416326E-1,-6.554480791E-1,-1.338574737E-1
9.471595418E-1,8.471002430E-2,-7.427319288E-1,-1.548264027E-1
9.571305416E-1,7.011456788E-2,-8.416473269E-1,-1.585553586E-1
9.671015416E-1,5.421197787E-2,-9.295847416E-1,-1.396582425E-1
9.770725416E-1,3.395411000E-2,-9.970588088E-1,-1.290146559E-1
9.870435416E-1,2.152532106E-3,-1.036881804E0,-1.324006021E-1
9.970155417E-1,-4.389778525E-2,-1.039042473E0,-1.538001746E-1
1.006986542E0,-6.282199174E-2,-9.858935475E-1,-1.692073196E-1
1.016957542E0,-6.717412919E-2,-8.957327604E-1,-1.710126847E-1
1.026928542E0,-5.940015242E-2,-7.686750293E-1,-1.693198383E-1
1.036899542E0,-2.844836190E-2,-6.497800350E-1,-1.714895219E-1
1.046870542E0,3.960975911E-3,-5.709084272E-1,-1.768081188E-1
1.056841542E0,2.569050714E-2,-5.419310927E-1,-1.981578916E-1
1.066812542E0,4.834264144E-2,-5.094629526E-1,-2.384624183E-1
1.076783542E0,7.352123410E-2,-4.693659246E-1,-2.802119851E-1
1.086754542E0,1.117255092E-1,-4.435985982E-1,-3.217329979E-1
1.096725542E0,1.749252528E-1,-4.517598450E-1,-3.520546854E-1
1.106696542E0,2.301151454E-1,-4.865168035E-1,-3.797106147E-1
1.116667542E0,2.492563576E-1,-5.482259393E-1,-4.130879939E-1
1.126639542E0,2.431255579E-1,-6.361484528E-1,-4.376075268E-1
1.136610542E0,1.972360909E-1,-7.361496091E-1,-4.357001781E-1
1.146581542E0,1.356881261E-1,-8.317522407E-1,-4.263988733E-1
1.156552542E0,8.829476684E-2,-9.062943459E-1,-4.075530171E-1
1.166523542E0,5.107941106E-2,-9.861986041E-1,-3.495548964E-1
1.176494542E0,2.043361589E-2,-1.102722287E0,-2.623049319E-1
1.186465542E0,-2.132126316E-2,-1.191284657E0,-1.770182103E-1
1.196436542E0,-6.247349456E-2,-1.219320655E0,-1.168241054E-1
1.206407542E0,-1.023970246E-1,-1.179619789E0,-7.810346037E-2
1.216378542E0,-1.481235027E-1,-1.064126015E0,-5.545967072E-2
1.226349542E0,-1.918019205E-1,-8.949539065E-1,-6.819824874E-2
1.236320542E0,-2.213504910E-1,-7.209986448E-1,-1.064385772E-1
1.246292542E0,-2.573895752E-1,-5.531697273E-1,-1.447345912E-1
1.256263542E0,-2.931662202E-1,-3.947920799E-1,-1.572391987E-1
1.266234542E0,-2.887852788E-1,-2.614646256E-1,-1.495893002E-1
1.276205542E0,-2.784692645E-1,-1.731099784E-1,-1.523949355E-1
1.286176542E0,-2.777365148E-1,-1.160045862E-1,-1.914874464E-1
1.296147542E0,-2.745841146E-1,-6.404365599E-2,-2.552901208E-1
1.306118542E0,-2.801827788E-1,-1.089694165E-2,-3.153688014E-1
1.316089542E0,-2.980893254E-1,4.378973693E-2,-3.299309611E-1
1.326060542E0,-3.445712328E-1,9.932042658E-2,-3.167952001E-1
1.336031542E0,-4.284040928E-1,1.415576190E-1,-2.730176151E-1
1.346002542E0,-5.522247553E-1,1.653643250E-1,-2.158621550E-1
1.355973542E0,-6.756089926E-1,1.812769771E-1,-1.779738963E-1
1.365944542E0,-7.571355700E-1,1.388169676E-1,-1.638367921E-1
1.375916542E0,-7.992907763E-1,7.366140187E-2,-1.767411381E-1
1.385887542E0,-8.214451075E-1,2.099819109E-2,-1.924945414E-1
1.395858542E0,-8.149714470E-1,-3.931787983E-2,-1.786354482E-1
1.405829542E0,-7.341119647E-1,-1.074594781E-1,-1.084507406E-1
1.415800542E0,-6.330122948E-1,-2.250660062E-1,9.391735308E-3
1.425771542E0,-5.443741083E-1,-3.683111370E-1,1.001894176E-1
1.435742542E0,-4.871613681E-1,-4.952179790E-1,1.433019936E-1
1.445713542E0,-4.535548687E-1,-5.988650918E-1,1.593958586E-1
1.455684542E0,-4.081141353E-1,-7.082837820E-1,1.705289334E-1
1.465655542E0,-3.303124309E-1,-7.902827263E-1,1.696543694E-1
1.475626542E0,-2.152641267E-1,-8.289691210E-1,1.692069620E-1
1.485597542E0,-8.028464019E-2,-8.264623880E-1,1.628503650E-1
1.495568542E0,4.514998570E-2,-7.786732912E-1,1.473185420E-1
1.505539542E0,1.442981362E-1,-7.563770413E-1,1.392724961E-1
1.515511542E0,2.248704731E-1,-7.886297703E-1,1.386727542E-1
1.525482542E0,2.916388810E-1,-8.289698362E-1,1.604794264E-1
1.535453542E0,3.584735692E-1,-8.561702967E-1,1.979487687E-1
1.545424542E0,3.991951048E-1,-8.151666522E-1,2.479088157E-1
