"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.152416691E-3,-3.801794128E0,-6.674769745E0,5.398972778E0
1.112341671E-2,-3.996838531E0,-6.847211151E0,5.406307526E0
2.109541674E-2,-4.330345001E0,-6.815626831E0,5.337450714E0
3.106641676E-2,-4.619693298E0,-6.610702972E0,5.329217834E0
4.103741678E-2,-4.722379761E0,-6.562503204E0,5.397026825E0
5.100841657E-2,-4.724625092E0,-6.660998383E0,5.482499084E0
6.097941659E-2,-4.607269135E0,-6.723119202E0,5.461243286E0
7.095041662E-2,-4.382436676E0,-6.525081024E0,5.399272156E0
8.092141664E-2,-4.197870483E0,-6.311624908E0,5.342390442E0
9.089241666E-2,-4.364773407E0,-6.376140747E0,5.463039551E0
1.008634167E-1,-4.447850647E0,-6.591243439E0,5.554798737E0
1.108344167E-1,-4.323010254E0,-6.702312469E0,5.628295898E0
1.208064167E-1,-4.165537720E0,-6.685098267E0,5.677393799E0
1.307774168E-1,-4.040996704E0,-6.655459900E0,5.683531036E0
1.407484168E-1,-4.102219391E0,-6.684349823E0,5.668412476E0
1.507194166E-1,-4.280648346E0,-6.744524689E0,5.742209015E0
1.606904166E-1,-4.495601349E0,-6.674919434E0,5.734125824E0
1.706614166E-1,-4.739294586E0,-6.427334290E0,5.766159210E0
1.806324166E-1,-4.606371002E0,-6.475084991E0,5.760770416E0
1.906034166E-1,-4.205504608E0,-6.590345306E0,5.709277496E0
2.005744167E-1,-3.981719971E0,-6.537056122E0,5.593268738E0
2.105454167E-1,-3.833079071E0,-6.592440948E0,5.491630096E0
2.205164167E-1,-3.839216309E0,-6.717580719E0,5.462141418E0
2.304884167E-1,-3.973187714E0,-6.767277374E0,5.542673950E0
2.404594168E-1,-4.035158844E0,-6.740483093E0,5.588029633E0
2.504304168E-1,-4.046535187E0,-6.675967255E0,5.345683594E0
2.604014166E-1,-3.969744873E0,-6.378386078E0,4.988077240E0
2.703724166E-1,-4.437522125E0,-6.750063171E0,4.947661285E0
2.803434166E-1,-5.004542999E0,-6.963668976E0,4.949906616E0
2.903144166E-1,-5.166206818E0,-6.819518738E0,4.907694397E0
3.002854167E-1,-5.201982422E0,-6.615343323E0,4.689747620E0
3.102564167E-1,-5.197042694E0,-6.527925110E0,4.474944305E0
3.202274167E-1,-5.199437714E0,-6.526278534E0,4.312831421E0
3.301994167E-1,-5.206173706E0,-6.578968964E0,4.294419708E0
3.401704167E-1,-5.156027985E0,-6.496041412E0,4.434378662E0
3.501414168E-1,-5.023852844E0,-6.384822693E0,4.581971741E0
3.601124166E-1,-4.984634399E0,-6.266119537E0,4.728067932E0
3.700834166E-1,-4.982688446E0,-6.061794434E0,4.857548676E0
3.800544166E-1,-4.919370117E0,-5.902375946E0,4.952002258E0
3.900254166E-1,-4.947212219E0,-5.849835205E0,5.045707397E0
3.999964166E-1,-5.085524597E0,-5.754184113E0,5.242997131E0
4.099674167E-1,-5.276527405E0,-5.658982086E0,5.589227142E0
4.199384167E-1,-5.430706787E0,-5.651497650E0,5.919739838E0
4.299094167E-1,-5.601202240E0,-5.764063568E0,6.215225372E0
4.398814167E-1,-5.705834656E0,-5.934858398E0,6.503525848E0
4.498524168E-1,-5.622907104E0,-6.144123230E0,6.644083557E0
4.598234168E-1,-5.289700012E0,-6.393953705E0,6.737938385E0
4.697944166E-1,-4.657564545E0,-6.648873596E0,6.641538849E0
4.797654166E-1,-3.811374207E0,-6.949149170E0,6.452332306E0
4.897364166E-1,-3.135679321E0,-7.205865326E0,6.276897125E0
4.997074166E-1,-2.678380280E0,-7.383695526E0,6.056255951E0
5.096784167E-1,-2.286345520E0,-7.362439728E0,5.999673615E0
5.196494167E-1,-1.894161072E0,-7.177723846E0,6.098767548E0
5.296204167E-1,-1.591789856E0,-7.029382324E0,6.240971832E0
5.395914167E-1,-1.497635651E0,-7.048392792E0,6.266269226E0
5.495634167E-1,-1.506167908E0,-7.172784119E0,6.212381287E0
