"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.457204181E-2,2.194713242E-2,-5.833994970E-2,5.484617129E-2
2.454304183E-2,2.431240305E-2,-1.801288128E-2,1.000850275E-2
3.451304184E-2,5.512085278E-3,-5.935179535E-3,-6.664216518E-3
4.448304186E-2,-4.847761244E-3,2.739890711E-3,-2.556645777E-3
5.445304164E-2,3.175544320E-3,1.258133631E-2,5.536434241E-3
6.442404166E-2,1.910021529E-2,-1.385417860E-2,1.441426016E-2
7.439404167E-2,3.316649795E-2,-4.707471654E-2,1.985403337E-2
8.436404169E-2,4.222884774E-2,-7.048512250E-2,1.050196588E-2
9.433504171E-2,4.073055461E-2,-6.715936959E-2,-4.713237286E-4
1.043050417E-1,2.794597112E-2,-4.997658357E-2,-1.250567846E-2
1.142750417E-1,3.170315921E-2,-2.850005217E-2,-1.361568365E-2
1.242450417E-1,3.170602396E-2,-7.795152720E-3,-1.503823511E-2
1.342160418E-1,3.232361376E-2,3.860970493E-3,-1.433995459E-2
1.441860418E-1,3.998321295E-2,1.076228544E-2,-1.087971218E-2
1.541560418E-1,4.086791724E-2,1.948200911E-2,-1.555835269E-2
1.641270418E-1,3.274057433E-2,1.397046261E-2,-1.382503379E-2
1.740970418E-1,2.881853469E-2,-8.048553020E-3,-4.071472678E-3
1.840670418E-1,2.818118222E-2,-4.732889310E-2,1.027821656E-2
1.940380416E-1,2.179705352E-2,-1.010307297E-1,3.846138343E-2
2.040080416E-1,1.424039621E-2,-1.661832631E-1,5.191929638E-2
2.139780417E-1,1.827268861E-2,-2.025199682E-1,5.151316151E-2
2.239487085E-1,2.568430267E-2,-1.855173856E-1,3.690397739E-2
2.339197085E-1,2.557298169E-2,-1.511604786E-1,2.914006077E-2
2.438897083E-1,1.822155714E-2,-9.018809348E-2,3.912360594E-2
2.538597083E-1,1.877496205E-2,-3.359457944E-3,6.176234037E-2
2.638307083E-1,7.127238438E-3,6.210940704E-2,7.927064598E-2
2.738007084E-1,1.099175122E-2,6.012189016E-2,1.003082842E-1
2.837707084E-1,1.266635116E-2,-1.460660808E-2,1.248841435E-1
2.937407084E-1,1.535694301E-2,-1.328078210E-1,1.443752795E-1
3.037117084E-1,3.295543790E-2,-2.739340067E-1,1.520938724E-1
3.136817084E-1,6.111064181E-2,-4.084888995E-1,1.473422647E-1
3.236517084E-1,9.662404656E-2,-4.858391583E-1,1.279569417E-1
3.336227085E-1,1.095720679E-1,-5.236371160E-1,1.185858026E-1
3.435927085E-1,1.074688435E-1,-5.400674343E-1,1.055533141E-1
3.535627085E-1,1.030839533E-1,-5.661808252E-1,8.873465657E-2
3.635327085E-1,1.158021986E-1,-6.113535762E-1,6.344762444E-2
3.735037085E-1,1.305513233E-1,-6.683920622E-1,5.335291848E-2
3.834737085E-1,1.728978008E-1,-7.229307890E-1,7.504976541E-2
3.934437083E-1,1.989246160E-1,-7.707390189E-1,1.190566346E-1
4.034147083E-1,2.098117173E-1,-7.999312282E-1,1.800898015E-1
4.133847083E-1,2.090479285E-1,-7.998688817E-1,2.395400852E-1
4.233547084E-1,1.908541024E-1,-7.962354422E-1,2.987071872E-1
4.333257084E-1,1.558300704E-1,-8.134698272E-1,3.595468402E-1
4.432957084E-1,1.155579314E-1,-8.308840990E-1,4.186666906E-1
4.532657084E-1,7.248050719E-2,-8.554445505E-1,4.883174002E-1
4.632357084E-1,3.549123928E-2,-8.724755049E-1,5.614763498E-1
4.732067084E-1,1.636787876E-2,-9.359613061E-1,7.069896460E-1
4.831767085E-1,1.052641310E-2,-9.992966652E-1,8.220899701E-1
4.931467085E-1,1.555659249E-2,-1.038053155E0,8.810022473E-1
5.031177085E-1,3.857024014E-2,-1.049237251E0,8.961924314E-1
5.130877085E-1,7.767077535E-2,-1.009518623E0,8.882050514E-1
5.230577085E-1,1.296250224E-1,-9.134571552E-1,8.716873527E-1
5.330277085E-1,1.697974652E-1,-7.971907258E-1,8.647232056E-1
5.429987083E-1,1.738219559E-1,-6.719637513E-1,8.576864600E-1
5.529687083E-1,1.664258242E-1,-5.312942266E-1,8.384842873E-1
5.629387083E-1,1.615863889E-1,-3.896898031E-1,8.066367507E-1
5.729097084E-1,1.553276926E-1,-2.468317449E-1,7.960392237E-1
5.828797084E-1,1.636157930E-1,-1.243010387E-1,8.025354743E-1
5.928497084E-1,1.804586947E-1,-3.282890841E-2,8.046205044E-1
6.028207084E-1,2.290573567E-1,1.444391161E-2,8.010216355E-1
6.127907084E-1,3.018644750E-1,-3.344405908E-3,7.889764309E-1
6.227607084E-1,3.570955694E-1,-5.608185381E-2,7.828058004E-1
6.327307085E-1,3.933851421E-1,-1.209945381E-1,7.658792734E-1
6.427017085E-1,4.115462303E-1,-1.624368578E-1,7.410904169E-1
6.526717085E-1,4.386289716E-1,-1.649620682E-1,7.091886401E-1
6.626417085E-1,4.777020514E-1,-1.469300240E-1,6.737243533E-1
6.726127085E-1,5.091595650E-1,-1.110319346E-1,6.360906959E-1
6.825827083E-1,5.529398322E-1,-6.056905538E-2,5.864054561E-1
6.925527083E-1,5.926044583E-1,-1.203241386E-2,5.287011266E-1
7.025237083E-1,6.441018581E-1,3.532296047E-2,4.797515869E-1
7.124937084E-1,6.706858277E-1,7.313318551E-2,4.213306308E-1
7.224637084E-1,7.120028138E-1,1.169789284E-1,3.710816205E-1
7.324337084E-1,7.598049641E-1,1.635552198E-1,3.315038383E-1
7.424047084E-1,8.345133662E-1,2.293407321E-1,3.048739731E-1
7.523747084E-1,9.138199091E-1,2.928802967E-1,2.722246945E-1
7.623447084E-1,1.013678193E0,3.382729590E-1,2.171056122E-1
7.723157085E-1,1.085921764E0,3.802914917E-1,1.651345640E-1
7.822857085E-1,1.149672389E0,4.377456307E-1,1.379270107E-1
7.922557085E-1,1.194137931E0,5.010244846E-1,1.009642109E-1
8.022267085E-1,1.226971745E0,5.360687971E-1,4.183879495E-2
8.121967085E-1,1.262866020E0,4.982116818E-1,-3.220080957E-2
8.221667085E-1,1.272967696E0,4.058161974E-1,-1.140396819E-1
8.321377083E-1,1.275971413E0,2.800582647E-1,-1.847117245E-1
8.421077083E-1,1.307334304E0,1.559489816E-1,-2.358339131E-1
8.520777083E-1,1.333303571E0,3.745083138E-2,-2.861807048E-1
8.620477084E-1,1.331710100E0,-4.616844654E-2,-3.472437561E-1
8.720187084E-1,1.321020722E0,-8.585806936E-2,-4.147125483E-1
8.819887084E-1,1.280066252E0,-1.277622133E-1,-4.768190086E-1
8.919587084E-1,1.264491320E0,-1.469084769E-1,-5.282909870E-1
9.019297084E-1,1.229727387E0,-1.426422894E-1,-5.776295066E-1
9.118997084E-1,1.207385778E0,-1.371998489E-1,-5.993396044E-1
9.218697085E-1,1.190443397E0,-1.028785482E-1,-6.110371351E-1
9.318407085E-1,1.174442053E0,-4.762462154E-2,-6.223659515E-1
9.418107085E-1,1.184975743E0,-3.239031415E-3,-6.308175325E-1
9.517807085E-1,1.188159466E0,2.031183429E-2,-6.389742494E-1
9.617517085E-1,1.212737203E0,3.489854932E-2,-6.155483127E-1
9.717217083E-1,1.233950138E0,5.609091744E-2,-5.954169035E-1
9.816917083E-1,1.248827100E0,8.580531180E-2,-6.019690037E-1
9.916617083E-1,1.251188755E0,1.035331711E-1,-5.821012855E-1
1.001632708E0,1.245823145E0,7.459984720E-2,-5.558881760E-1
1.011602708E0,1.244608641E0,2.773620188E-2,-5.291963816E-1
1.021572708E0,1.237775326E0,-2.367732488E-2,-5.175054669E-1
1.031543708E0,1.228213549E0,-5.743129179E-2,-5.150029063E-1
1.041513708E0,1.196066618E0,-9.610716999E-2,-4.983329475E-1
1.051483708E0,1.171738863E0,-1.501389891E-1,-4.823681116E-1
1.061454708E0,1.139891624E0,-1.811085641E-1,-4.705434740E-1
1.071424708E0,1.088818312E0,-1.869816333E-1,-4.662725627E-1
1.081394708E0,1.016411185E0,-1.353549361E-1,-4.770194590E-1
1.091365709E0,9.457820654E-1,-5.176524073E-2,-4.835069180E-1
1.101335709E0,8.829360604E-1,-2.012566105E-2,-4.640561342E-1
1.111305708E0,8.413313627E-1,-2.248389088E-2,-4.096360505E-1
1.121276708E0,7.930969000E-1,-4.137258977E-2,-3.711651266E-1
1.131246708E0,7.286319137E-1,-4.314571992E-2,-3.501937985E-1
1.141216708E0,6.698250771E-1,-2.940921672E-2,-2.986106873E-1
1.151187708E0,6.220911145E-1,-5.855298787E-2,-2.566211522E-1
1.161157708E0,5.825304389E-1,-1.272935569E-1,-2.221961915E-1
1.171127708E0,5.431268811E-1,-1.754618883E-1,-1.973848492E-1
1.181097708E0,5.190780759E-1,-1.621184200E-1,-1.950433850E-1
1.191068708E0,4.654220343E-1,-1.243380234E-1,-1.736398190E-1
1.201038708E0,4.047167003E-1,-1.380324662E-1,-1.224792376E-1
1.211008708E0,3.609093130E-1,-2.006401867E-1,-9.065978974E-2
1.220979667E0,2.881274223E-1,-2.631717324E-1,-8.173605800E-2
1.230949667E0,1.932605654E-1,-3.138032258E-1,-7.694130391E-2
1.240919667E0,2.016155869E-1,-3.189212978E-1,-7.739560306E-2
1.250890667E0,2.220177948E-1,-2.726185024E-1,-7.233746350E-2
1.260860667E0,2.576521337E-1,-2.153412998E-1,-6.134854630E-2
1.270830667E0,2.900942266E-1,-1.995551586E-1,-3.930103406E-2
1.280801667E0,3.042595088E-1,-2.348862886E-1,9.454833344E-3
1.290771667E0,3.330959678E-1,-2.817542255E-1,6.135105714E-2
1.300741667E0,3.419527709E-1,-3.043343723E-1,7.957191020E-2
1.310712667E0,3.194879293E-1,-3.184392750E-1,9.137291461E-2
1.320682667E0,3.125598431E-1,-3.041326404E-1,1.201380938E-1
1.330652667E0,3.024451435E-1,-2.399102300E-1,1.477526724E-1
1.340623667E0,3.340710104E-1,-1.351093203E-1,2.317051739E-1
1.350593667E0,3.655532897E-1,-2.753414214E-3,2.941903770E-1
1.360563667E0,3.817858696E-1,3.318288550E-2,3.696717024E-1
1.370534667E0,4.173963368E-1,-5.636617169E-2,4.555874169E-1
1.380504667E0,4.415159523E-1,-1.430597752E-1,4.990738928E-1
1.390474667E0,4.555161893E-1,-2.014732808E-1,5.093877912E-1
1.400445667E0,4.749239683E-1,-2.554216385E-1,5.290926695E-1
1.410415667E0,4.881060719E-1,-3.034962416E-1,5.671188831E-1
1.420385667E0,4.640257061E-1,-3.483794332E-1,5.838871002E-1
1.430355667E0,4.103260040E-1,-3.735734820E-1,6.031140685E-1
1.440326667E0,3.545097113E-1,-3.415812552E-1,5.995063186E-1
1.450296667E0,3.070881367E-1,-2.479386628E-1,5.795789361E-1
1.460266667E0,2.465507090E-1,-9.132290632E-2,5.268449187E-1
