"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.950216667E-2,1.952291870E1,3.089163208E1,-3.058227539E1
3.947116667E-2,1.930816650E1,3.106484985E1,-3.032995605E1
4.944016668E-2,1.934368896E1,3.103944397E1,-3.028677368E1
5.941016669E-2,1.953681946E1,3.107006073E1,-3.025854492E1
6.937916670E-2,1.937541199E1,3.106584930E1,-3.017977905E1
7.934816671E-2,1.922442627E1,3.118964386E1,-3.044796753E1
8.931816672E-2,1.916902161E1,3.097310638E1,-3.008703613E1
9.928716673E-2,1.935462952E1,3.101480865E1,-3.037753296E1
1.092561667E-1,1.922773743E1,3.088537598E1,-3.050228882E1
1.192261667E-1,1.931831360E1,3.118431091E1,-3.025762939E1
1.291947917E-1,1.933930969E1,3.107687378E1,-3.047854614E1
1.391637917E-1,1.926631165E1,3.069589233E1,-3.025765991E1
1.491337917E-1,1.937437439E1,3.082312775E1,-3.072683716E1
1.591027917E-1,1.923173523E1,3.098906708E1,-3.077407837E1
1.690717917E-1,1.922731018E1,3.114231110E1,-3.052450562E1
1.790417917E-1,1.918969727E1,3.100167847E1,-3.074722290E1
1.890107917E-1,1.929017639E1,3.098944092E1,-3.076321411E1
1.989807917E-1,1.932073975E1,3.107919312E1,-3.088113403E1
2.089497917E-1,1.949763489E1,3.089193726E1,-3.101321411E1
2.189187917E-1,1.946186829E1,3.088238525E1,-3.069546509E1
2.288887918E-1,1.969175720E1,3.106627655E1,-3.089453125E1
2.388577918E-1,1.959979248E1,3.088637543E1,-3.053955078E1
2.488267918E-1,1.979168701E1,3.091599274E1,-3.090002441E1
2.587967918E-1,1.985607910E1,3.114762115E1,-3.105661011E1
2.687657918E-1,2.004965210E1,3.076705170E1,-3.083328247E1
2.787347918E-1,2.026736450E1,3.064034271E1,-3.029446411E1
2.887047918E-1,2.007789612E1,3.073408508E1,-3.021948242E1
2.986737918E-1,2.022708130E1,3.088087463E1,-3.028356934E1
