"Time (s)","X (hPa)"
-4.969725832E-1,1.024770966E3
5.235124168E-1,1.024797821E3
1.544078417E0,1.024824677E3
2.564719417E0,1.024854813E3
3.585317417E0,1.024854813E3
4.606022417E0,1.024855499E3
4.761537417E0,1.024857559E3
5.706905417E0,1.024862289E3
6.652283417E0,1.024884567E3
7.597687417E0,1.024884567E3
8.543100417E0,1.024875259E3
9.488640417E0,1.024826813E3
1.043418442E1,1.024801102E3
1.137964042E1,1.024733505E3
1.232516942E1,1.024717102E3
1.327076942E1,1.024714890E3
1.421628542E1,1.024714890E3
1.516186942E1,1.024760818E3
1.610755142E1,1.024760818E3
1.705312942E1,1.024714661E3
1.799856742E1,1.024714661E3
1.894398442E1,1.024714661E3
1.988943842E1,1.024613876E3
2.083485242E1,1.024613876E3
2.178032242E1,1.024640198E3
2.272571142E1,1.024664230E3
2.367099742E1,1.024664230E3
2.461623442E1,1.024661179E3
2.556165442E1,1.024651642E3
2.650716942E1,1.024634323E3
2.745251042E1,1.024579163E3
2.839790442E1,1.024579163E3
2.934335742E1,1.024588547E3
3.028883242E1,1.024660721E3
3.123436842E1,1.024686432E3
3.217986642E1,1.024661102E3
3.312545442E1,1.024686432E3
3.407080342E1,1.024661102E3
3.501607942E1,1.024709473E3
3.596152242E1,1.024673691E3
3.690690442E1,1.024712219E3
3.785246342E1,1.024712219E3
3.879791142E1,1.024810715E3
3.974337942E1,1.024832077E3
4.068897742E1,1.024835358E3
4.163463742E1,1.024851151E3
4.258017942E1,1.024851151E3
4.352577342E1,1.024819717E3
4.447137942E1,1.024819717E3
4.541691242E1,1.024843216E3
4.636237642E1,1.024843216E3
4.730785642E1,1.024856415E3
4.825327642E1,1.024848709E3
4.919864742E1,1.024848709E3
5.014419542E1,1.024825668E3
5.108983842E1,1.024825668E3
5.203572642E1,1.024878922E3
5.298165242E1,1.024878922E3
5.392767942E1,1.024855576E3
5.487378842E1,1.024855576E3
5.582001742E1,1.024855576E3
5.676636842E1,1.024823761E3
5.771272242E1,1.024823761E3
5.865925542E1,1.024845200E3
5.960588642E1,1.024856110E3
6.055247742E1,1.024881134E3
