"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.442609310E-2,5.238129865E1,4.860444602E0,2.019127369E0,NaN,NaN,2.616644180E1,2.084216118E1
6.685805321E-2,5.238129865E1,4.860444602E0,2.020073414E0,NaN,NaN,2.616644180E1,2.632889175E1
4.946370125E-1,5.238129865E1,4.860444602E0,1.939277649E0,NaN,NaN,2.616644180E1,2.000163078E1
6.996277094E0,5.238129865E1,4.860444602E0,1.928507090E0,NaN,NaN,2.616644180E1,2.069290924E1
1.422659802E1,5.238129865E1,4.860444602E0,1.890966654E0,NaN,NaN,2.616644180E1,2.115946198E1
1.645996547E1,5.238098348E1,4.860449731E0,3.811912537E-1,7.300000191E-1,NaN,2.508345141E1,4.000000000E0
1.745995939E1,5.238096647E1,4.860431207E0,8.896141052E-1,7.300000191E-1,3.561328125E2,2.932700213E1,4.000000000E0
1.845994902E1,5.238118754E1,4.860529779E0,1.351650238E0,3.899999857E-1,3.111328125E2,2.657818691E1,4.000000000E0
1.945992053E1,5.238115351E1,4.860505220E0,1.419704437E0,3.799999952E-1,2.847656250E2,1.113389912E1,4.000000000E0
2.045991075E1,5.238114228E1,4.860489545E0,1.470912933E0,4.499999881E-1,2.840625000E2,1.186508129E1,4.000000000E0
2.145989764E1,5.238114228E1,4.860489545E0,1.470913000E0,4.499999881E-1,NaN,1.186508129E1,4.000000000E0
2.245987117E1,5.238113721E1,4.860482756E0,2.177944251E0,4.499999881E-1,NaN,1.108114457E1,4.000000000E0
2.345986331E1,5.238112791E1,4.860481834E0,2.217556068E0,3.899999857E-1,NaN,1.125616197E1,4.000000000E0
2.445985532E1,5.238111257E1,4.860478984E0,2.905239174E0,3.899999857E-1,NaN,1.099879564E1,4.000000000E0
2.545983064E1,5.238110188E1,4.860482924E0,3.103420325E0,5.000000000E-1,NaN,1.025576846E1,4.000000000E0
2.645982850E1,5.238110305E1,4.860504878E0,2.872890584E0,7.599999905E-1,1.589062532E2,1.471274176E1,9.378489381E0
2.745982730E1,5.238112257E1,4.860526844E0,2.796718710E0,7.599999905E-1,4.429688117E1,2.495378185E1,4.000000000E0
2.845980120E1,5.238113010E1,4.860534313E0,3.159084421E0,6.600000262E-1,1.406250187E1,2.435652006E1,4.000000000E0
2.945978093E1,5.238112547E1,4.860537406E0,3.194728919E0,0.000000000E0,NaN,1.439647795E1,9.857091660E0
3.045976079E1,5.238112195E1,4.860538831E0,4.105251380E0,0.000000000E0,NaN,1.438617969E1,9.872115636E0
3.145974147E1,5.238110682E1,4.860533131E0,4.346279211E0,6.100000143E-1,NaN,7.496426744E0,4.000000000E0
3.245972252E1,5.238109618E1,4.860522654E0,4.832790443E0,6.800000072E-1,NaN,7.963142226E0,4.000000000E0
3.345970511E1,5.238108319E1,4.860512763E0,4.421474525E0,6.299999952E-1,NaN,2.446027556E1,4.000000000E0
3.445968628E1,5.238108931E1,4.860491389E0,5.002590247E0,6.800000072E-1,NaN,2.379213412E1,4.000000000E0
3.545966876E1,5.238110242E1,4.860471021E0,4.384975501E0,1.440000057E0,NaN,2.392770844E1,4.000000000E0
3.645965207E1,5.238110565E1,4.860462639E0,4.297817298E0,5.600000024E-1,NaN,2.397507883E1,4.000000000E0
3.745963538E1,5.238110448E1,4.860459622E0,4.045742103E0,5.600000024E-1,NaN,2.402317386E1,4.000000000E0
3.845961893E1,5.238109031E1,4.860456940E0,4.342922281E0,5.600000024E-1,NaN,2.367761755E1,4.000000000E0
3.945960283E1,5.238107875E1,4.860451072E0,4.756862707E0,6.200000048E-1,NaN,2.362106137E1,4.000000000E0
4.045958734E1,5.238107279E1,4.860443948E0,5.283901284E0,6.499999762E-1,NaN,2.366583824E1,4.000000000E0
4.145957232E1,5.238111101E1,4.860476116E0,2.725056994E0,8.121736633E-1,NaN,1.627275464E1,6.294306129E0
4.245955718E1,5.238110171E1,4.860471436E0,2.347047758E0,5.784970657E-1,NaN,1.637974149E1,6.010399499E0
4.345954239E1,5.238110207E1,4.860459113E0,1.888321927E0,5.774395261E-1,NaN,1.648042725E1,5.728555744E0
4.445952785E1,5.238109628E1,4.860467565E0,1.485875820E0,2.044736036E-1,NaN,1.679209935E1,5.184650285E0
4.545951355E1,5.238112258E1,4.860456052E0,1.113961278E0,2.158899596E-1,NaN,1.686290582E1,5.144435916E0
4.645949888E1,5.238112342E1,4.860462060E0,8.221291872E-1,2.548458054E-1,NaN,1.666850497E1,1.444924398E0
4.745948601E1,5.238112639E1,4.860441767E0,5.956947282E-1,2.450768481E-1,NaN,1.734736693E1,1.447961791E0
4.845947194E1,5.238112690E1,4.860434471E0,4.271424664E-1,2.466315301E-1,NaN,1.864728661E1,1.449800103E0
4.945945835E1,5.238113029E1,4.860413687E0,-4.302294571E-1,0.000000000E0,NaN,2.040450837E1,1.415665157E0
5.045944524E1,5.238113369E1,4.860413382E0,-4.775431333E-1,3.471195249E-1,NaN,2.232076876E1,1.361570136E0
5.145943153E1,5.238113378E1,4.860412914E0,-5.383309508E-1,0.000000000E0,NaN,1.795614112E1,1.337088581E0
5.245941830E1,5.238113378E1,4.860412914E0,-5.383309508E-1,0.000000000E0,NaN,1.744703510E1,1.317459973E0
5.345940530E1,5.238111428E1,4.860416925E0,-2.589090075E-2,4.871491331E-2,NaN,1.718787778E1,1.281334204E0
5.445939302E1,5.238110869E1,4.860427678E0,-2.226556148E-1,1.252940174E-1,NaN,1.730422148E1,1.282186990E0
5.545938039E1,5.238110869E1,4.860427656E0,-2.602162641E-1,0.000000000E0,NaN,1.668369885E1,1.271035393E0
5.645936775E1,5.238110301E1,4.860414432E0,4.578163568E-2,1.705249305E-2,NaN,1.773970085E1,4.324266589E0
5.745935464E1,5.238113832E1,4.860433029E0,1.275733281E-1,2.453441189E-1,NaN,1.609571141E1,6.734159738E0
5.845934308E1,5.238113814E1,4.860437506E0,1.825714083E-1,0.000000000E0,NaN,1.629200141E1,6.244319294E0
5.945933056E1,5.238113814E1,4.860437506E0,1.825714083E-1,0.000000000E0,NaN,1.614384384E1,6.617940715E0
6.045931828E1,5.238113279E1,4.860463336E0,2.998964991E-1,0.000000000E0,NaN,1.617063990E1,6.552193403E0
6.145932555E1,5.238109965E1,4.860482200E0,-1.783301923E-1,1.764857590E-1,NaN,1.212144166E1,1.129741821E0
6.245929348E1,5.238102434E1,4.860457326E0,-4.725285992E-2,4.364970334E-1,NaN,1.075831309E1,1.135660661E0
