"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.325958339E-2,-1.131845093E1,2.653052521E1,-4.468441772E1
2.322958317E-2,-1.133752441E1,2.673872375E1,-4.436923218E1
3.319958318E-2,-1.122633362E1,2.672710419E1,-4.421224976E1
4.316958319E-2,-1.132777405E1,2.669297028E1,-4.433401489E1
5.313958321E-2,-1.111650085E1,2.677178192E1,-4.419729614E1
6.311058323E-2,-1.097991943E1,2.674794006E1,-4.408901978E1
7.308058324E-2,-1.088650513E1,2.689434814E1,-4.433636475E1
8.305058326E-2,-1.100914001E1,2.659496307E1,-4.401196289E1
9.302058327E-2,-1.079879761E1,2.689881134E1,-4.425900269E1
1.029905833E-1,-1.082125854E1,2.674448395E1,-4.414321899E1
1.129605833E-1,-1.089668274E1,2.685179138E1,-4.407043457E1
1.229315833E-1,-1.077137756E1,2.691361237E1,-4.419940186E1
1.329015833E-1,-1.076844788E1,2.675827026E1,-4.431427002E1
1.428715833E-1,-1.081195068E1,2.691044617E1,-4.419363403E1
1.528415834E-1,-1.096978760E1,2.683555603E1,-4.411590576E1
1.628115834E-1,-1.097630310E1,2.691075897E1,-4.414041138E1
1.727815834E-1,-1.069375610E1,2.704549408E1,-4.396395874E1
1.827515832E-1,-1.077574158E1,2.685742188E1,-4.401190186E1
1.927225832E-1,-1.054522705E1,2.697186279E1,-4.377206421E1
2.026925832E-1,-1.080993652E1,2.678697205E1,-4.384866333E1
2.126625832E-1,-1.071199036E1,2.695810699E1,-4.376004028E1
2.226325832E-1,-1.065911865E1,2.688922882E1,-4.391949463E1
2.326025832E-1,-1.070214844E1,2.686122131E1,-4.395236206E1
2.425725833E-1,-1.068705750E1,2.702954102E1,-4.389694214E1
2.525425833E-1,-1.085690308E1,2.690909576E1,-4.401718140E1
2.625135833E-1,-1.065411377E1,2.699398041E1,-4.373144531E1
2.724835833E-1,-1.048861694E1,2.671008301E1,-4.403945923E1
2.824535833E-1,-1.049871826E1,2.700454712E1,-4.398126221E1
2.924235833E-1,-1.049871826E1,2.700454712E1,-4.398126221E1
3.023935833E-1,-1.052565002E1,2.734526825E1,-4.414028931E1
3.123635834E-1,-1.058598328E1,2.750095367E1,-4.383731079E1
3.223345834E-1,-1.045364380E1,2.744208527E1,-4.352505493E1
3.323045834E-1,-1.042259216E1,2.745721436E1,-4.371774292E1
3.422745832E-1,-1.042259216E1,2.745721436E1,-4.371774292E1
3.522445832E-1,-1.043733215E1,2.751544952E1,-4.352902222E1
3.622145832E-1,-1.048951721E1,2.782670593E1,-4.325238037E1
3.721845832E-1,-1.037986755E1,2.811445618E1,-4.303741455E1
