"Time (s)","X (hPa)"
-5.568515419E-1,1.024931107E3
4.674094582E-1,1.024994659E3
1.491477458E0,1.025058136E3
2.515512458E0,1.025058136E3
3.539477458E0,1.024981766E3
4.563624458E0,1.024981766E3
4.713729458E0,1.025062561E3
5.661949458E0,1.025062561E3
6.610235458E0,1.025057907E3
7.558531458E0,1.025057907E3
8.506777458E0,1.025198441E3
9.454976458E0,1.025198441E3
1.040321846E1,1.025198441E3
1.135139146E1,1.025153961E3
1.229970446E1,1.025153961E3
1.324803846E1,1.025146713E3
1.419631846E1,1.025001678E3
1.514461446E1,1.025001678E3
1.609293846E1,1.025001678E3
1.704146946E1,1.025029907E3
1.798990146E1,1.025029907E3
1.893833946E1,1.024804688E3
1.988678546E1,1.024751816E3
2.083522546E1,1.024751816E3
2.178371746E1,1.024751816E3
2.273228046E1,1.024758453E3
2.368078446E1,1.024983749E3
2.462928146E1,1.024983749E3
2.557784246E1,1.024983749E3
2.652630046E1,1.024986115E3
2.747489846E1,1.025037155E3
2.842336246E1,1.025037155E3
2.937191146E1,1.025026398E3
3.032033646E1,1.025026398E3
3.126874746E1,1.025027847E3
3.221715746E1,1.025027847E3
3.316562546E1,1.024992142E3
3.411398946E1,1.024831314E3
3.506251746E1,1.024783478E3
3.601094546E1,1.024745941E3
3.695935146E1,1.024745941E3
3.790782746E1,1.024692307E3
3.885627446E1,1.024759598E3
3.980498346E1,1.024794464E3
4.075347746E1,1.024794464E3
4.170196646E1,1.024780121E3
4.265036546E1,1.024735947E3
4.359886146E1,1.024708099E3
4.454753046E1,1.024735947E3
4.549611446E1,1.024843369E3
4.644470346E1,1.024876709E3
4.739324446E1,1.024911880E3
4.834192246E1,1.024911880E3
4.929073846E1,1.024830093E3
5.023952146E1,1.024772186E3
5.118852646E1,1.024727783E3
5.213769746E1,1.024682693E3
5.308678646E1,1.024682693E3
5.403599146E1,1.024786835E3
5.498516646E1,1.024813080E3
5.593431146E1,1.024835281E3
5.688332446E1,1.024901352E3
5.783236946E1,1.024931564E3
5.878136846E1,1.024944611E3
5.973026346E1,1.024989090E3
6.067903946E1,1.024997559E3
6.162782746E1,1.025004349E3
6.257649746E1,1.025015869E3
