"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.325958339E-2,-1.201127619E-1,-1.150571858E-3,-4.523165524E-3
2.322958317E-2,-1.015973538E-1,9.706519544E-3,1.858963631E-2
3.319958318E-2,-8.712946624E-2,4.118934274E-2,3.198267519E-2
4.316958319E-2,-8.626071364E-2,6.813981384E-2,4.635405168E-2
5.313958321E-2,-8.663728833E-2,8.943258226E-2,4.382671416E-2
6.311058323E-2,-7.113265991E-2,1.079255044E-1,1.186675299E-2
7.308058324E-2,-6.216952205E-2,1.061078906E-1,-6.723975297E-3
8.305058326E-2,-6.469234824E-2,8.330415934E-2,5.749374628E-3
9.302058327E-2,-7.373750955E-2,6.434351206E-2,1.347227488E-2
1.029905833E-1,-7.128955424E-2,3.528862447E-2,1.150669996E-2
1.129605833E-1,-6.479463726E-2,7.330492139E-3,6.110869348E-3
1.229315833E-1,-4.847079515E-2,-9.463896044E-3,3.108921461E-3
1.329015833E-1,-3.803093731E-2,-2.055756003E-2,2.315565944E-3
1.428715833E-1,-3.295123205E-2,-1.591403224E-2,8.563309908E-3
1.528415834E-1,-3.941445798E-2,8.276631706E-4,2.384745702E-2
1.628115834E-1,-4.720579460E-2,2.727148123E-2,4.114099219E-2
1.727815834E-1,-5.266234651E-2,5.533241108E-2,4.934086651E-2
1.827515832E-1,-5.806427076E-2,5.971894041E-2,4.041094705E-2
1.927225832E-1,-5.815774947E-2,5.227513611E-2,2.885416336E-2
2.026925832E-1,-5.365012959E-2,3.177580237E-2,2.160394564E-2
2.126625832E-1,-4.658369720E-2,3.143892158E-3,1.961083524E-2
2.226325832E-1,-4.706231132E-2,-1.546140015E-2,1.858549193E-2
2.326025832E-1,-5.829152837E-2,-2.732098848E-2,2.007925883E-2
2.425725833E-1,-6.820695847E-2,-1.966905035E-2,3.308619931E-2
2.525425833E-1,-6.840377301E-2,-1.176745165E-2,4.430689290E-2
2.625135833E-1,-6.878087670E-2,-1.638404094E-2,5.987013876E-2
2.724835833E-1,-7.736717165E-2,-2.306031995E-2,7.213746011E-2
2.824535833E-1,-9.365960956E-2,-1.822416857E-2,9.492336214E-2
2.924235833E-1,-9.163480997E-2,4.490464460E-3,1.300467253E-1
3.023935833E-1,-8.737953007E-2,2.445852943E-2,1.623982340E-1
3.123635834E-1,-9.224219620E-2,2.643299662E-2,1.889398247E-1
3.223345834E-1,-1.165220141E-1,6.472421344E-3,2.063747346E-1
3.323045834E-1,-1.522515267E-1,-4.553911462E-2,2.179940939E-1
3.422745832E-1,-1.880441755E-1,-1.036716178E-1,2.424930483E-1
