"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.012529167E-2,-4.636802673E0,-4.035041809E1,-2.515411377E1
4.009629169E-2,-4.273384094E0,-3.997855377E1,-2.461154175E1
5.006629170E-2,-4.165012360E0,-3.979274368E1,-2.479290771E1
6.003629172E-2,-3.716213226E0,-3.957453918E1,-2.508181763E1
7.000729174E-2,-3.477489471E0,-3.956446457E1,-2.623516846E1
7.997729175E-2,-3.221725464E0,-3.943109512E1,-2.608990479E1
8.994829166E-2,-2.991764069E0,-3.927471924E1,-2.618984985E1
9.991829167E-2,-2.748908997E0,-3.940858459E1,-2.625598145E1
1.098892917E-1,-2.823486328E0,-3.931874466E1,-2.600115967E1
1.198592917E-1,-2.823348999E0,-3.915958405E1,-2.612463379E1
1.298302917E-1,-2.955818176E0,-3.943959808E1,-2.617864990E1
1.398002917E-1,-2.992156982E0,-3.925683594E1,-2.561166382E1
1.497702918E-1,-3.078365326E0,-3.936969757E1,-2.537911987E1
1.597412917E-1,-3.124961853E0,-3.954686737E1,-2.558929443E1
1.697112917E-1,-3.172336578E0,-3.944840240E1,-2.581063843E1
1.796822917E-1,-3.486434937E0,-3.942177200E1,-2.545529175E1
1.896522917E-1,-3.751228333E0,-3.957495117E1,-2.508276367E1
1.996232917E-1,-3.874351501E0,-3.960228729E1,-2.563479614E1
2.095932917E-1,-3.894023895E0,-3.961291504E1,-2.552639771E1
2.195632918E-1,-3.933898926E0,-3.966492844E1,-2.580844116E1
2.295342917E-1,-3.890262604E0,-3.950308228E1,-2.576037598E1
2.395042917E-1,-3.794532776E0,-3.934593582E1,-2.556634521E1
2.494752917E-1,-3.836776733E0,-3.943740845E1,-2.540362549E1
2.594452917E-1,-3.603855133E0,-3.933059692E1,-2.547668457E1
2.694162917E-1,-3.756584167E0,-3.938192368E1,-2.576937866E1
2.793862917E-1,-3.667640686E0,-3.936935043E1,-2.529681396E1
2.893562918E-1,-3.504947662E0,-3.897107315E1,-2.588964844E1
2.993272917E-1,-3.449562073E0,-3.894537354E1,-2.608151245E1
3.092972917E-1,-3.385059357E0,-3.916149902E1,-2.590969849E1
3.192682917E-1,-3.336135864E0,-3.948153687E1,-2.576712036E1
3.292382917E-1,-3.165195465E0,-3.928994751E1,-2.601571655E1
3.392092917E-1,-3.166332245E0,-3.932433319E1,-2.638812256E1
3.491792917E-1,-3.159202576E0,-3.942012787E1,-2.618051147E1
3.591492918E-1,-3.338333130E0,-3.929959869E1,-2.599468994E1
