"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.270791637E-3,3.161306763E1,2.912956238E1,-2.536618042E1
1.624079165E-2,3.154776001E1,2.918812561E1,-2.547354126E1
2.621079166E-2,3.159416962E1,2.925746155E1,-2.544525146E1
3.618079168E-2,3.146714783E1,2.919876099E1,-2.539266968E1
4.615179147E-2,3.159310913E1,2.904447937E1,-2.562298584E1
5.612179148E-2,3.146668243E1,2.929953003E1,-2.539700317E1
6.609179149E-2,3.162183380E1,2.894128418E1,-2.553579712E1
7.606279152E-2,3.164904022E1,2.879910278E1,-2.606820679E1
8.603279153E-2,3.181069183E1,2.887326050E1,-2.577603149E1
9.600279154E-2,3.166932678E1,2.845050049E1,-2.581072998E1
1.059727916E-1,3.163541412E1,2.838491821E1,-2.582214355E1
1.159437916E-1,3.182752228E1,2.782542419E1,-2.595690918E1
1.259137916E-1,3.192786407E1,2.792538452E1,-2.592617798E1
1.358837916E-1,3.162590027E1,2.802507019E1,-2.615585327E1
1.458547916E-1,3.183751678E1,2.812403870E1,-2.606726074E1
1.558247916E-1,3.194763184E1,2.801438904E1,-2.581024170E1
1.657947917E-1,3.203725433E1,2.801092529E1,-2.612738037E1
1.757647917E-1,3.193164825E1,2.791378784E1,-2.602853394E1
1.857357915E-1,3.214305115E1,2.767501831E1,-2.641079712E1
1.957057915E-1,3.224114227E1,2.755775452E1,-2.659768677E1
2.056757915E-1,3.241354370E1,2.736720276E1,-2.681481934E1
2.156467915E-1,3.261360168E1,2.729774475E1,-2.648352051E1
2.256167915E-1,3.258094025E1,2.726883698E1,-2.608514404E1
2.355867915E-1,3.267128754E1,2.748506165E1,-2.593743896E1
2.455567915E-1,3.281279755E1,2.728411102E1,-2.596606445E1
2.555277916E-1,3.274522400E1,2.719834137E1,-2.610723877E1
2.654977916E-1,3.293013763E1,2.694657898E1,-2.637149048E1
2.754677916E-1,3.311434174E1,2.710366058E1,-2.605331421E1
2.854377916E-1,3.313455200E1,2.671234131E1,-2.608148193E1
2.954087916E-1,3.317182922E1,2.659367371E1,-2.592318726E1
3.053787916E-1,3.319609833E1,2.674371338E1,-2.590026855E1
3.153487917E-1,3.314337921E1,2.685221863E1,-2.614657593E1
3.253197917E-1,3.311460114E1,2.680551910E1,-2.644732666E1
3.352897915E-1,3.319252777E1,2.630570221E1,-2.607257080E1
3.452597915E-1,3.330066681E1,2.659905243E1,-2.581762695E1
3.552297915E-1,3.345423126E1,2.638355255E1,-2.569155884E1
3.652007915E-1,3.353342438E1,2.595732880E1,-2.561190796E1
3.751707915E-1,3.377396393E1,2.571747589E1,-2.587091064E1
3.851407915E-1,3.366825104E1,2.573606873E1,-2.566265869E1
3.951117916E-1,3.394120789E1,2.528654480E1,-2.618026733E1
4.050817916E-1,3.399746704E1,2.500743103E1,-2.657424927E1
4.150517082E-1,3.406248474E1,2.476116943E1,-2.663546753E1
4.250217082E-1,3.381970215E1,2.431858826E1,-2.656124878E1
4.349927083E-1,3.379877472E1,2.398665619E1,-2.746313477E1
4.449627083E-1,3.372555542E1,2.369622040E1,-2.838720703E1
4.549327083E-1,3.366464233E1,2.325756836E1,-2.871517944E1
4.649027083E-1,3.343939972E1,2.273708344E1,-2.923968506E1
4.748737083E-1,3.347177124E1,2.211230469E1,-2.983804321E1
