"Time (s)","Distance (cm)"
2.333750017E-3,5.000000000E0
3.160549980E-2,0.000000000E0
4.833133332E-2,5.000000000E0
1.531818458E0,0.000000000E0
2.631804125E0,5.000000000E0
4.037593625E0,0.000000000E0
3.219928033E1,5.000000000E0
3.233411975E1,0.000000000E0
3.293395108E1,5.000000000E0
3.410244929E1,0.000000000E0
3.455231625E1,5.000000000E0
3.483567887E1,0.000000000E0
3.558578012E1,5.000000000E0
