"Time (s)","X (hPa)"
-5.424565834E-1,1.024957657E3
4.850134167E-1,1.024928970E3
1.512347417E0,1.024900284E3
2.539569417E0,1.024900284E3
3.566748417E0,1.024951096E3
4.593981417E0,1.024970245E3
4.739596417E0,1.025168762E3
5.690465417E0,1.025168762E3
6.641335417E0,1.025155716E3
7.592389417E0,1.024974289E3
8.543733417E0,1.024972000E3
9.494996417E0,1.024881134E3
1.044638342E1,1.024727859E3
1.139779742E1,1.024727859E3
1.234915342E1,1.025376968E3
1.330047342E1,1.025376968E3
1.425179242E1,1.025332947E3
1.520309342E1,1.025311661E3
1.615438442E1,1.025304947E3
1.710563542E1,1.024736633E3
1.805688842E1,1.024736633E3
1.900816242E1,1.024736633E3
1.995937642E1,1.024613800E3
2.091053342E1,1.024613800E3
2.186172942E1,1.024590454E3
2.281288642E1,1.024713669E3
2.376382642E1,1.024720764E3
2.471488842E1,1.024822693E3
2.566588842E1,1.025002975E3
2.661708242E1,1.025002975E3
2.756827042E1,1.024922714E3
2.851943142E1,1.024886017E3
2.947051542E1,1.024827499E3
3.042131942E1,1.024677124E3
3.137218942E1,1.024677124E3
3.232307142E1,1.024659729E3
3.327388342E1,1.024682541E3
3.422467342E1,1.024682541E3
3.517555242E1,1.024798355E3
3.612649642E1,1.024800186E3
3.707733642E1,1.024800186E3
3.802817042E1,1.024794693E3
3.897898042E1,1.024785233E3
3.992966842E1,1.024785233E3
4.088035142E1,1.024775085E3
4.183100442E1,1.024797745E3
4.278169442E1,1.024841156E3
4.373237942E1,1.024841156E3
4.468308242E1,1.024835739E3
4.563377942E1,1.024831543E3
4.658442542E1,1.024801483E3
4.753514542E1,1.024799957E3
4.848583442E1,1.024799957E3
4.943651342E1,1.024804688E3
5.038709042E1,1.024829178E3
5.133776342E1,1.024861984E3
5.228839242E1,1.024928894E3
5.323892742E1,1.024928894E3
5.418951642E1,1.024924850E3
5.514010642E1,1.024914169E3
5.609068442E1,1.024914169E3
5.704137842E1,1.024848709E3
5.799184842E1,1.024848709E3
5.894233542E1,1.024917526E3
5.989284942E1,1.024926605E3
6.084342142E1,1.024929428E3
6.179398342E1,1.024985275E3
6.274454542E1,1.025024567E3
6.369510842E1,1.025029602E3
6.464564242E1,1.025058136E3
6.559609442E1,1.025079346E3
6.654657642E1,1.025079346E3
6.749705642E1,1.025034866E3
6.844754042E1,1.025024643E3
