"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.544404170E-2,-2.200134657E-2,1.024373770E-1,-1.463041641E-2
2.541504172E-2,-1.135446038E-2,1.086259037E-1,-2.476973459E-3
3.538604174E-2,-4.277375527E-3,9.242430329E-2,2.828253619E-2
4.535704176E-2,-1.271332614E-3,5.519841239E-2,4.830782488E-2
5.532804178E-2,1.650155056E-3,1.002134662E-2,5.473616347E-2
6.529804179E-2,3.247230779E-3,-2.833967656E-2,5.832851678E-2
7.526904182E-2,2.667012450E-5,-6.986235082E-2,5.477292836E-2
8.524004184E-2,1.928910962E-3,-9.920199215E-2,4.614112899E-2
9.521104186E-2,-2.818972804E-3,-1.092735305E-1,2.968705259E-2
1.051820419E-1,2.308903728E-3,-9.946004301E-2,2.370854374E-3
1.151530417E-1,-1.022446528E-2,-8.840765804E-2,1.782740001E-4
1.251230417E-1,-9.052356705E-3,-7.472299039E-2,7.165757939E-3
1.350940417E-1,-1.843254082E-2,-4.543860257E-2,1.196397562E-2
1.450650417E-1,-1.966259070E-2,-8.498275653E-3,1.302467007E-2
1.550360417E-1,-2.487998828E-2,2.908798307E-2,6.664508022E-3
1.650070418E-1,-2.557791770E-2,4.506209120E-2,2.447332954E-3
1.749780418E-1,-1.701612025E-2,4.737158492E-2,4.305154085E-3
1.849480418E-1,-9.493234567E-3,3.963693976E-2,4.894784652E-3
1.949190418E-1,2.598848427E-3,3.996477649E-2,1.400252897E-2
2.048900418E-1,8.782781661E-3,4.049572721E-2,2.009845152E-2
2.148610419E-1,9.340713732E-3,3.198133409E-2,2.700642496E-2
2.248320417E-1,5.720584188E-3,1.683117636E-2,2.769678645E-2
2.348030417E-1,-4.203152843E-3,-5.562544800E-3,2.356888726E-2
2.447726668E-1,-1.044745557E-2,-2.434366383E-2,2.719184384E-2
2.547436669E-1,-1.294177212E-2,-2.858474851E-2,3.014076129E-2
2.647146669E-1,-2.687547822E-3,-2.850674279E-2,3.716805205E-2
2.746856667E-1,2.853957703E-3,-2.595223859E-2,4.111512005E-2
2.846566667E-1,-5.874157068E-5,-1.772786491E-2,3.689640760E-2
2.946276667E-1,-9.357205126E-4,-1.617444307E-2,3.606310487E-2
3.045976667E-1,2.362207044E-3,-2.466783859E-2,4.050348327E-2
3.145686667E-1,9.913866408E-3,-3.392738104E-2,4.913425446E-2
3.245396668E-1,1.265870407E-2,-3.688438609E-2,6.226244941E-2
3.345106668E-1,1.786252111E-2,-3.615254909E-2,6.957655400E-2
3.444816668E-1,2.038980834E-2,-3.524826840E-2,8.070088178E-2
3.544526668E-1,2.352514863E-2,-4.109283909E-2,9.531790763E-2
3.644226668E-1,2.993115969E-2,-5.184711888E-2,1.121911332E-1
3.743936669E-1,2.989946678E-2,-6.732434034E-2,1.291695833E-1
3.843646669E-1,2.581964061E-2,-7.983085513E-2,1.491082311E-1
3.943356667E-1,1.540641487E-2,-9.652674943E-2,1.650192887E-1
4.043066667E-1,3.678536159E-4,-1.252546906E-1,1.788163036E-1
4.142776667E-1,-1.336686686E-2,-1.789155304E-1,1.980824023E-1
