"Time (s)","X (hPa)"
-5.541965833E-1,1.019692917E3
4.728714167E-1,1.019735336E3
1.499928417E0,1.019744873E3
2.526921417E0,1.019744873E3
3.553932417E0,1.019744873E3
4.580994417E0,1.019849854E3
4.727172417E0,1.020091782E3
5.678384417E0,1.020091782E3
6.629620417E0,1.019798584E3
7.581150417E0,1.019777985E3
8.532750417E0,1.019763565E3
9.484350417E0,1.019563904E3
1.043596342E1,1.019563904E3
1.138761742E1,1.019663239E3
1.233934942E1,1.019681320E3
1.329106342E1,1.019708862E3
1.424270842E1,1.019708862E3
1.519444442E1,1.019681473E3
1.614629442E1,1.019641342E3
1.709826042E1,1.019582291E3
1.805020242E1,1.019442749E3
1.900229142E1,1.019442749E3
1.995449242E1,1.019451828E3
2.090664442E1,1.019470139E3
2.185865542E1,1.019527206E3
2.281075242E1,1.019553375E3
2.376300042E1,1.019587402E3
2.471516742E1,1.019613571E3
2.566735742E1,1.019705200E3
2.661953642E1,1.019705200E3
2.757175542E1,1.019640656E3
2.852382842E1,1.019640656E3
2.947589742E1,1.019609451E3
3.042798642E1,1.019552994E3
3.137999342E1,1.019552994E3
3.233203942E1,1.019564209E3
3.328397642E1,1.019575500E3
3.423599942E1,1.019600296E3
3.518796142E1,1.019600296E3
3.613987742E1,1.019686661E3
3.709164142E1,1.019686661E3
3.804326642E1,1.019686661E3
3.899493942E1,1.019715576E3
3.994650042E1,1.019728241E3
4.089795042E1,1.019728241E3
4.184947642E1,1.019728241E3
4.280089442E1,1.019728317E3
4.375229842E1,1.019748001E3
