"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.877304167E-2,1.039582938E-1,-1.816783398E-1,1.622088253E-1
2.874304168E-2,9.944560379E-2,-4.678103328E-2,1.917663962E-1
3.871304169E-2,8.980016410E-2,6.920548528E-2,1.940069199E-1
4.868304171E-2,8.100795001E-2,1.626057327E-1,1.922583580E-1
5.865304172E-2,7.654289901E-2,2.160487175E-1,1.721248627E-1
6.862304173E-2,8.358221501E-2,2.211569250E-1,1.343217492E-1
7.859304175E-2,9.149393439E-2,2.083553821E-1,8.666234463E-2
8.856204175E-2,1.030334905E-1,1.974932402E-1,3.846143931E-2
9.853204177E-2,9.483335167E-2,1.600966007E-1,-1.012500655E-2
1.085020418E-1,9.544650465E-2,1.046296135E-1,-4.298740625E-2
1.184720418E-1,9.598819166E-2,4.164665565E-2,-6.785920262E-2
1.284420418E-1,9.167489409E-2,-8.795103990E-3,-9.949246049E-2
1.384120416E-1,7.973461598E-2,-6.264901906E-2,-1.202422157E-1
1.483820416E-1,7.188389450E-2,-1.212334186E-1,-1.345782876E-1
1.583520416E-1,7.493321598E-2,-1.553924531E-1,-1.407986283E-1
1.683220416E-1,7.009214908E-2,-1.650849581E-1,-1.319678873E-1
1.782920416E-1,6.305421144E-2,-1.495752335E-1,-1.198228002E-1
1.882610417E-1,5.454932153E-2,-1.219162196E-1,-1.098230854E-1
1.982310417E-1,5.136844143E-2,-9.008718282E-2,-9.284596890E-2
2.082010417E-1,4.570454732E-2,-6.507878751E-2,-7.254908979E-2
2.181710417E-1,3.391020745E-2,-4.617486894E-2,-6.004900485E-2
2.281410417E-1,2.579516917E-2,-3.534084931E-2,-4.662734270E-2
2.381110417E-1,1.680220664E-2,-3.210217878E-2,-3.567562252E-2
2.480810417E-1,1.116518956E-2,-3.144572303E-2,-2.161658555E-2
2.580510417E-1,1.333886106E-2,-4.520574585E-2,-3.777667647E-3
2.680210418E-1,1.243540086E-2,-7.833260298E-2,1.205436699E-2
2.779910418E-1,1.528897788E-2,-1.087890491E-1,2.301327512E-2
2.879600418E-1,1.875347272E-2,-1.272219718E-1,3.793394193E-2
2.979300418E-1,2.235166915E-2,-1.155078039E-1,4.394575953E-2
3.079000418E-1,3.361056373E-2,-9.179396182E-2,5.039153993E-2
