"Time (s)","X (hPa)"
-5.254785833E-1,1.024769287E3
4.978194167E-1,1.024782562E3
1.521082417E0,1.024795837E3
2.544367417E0,1.024820557E3
3.567840417E0,1.024840012E3
4.591412417E0,1.024867554E3
4.743001417E0,1.024926453E3
5.690946417E0,1.024926453E3
6.639067417E0,1.024911652E3
7.587093417E0,1.024882965E3
8.535378417E0,1.024857559E3
9.483808417E0,1.024786606E3
1.043218942E1,1.024762115E3
1.138051942E1,1.024762115E3
1.232898042E1,1.024799576E3
1.327757742E1,1.024799576E3
1.422615642E1,1.024799576E3
1.517476442E1,1.024869003E3
1.612326742E1,1.024869003E3
1.707180742E1,1.024777069E3
1.802033342E1,1.024777069E3
1.896884442E1,1.024777069E3
1.991740442E1,1.024625931E3
2.086586042E1,1.024523315E3
2.181421442E1,1.024464569E3
2.276246642E1,1.024523315E3
2.371074742E1,1.024540100E3
2.465896142E1,1.024548492E3
2.560714142E1,1.024604797E3
2.655534542E1,1.024608383E3
2.750344042E1,1.024608383E3
2.845159642E1,1.024608383E3
2.939993642E1,1.024692612E3
3.034811042E1,1.024720306E3
3.129625942E1,1.024751511E3
3.224438742E1,1.024828186E3
3.319261242E1,1.024828186E3
3.414075742E1,1.024870377E3
3.508862242E1,1.024922256E3
3.603661042E1,1.024998322E3
3.698455142E1,1.024998322E3
3.793245342E1,1.024924011E3
3.888030542E1,1.024896164E3
3.982811442E1,1.024638901E3
4.077570242E1,1.024402313E3
4.172321442E1,1.024402313E3
4.267071842E1,1.024455261E3
4.361827342E1,1.024682388E3
4.456589942E1,1.024760971E3
4.551375142E1,1.024859314E3
4.646158042E1,1.024875259E3
4.740918342E1,1.024875259E3
