"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.877304167E-2,2.165956116E1,-9.146575928E-1,-4.380117798E1
2.874304168E-2,2.168423462E1,-1.129570007E0,-4.384573364E1
3.871304169E-2,2.159930420E1,-1.163085938E0,-4.367019653E1
4.868304171E-2,2.152429199E1,-1.436149597E0,-4.359719849E1
5.865304172E-2,2.166329956E1,-1.353576660E0,-4.347817993E1
6.862304173E-2,2.171415710E1,-1.398002625E0,-4.356109619E1
7.859304175E-2,2.183508301E1,-1.498306274E0,-4.331799316E1
8.856204175E-2,2.185083008E1,-1.670158386E0,-4.347421265E1
9.853204177E-2,2.203645325E1,-1.815750122E0,-4.330010986E1
1.085020418E-1,2.216819763E1,-1.923057556E0,-4.339532471E1
1.184720418E-1,2.212506104E1,-1.916259766E0,-4.329089355E1
1.284420418E-1,2.215907288E1,-1.600936890E0,-4.285958862E1
1.384120416E-1,2.185494995E1,-1.576202393E0,-4.338351440E1
1.483820416E-1,2.191365051E1,-1.726196289E0,-4.284744263E1
1.583520416E-1,2.209497070E1,-1.846199036E0,-4.295547485E1
1.683220416E-1,2.198051453E1,-1.601295471E0,-4.277493286E1
1.782920416E-1,2.187927246E1,-1.730804443E0,-4.335778809E1
1.882610417E-1,2.189842224E1,-1.847946167E0,-4.339230347E1
1.982310417E-1,2.186140442E1,-1.795692444E0,-4.335092163E1
2.082010417E-1,2.175384521E1,-1.821403503E0,-4.326586914E1
2.181710417E-1,2.161268616E1,-1.899696350E0,-4.369894409E1
2.281410417E-1,2.174545288E1,-1.887802124E0,-4.356604004E1
2.381110417E-1,2.185438538E1,-1.939773560E0,-4.334710693E1
2.480810417E-1,2.174954224E1,-1.847991943E0,-4.362475586E1
2.580510417E-1,2.157086182E1,-1.669120789E0,-4.300506592E1
2.680210418E-1,2.156140137E1,-1.678840637E0,-4.357489014E1
2.779910418E-1,2.174989319E1,-1.700592041E0,-4.343923950E1
2.879600418E-1,2.147128296E1,-1.943473816E0,-4.359109497E1
2.979300418E-1,2.148231506E1,-1.613441467E0,-4.371508789E1
3.079000418E-1,2.148106384E1,-1.620475769E0,-4.360302734E1
3.178700416E-1,2.167573547E1,-1.736167908E0,-4.346960449E1
3.278400416E-1,2.153207397E1,-1.857582092E0,-4.363125610E1
3.378100416E-1,2.120446777E1,-1.954360962E0,-4.343051147E1
3.477800416E-1,2.137243652E1,-1.927238464E0,-4.354019165E1
3.577500416E-1,2.149964905E1,-2.081146240E0,-4.397946167E1
3.677200417E-1,2.119709778E1,-1.983131409E0,-4.390264893E1
3.776900417E-1,2.125602722E1,-1.959548950E0,-4.394268799E1
3.876590417E-1,2.095770264E1,-1.978202820E0,-4.332150269E1
3.976290417E-1,2.099699402E1,-2.048454285E0,-4.353991699E1
4.075990417E-1,2.091094971E1,-2.175216675E0,-4.384460449E1
4.175690417E-1,2.098483276E1,-2.277648926E0,-4.422320557E1
4.275390417E-1,2.072018433E1,-2.426544189E0,-4.381085205E1
4.375090417E-1,2.043331909E1,-2.335884094E0,-4.379718018E1
4.474790418E-1,2.037385559E1,-2.519134521E0,-4.411380005E1
4.574490418E-1,2.006970215E1,-2.676223755E0,-4.401004028E1
4.674190418E-1,1.993911743E1,-2.857482910E0,-4.405355835E1
4.773890418E-1,1.963464355E1,-2.969459534E0,-4.423074341E1
4.873574583E-1,1.958111572E1,-3.299324036E0,-4.422619629E1
4.973274583E-1,1.928196716E1,-3.255905151E0,-4.463635254E1
5.072974584E-1,1.888827515E1,-3.455047607E0,-4.484735107E1
5.172674584E-1,1.855201721E1,-3.375732422E0,-4.468118286E1
5.272374584E-1,1.815402222E1,-3.737174988E0,-4.466503906E1
5.372074584E-1,1.779235840E1,-3.820320129E0,-4.547259521E1
5.471774584E-1,1.745965576E1,-4.095069885E0,-4.533349609E1
5.571474584E-1,1.718202209E1,-4.198997498E0,-4.536813354E1
5.671174584E-1,1.672244263E1,-4.279586792E0,-4.532183838E1
5.770864584E-1,1.639315796E1,-4.480690002E0,-4.556222534E1
5.870564585E-1,1.585192871E1,-4.700523376E0,-4.566207886E1
5.970264585E-1,1.536857605E1,-4.556472778E0,-4.601528931E1
6.069964583E-1,1.505754089E1,-4.835494995E0,-4.613967896E1
6.169664583E-1,1.463876343E1,-4.866462708E0,-4.595098877E1
6.269364583E-1,1.415287781E1,-5.258689880E0,-4.634451294E1
6.369064583E-1,1.360482788E1,-5.228981018E0,-4.626544189E1
6.468764583E-1,1.318997192E1,-5.111991882E0,-4.655374146E1
6.568464583E-1,1.242796326E1,-5.274780273E0,-4.634231567E1
6.668164583E-1,1.190702820E1,-5.434631348E0,-4.686260986E1
6.767854583E-1,1.134051514E1,-5.395530701E0,-4.700302124E1
6.867554584E-1,1.083120728E1,-5.787864685E0,-4.714501953E1
6.967254584E-1,1.016172791E1,-5.655914307E0,-4.704244995E1
7.066954584E-1,9.170654297E0,-5.451622009E0,-4.735821533E1
7.166654584E-1,8.533264160E0,-5.442291260E0,-4.768667603E1
7.266354584E-1,7.763580322E0,-5.611618042E0,-4.805615234E1
7.366054584E-1,7.235687256E0,-5.501625061E0,-4.808224487E1
7.465754584E-1,6.546478271E0,-5.848289490E0,-4.793246460E1
7.565454585E-1,5.856674194E0,-5.778388977E0,-4.795684814E1
7.665144585E-1,5.007049561E0,-6.058128357E0,-4.754129028E1
7.764844585E-1,4.416763306E0,-6.065544128E0,-4.803048706E1
7.864544583E-1,3.451309204E0,-6.382095337E0,-4.795175171E1
7.964244583E-1,2.949676514E0,-6.585922241E0,-4.821124268E1
8.063944583E-1,2.013504028E0,-6.833122253E0,-4.800241089E1
8.163644583E-1,1.497116089E0,-6.995384216E0,-4.800402832E1
8.263344583E-1,6.920318604E-1,-6.999343872E0,-4.828179932E1
8.363044583E-1,9.249877930E-2,-7.052986145E0,-4.818209839E1
8.462744583E-1,-2.227325439E-1,-7.005134583E0,-4.747933960E1
8.562434583E-1,-6.519012451E-1,-7.361267090E0,-4.761425781E1
8.662134584E-1,-1.230819702E0,-7.437927246E0,-4.769085693E1
8.761834584E-1,-1.735748291E0,-7.482246399E0,-4.769100952E1
8.861534584E-1,-2.161148071E0,-7.750335693E0,-4.747351074E1
8.961234584E-1,-2.401138306E0,-7.921379089E0,-4.748123169E1
9.060934584E-1,-2.873168945E0,-7.972564697E0,-4.735528564E1
9.160634584E-1,-3.297805786E0,-8.267494202E0,-4.758306885E1
9.260334584E-1,-3.636901855E0,-8.151496887E0,-4.739358521E1
9.360034585E-1,-3.939758301E0,-8.470153809E0,-4.757733154E1
9.459734585E-1,-4.236587524E0,-9.051765442E0,-4.731262207E1
9.559424585E-1,-4.575866699E0,-9.046348572E0,-4.701205444E1
9.659124583E-1,-4.871017456E0,-8.957992554E0,-4.688980103E1
9.758824583E-1,-5.278900146E0,-9.252090454E0,-4.686236572E1
9.858524583E-1,-5.600234985E0,-9.375701904E0,-4.717007446E1
9.958224583E-1,-5.834777832E0,-9.756149292E0,-4.678063965E1
1.005792458E0,-5.811569214E0,-9.625579834E0,-4.687799072E1
1.015762458E0,-5.811569214E0,-9.625579834E0,-4.687799072E1
1.025732458E0,-6.369445801E0,-1.004431152E1,-4.626480103E1
1.035702458E0,-6.717987061E0,-1.014044952E1,-4.612438965E1
1.045671458E0,-7.017959595E0,-1.023427582E1,-4.623211670E1
1.055641458E0,-7.135925293E0,-1.063197327E1,-4.595248413E1
1.065611458E0,-7.141586304E0,-1.069682312E1,-4.597052002E1
1.075581458E0,-7.106399536E0,-1.093369293E1,-4.588433838E1
1.085551458E0,-7.018539429E0,-1.118824005E1,-4.614773560E1
1.095521458E0,-6.898193359E0,-1.158375549E1,-4.631610107E1
1.105491458E0,-6.777450562E0,-1.184566498E1,-4.567279053E1
1.115461458E0,-6.590011597E0,-1.179258728E1,-4.601153564E1
1.125430458E0,-6.604202271E0,-1.178743744E1,-4.574420166E1
1.135400458E0,-6.722183228E0,-1.190148163E1,-4.555914307E1
1.145370458E0,-6.628967285E0,-1.261643982E1,-4.593695068E1
1.155340458E0,-6.534271240E0,-1.273054504E1,-4.556295776E1
1.165310458E0,-6.477310181E0,-1.263892365E1,-4.523080444E1
1.175280458E0,-6.403060913E0,-1.289234161E1,-4.543704224E1
1.185250458E0,-6.362258911E0,-1.320707703E1,-4.492483521E1
1.195220458E0,-6.558883667E0,-1.330726624E1,-4.495333862E1
1.205190458E0,-6.533035278E0,-1.333967590E1,-4.503543091E1
1.215160458E0,-6.366287231E0,-1.344792938E1,-4.503305054E1
1.225129458E0,-6.021560669E0,-1.340454102E1,-4.552087402E1
1.235099458E0,-5.880676270E0,-1.337159729E1,-4.515057373E1
1.245069458E0,-5.850585938E0,-1.361203003E1,-4.481564331E1
1.255039458E0,-5.552169800E0,-1.364893341E1,-4.465240479E1
1.265009458E0,-5.442611694E0,-1.377729034E1,-4.509701538E1
1.274979458E0,-5.218139648E0,-1.389347839E1,-4.489541626E1
1.284949458E0,-5.172286987E0,-1.380169678E1,-4.522817993E1
1.294919458E0,-4.996643066E0,-1.381459045E1,-4.506613159E1
1.304888458E0,-4.716217041E0,-1.365211487E1,-4.564389038E1
1.314858458E0,-4.734909058E0,-1.392713165E1,-4.553961182E1
1.324828458E0,-4.635177612E0,-1.387562561E1,-4.542749023E1
1.334798458E0,-4.923202515E0,-1.388499451E1,-4.541226196E1
1.344768458E0,-5.033462524E0,-1.403208923E1,-4.484390259E1
1.354738458E0,-5.070724487E0,-1.408767700E1,-4.521533203E1
1.364708458E0,-5.311492920E0,-1.420965576E1,-4.495751953E1
1.374678458E0,-5.757415771E0,-1.430878448E1,-4.478964233E1
1.384648458E0,-5.826202393E0,-1.433930969E1,-4.476550293E1
1.394617458E0,-6.001464844E0,-1.455860138E1,-4.449237061E1
1.404587458E0,-6.083419800E0,-1.447111511E1,-4.470977783E1
1.414557458E0,-6.160217285E0,-1.460623169E1,-4.480676270E1
1.424527458E0,-5.901275635E0,-1.470031738E1,-4.480075073E1
1.434497458E0,-5.783889771E0,-1.438898468E1,-4.534695435E1
1.444467458E0,-5.279235840E0,-1.431991577E1,-4.494808960E1
1.454437458E0,-4.835418701E0,-1.436091614E1,-4.462448120E1
1.464407458E0,-4.283996582E0,-1.425436401E1,-4.469424438E1
1.474376458E0,-3.768829346E0,-1.422088623E1,-4.461917114E1
1.484346167E0,-3.391265869E0,-1.417573547E1,-4.517706299E1
1.494316167E0,-3.242431641E0,-1.408433533E1,-4.514831543E1
1.504286167E0,-2.980407715E0,-1.389750671E1,-4.501013184E1
1.514256167E0,-3.079421997E0,-1.385364532E1,-4.488458252E1
1.524226167E0,-2.936340332E0,-1.352935028E1,-4.510617065E1
1.534196167E0,-3.116821289E0,-1.355616760E1,-4.489807129E1
1.544166167E0,-3.242431641E0,-1.354627991E1,-4.506854248E1
1.554136167E0,-3.494979858E0,-1.352486420E1,-4.505856323E1
1.564105167E0,-3.353317261E0,-1.358204651E1,-4.504010010E1
1.574075167E0,-3.776840210E0,-1.366610718E1,-4.487789917E1
1.584045167E0,-3.904891968E0,-1.398731995E1,-4.512869263E1
1.594015167E0,-3.964736938E0,-1.391986847E1,-4.554357910E1
1.603985167E0,-3.909683228E0,-1.363639832E1,-4.510522461E1
1.613955167E0,-3.645019531E0,-1.360836792E1,-4.523446655E1
1.623925167E0,-3.487594604E0,-1.348149109E1,-4.554946899E1
1.633895167E0,-3.437026978E0,-1.338375092E1,-4.536004639E1
1.643864167E0,-2.964950562E0,-1.396681213E1,-4.522454834E1
1.653834167E0,-2.435104370E0,-1.378904724E1,-4.526730347E1
1.663804167E0,-1.920196533E0,-1.399189758E1,-4.552279663E1
1.673774167E0,-1.800018311E0,-1.367544556E1,-4.543875122E1
1.683744167E0,-1.551177979E0,-1.380965424E1,-4.541708374E1
1.693714167E0,-1.328186035E0,-1.396755981E1,-4.497607422E1
1.703684167E0,-9.347991943E-1,-1.396038818E1,-4.525439453E1
1.713654167E0,-4.087371826E-1,-1.375389862E1,-4.494223022E1
