"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.670410895E1,5.238102979E1,4.860619650E0,5.280098747E-1,5.369629382E-1,NaN,1.467362133E1,9.439579984E0
3.770409596E1,5.238103615E1,4.860613754E0,4.801936792E-1,6.263017164E-1,NaN,1.488440808E1,9.103583321E0
3.870408213E1,5.238103719E1,4.860613383E0,4.255233202E-1,3.884417253E-1,NaN,1.532315400E1,8.343966975E0
3.970406997E1,5.238104174E1,4.860617979E0,3.871696200E-1,3.332154132E-1,NaN,1.559115986E1,7.831766572E0
4.070405674E1,5.238104482E1,4.860603821E0,3.643810507E-1,5.281135722E-1,NaN,1.566347553E1,7.686115244E0
4.170404387E1,5.238104670E1,4.860605682E0,3.354824511E-1,3.692435230E-1,NaN,1.186539665E1,1.413837552E0
4.270403123E1,5.238105018E1,4.860595454E0,3.098354507E-1,3.630005934E-1,NaN,1.281517954E1,1.414034156E0
4.370401812E1,5.238106858E1,4.860587091E0,3.030723529E-1,5.988954457E-1,NaN,1.421982400E1,1.439678969E0
4.470400643E1,5.238107682E1,4.860581860E0,2.919930387E-1,6.653353616E-1,NaN,1.522705482E1,1.439900856E0
4.570399344E1,5.238101087E1,4.860620595E0,3.631849783E-1,6.616199269E-1,NaN,1.518851760E1,1.412762930E0
4.670398164E1,5.238101940E1,4.860631940E0,4.716066904E-1,4.409340577E-1,NaN,1.053594151E1,1.409814553E0
4.770396829E1,5.238101031E1,4.860640711E0,4.411607701E-1,5.461711811E-1,NaN,1.085208029E1,1.410908323E0
4.870395648E1,5.238100382E1,4.860650333E0,4.380904287E-1,4.772400733E-1,NaN,1.084449720E1,1.437067961E0
4.970394433E1,5.238100562E1,4.860651223E0,4.192448594E-1,2.421605294E-1,NaN,1.071153229E1,1.436730986E0
