"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.199503899E-2,5.238129865E1,4.860444602E0,9.399258345E-2,NaN,NaN,2.616644180E1,5.196671295E1
5.583630800E-1,5.238129865E1,4.860444602E0,2.487161040E0,NaN,NaN,2.616644180E1,2.602000046E1
5.127767086E0,5.238129865E1,4.860444602E0,2.156985521E0,NaN,NaN,2.616644180E1,2.160381889E1
6.703244209E0,5.238109295E1,4.860544447E0,9.552268982E-1,0.000000000E0,NaN,2.096342581E1,4.000000000E0
7.703232646E0,5.238109140E1,4.860543944E0,1.288051605E0,0.000000000E0,NaN,2.809412719E1,4.000000000E0
8.703221679E0,5.238109798E1,4.860543022E0,1.472072601E0,0.000000000E0,3.452343750E2,2.664197263E1,4.000000000E0
9.703212023E0,5.238111747E1,4.860556936E0,2.195156097E0,1.639999986E0,3.575390625E2,2.464005845E1,4.000000000E0
1.070430255E1,5.238115276E1,4.860594403E0,3.766201019E0,1.639999986E0,3.498046875E2,8.713756791E0,4.000000000E0
1.170431161E1,5.238116986E1,4.860618459E0,3.780666351E0,1.419999957E0,3.459375000E2,8.053675878E0,4.000000000E0
1.270430040E1,5.238117673E1,4.860636229E0,4.145778656E0,1.070000052E0,3.413671875E2,7.112252548E0,4.000000000E0
1.370430851E1,5.238118893E1,4.860641509E0,5.326381683E0,1.450000048E0,3.399609375E2,6.874534598E0,4.000000000E0
1.470431447E1,5.238121105E1,4.860611754E0,7.082485199E0,3.569999933E0,3.097265625E2,6.208072211E0,4.000000000E0
1.570430171E1,5.238122773E1,4.860569760E0,5.791164398E0,2.009999990E0,2.967187500E2,6.542449227E0,4.000000000E0
1.670430601E1,5.238123586E1,4.860543393E0,5.791164782E0,2.009999990E0,2.967187291E2,6.542449227E0,4.000000000E0
1.770431161E1,5.238122983E1,4.860498639E0,5.909145805E0,2.210000038E0,2.798437247E2,7.524020703E0,4.000000000E0
1.870430052E1,5.238122347E1,4.860499078E0,6.489040477E0,6.700000167E-1,2.808984298E2,6.569455266E0,4.000000000E0
1.970430315E1,5.238120790E1,4.860488968E0,7.407558583E0,9.599999785E-1,2.569921766E2,5.992021295E0,4.000000000E0
2.070431185E1,5.238119834E1,4.860488171E0,6.825588330E0,6.700000167E-1,2.369531185E2,6.244526590E0,4.000000000E0
2.170429802E1,5.238119513E1,4.860497424E0,5.630519934E0,0.000000000E0,NaN,7.299015916E0,4.000000000E0
2.270429277E1,5.238118972E1,4.860496083E0,5.768825598E0,0.000000000E0,NaN,7.443671218E0,4.000000000E0
2.370429611E1,5.238118524E1,4.860495077E0,6.305019447E0,0.000000000E0,NaN,7.089404853E0,4.000000000E0
2.470428169E1,5.238117384E1,4.860497843E0,5.829067298E0,0.000000000E0,NaN,6.930407115E0,4.000000000E0
2.570426571E1,5.238116290E1,4.860501364E0,6.062954017E0,0.000000000E0,NaN,6.621133900E0,4.000000000E0
2.670425081E1,5.238113872E1,4.860507566E0,6.301479408E0,0.000000000E0,NaN,5.706653218E0,4.000000000E0
2.770423710E1,5.238110322E1,4.860515278E0,6.437954017E0,0.000000000E0,NaN,4.806493976E0,4.000000000E0
2.870422101E1,5.238109283E1,4.860512931E0,7.158779211E0,0.000000000E0,NaN,4.612804586E0,4.000413405E0
2.970420599E1,5.238108566E1,4.860511590E0,7.655849525E0,0.000000000E0,NaN,2.248419674E1,4.000000000E0
3.070419192E1,5.238108323E1,4.860512596E0,8.656520911E0,0.000000000E0,NaN,2.234426256E1,4.000000000E0
3.170417857E1,5.238108424E1,4.860512931E0,9.598171302E0,0.000000000E0,NaN,2.224329914E1,3.385713292E0
3.270416355E1,5.238108566E1,4.860512344E0,1.049148185E1,0.000000000E0,NaN,2.183230647E1,3.706524079E0
3.370415032E1,5.238108482E1,4.860512512E0,1.025655753E1,2.000000030E-1,NaN,2.183230645E1,3.706523791E0
3.470413601E1,5.238108465E1,4.860515194E0,8.928066321E0,1.599999964E-1,NaN,2.229345888E1,3.344019310E0
3.570412350E1,5.238108428E1,4.860516619E0,9.190151284E0,0.000000000E0,NaN,2.236823974E1,3.280696720E0
