"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.457204181E-2,1.867895508E1,-2.392682648E1,-3.712908936E1
2.454304183E-2,1.876032257E1,-2.393335724E1,-3.742166138E1
3.451304184E-2,1.869063568E1,-2.387537384E1,-3.730786133E1
4.448304186E-2,1.862025452E1,-2.415005493E1,-3.712915039E1
5.445304164E-2,1.841182709E1,-2.412141418E1,-3.721200562E1
6.442404166E-2,1.875720215E1,-2.383158112E1,-3.733004761E1
7.439404167E-2,1.878206635E1,-2.365224457E1,-3.747329712E1
8.436404169E-2,1.879857635E1,-2.389794922E1,-3.724752808E1
9.433504171E-2,1.871190643E1,-2.403733063E1,-3.727294922E1
1.043050417E-1,1.871675110E1,-2.372200012E1,-3.737524414E1
1.142750417E-1,1.866969299E1,-2.380515289E1,-3.730520630E1
1.242450417E-1,1.868434143E1,-2.399637604E1,-3.739080811E1
1.342160418E-1,1.865180206E1,-2.405970764E1,-3.753009033E1
1.441860418E-1,1.882517242E1,-2.414057922E1,-3.751486206E1
1.541560418E-1,1.866223145E1,-2.420019531E1,-3.766748047E1
1.641270418E-1,1.863768005E1,-2.415599823E1,-3.707409668E1
1.740970418E-1,1.874234009E1,-2.421614838E1,-3.771878052E1
1.840670418E-1,1.865522766E1,-2.420475006E1,-3.772042847E1
1.940380416E-1,1.857173157E1,-2.426699066E1,-3.790878296E1
2.040080416E-1,1.853672028E1,-2.442037964E1,-3.755682373E1
2.139780417E-1,1.836834717E1,-2.426338196E1,-3.712835693E1
2.239487085E-1,1.846793365E1,-2.434868622E1,-3.757534790E1
2.339197085E-1,1.831845856E1,-2.404042816E1,-3.755453491E1
2.438897083E-1,1.822308350E1,-2.440522003E1,-3.722879028E1
2.538597083E-1,1.819359589E1,-2.428011322E1,-3.744808960E1
2.638307083E-1,1.840892792E1,-2.436370850E1,-3.737365723E1
2.738007084E-1,1.827998352E1,-2.423976135E1,-3.717440796E1
2.837707084E-1,1.807962799E1,-2.413038635E1,-3.743353271E1
2.937407084E-1,1.826080322E1,-2.434310150E1,-3.735409546E1
3.037117084E-1,1.796872711E1,-2.415875244E1,-3.738021851E1
3.136817084E-1,1.789974213E1,-2.418217468E1,-3.731216431E1
3.236517084E-1,1.768327332E1,-2.433159637E1,-3.753063965E1
3.336227085E-1,1.732060242E1,-2.440240479E1,-3.750347900E1
3.435927085E-1,1.744400787E1,-2.451421356E1,-3.744683838E1
3.535627085E-1,1.716057587E1,-2.450554657E1,-3.774926758E1
3.635327085E-1,1.693045044E1,-2.459786224E1,-3.767337036E1
3.735037085E-1,1.659804535E1,-2.453633881E1,-3.751217651E1
3.834737085E-1,1.648633575E1,-2.475167847E1,-3.746096802E1
3.934437083E-1,1.597621155E1,-2.478430939E1,-3.745501709E1
4.034147083E-1,1.557459259E1,-2.486028290E1,-3.779376221E1
4.133847083E-1,1.539502716E1,-2.512113190E1,-3.769558716E1
4.233547084E-1,1.496090698E1,-2.507301331E1,-3.770822144E1
4.333257084E-1,1.465103149E1,-2.534056854E1,-3.787063599E1
4.432957084E-1,1.423466492E1,-2.545397186E1,-3.807180786E1
4.532657084E-1,1.376042175E1,-2.555754089E1,-3.831362915E1
4.632357084E-1,1.339559937E1,-2.565174103E1,-3.853991699E1
4.732067084E-1,1.269499969E1,-2.568384552E1,-3.838339233E1
4.831767085E-1,1.217617798E1,-2.561981201E1,-3.812860107E1
4.931467085E-1,1.161136627E1,-2.572499084E1,-3.809457397E1
5.031177085E-1,1.105921936E1,-2.564877319E1,-3.825183105E1
5.130877085E-1,1.042607880E1,-2.603113556E1,-3.853723145E1
5.230577085E-1,9.490966797E0,-2.618732452E1,-3.869287109E1
5.330277085E-1,9.118347168E0,-2.637506866E1,-3.893338013E1
5.429987083E-1,8.610870361E0,-2.653990936E1,-3.892550659E1
5.529687083E-1,7.961059570E0,-2.660895538E1,-3.870016479E1
5.629387083E-1,7.515129089E0,-2.671928406E1,-3.880908203E1
5.729097084E-1,7.222259521E0,-2.675618744E1,-3.866049194E1
5.828797084E-1,7.077209473E0,-2.696371460E1,-3.890747070E1
5.928497084E-1,6.859962463E0,-2.705327606E1,-3.914215088E1
6.028207084E-1,6.607185364E0,-2.740998840E1,-3.890820312E1
6.127907084E-1,6.367500305E0,-2.753399658E1,-3.849887085E1
6.227607084E-1,6.054176331E0,-2.756237030E1,-3.870379639E1
6.327307085E-1,5.785400391E0,-2.792950439E1,-3.844519043E1
6.427017085E-1,5.505676270E0,-2.799187469E1,-3.845208740E1
6.526717085E-1,5.246017456E0,-2.814052582E1,-3.849087524E1
6.626417085E-1,4.884826660E0,-2.841898346E1,-3.876934814E1
6.726127085E-1,4.775588989E0,-2.858462524E1,-3.858398438E1
6.825827083E-1,4.835571289E0,-2.882853699E1,-3.846334839E1
6.925527083E-1,4.434844971E0,-2.903071594E1,-3.799331665E1
7.025237083E-1,4.241722107E0,-2.917173767E1,-3.767843628E1
7.124937084E-1,4.084342957E0,-2.946833038E1,-3.766781616E1
7.224637084E-1,4.070106506E0,-2.956560516E1,-3.752578735E1
7.324337084E-1,4.206871033E0,-2.999507141E1,-3.769418335E1
7.424047084E-1,4.003150940E0,-3.030095673E1,-3.743945312E1
7.523747084E-1,3.939765930E0,-3.051725769E1,-3.685977173E1
7.623447084E-1,3.916091919E0,-3.085026550E1,-3.608578491E1
7.723157085E-1,3.888412476E0,-3.141713715E1,-3.579168701E1
7.822857085E-1,3.994842529E0,-3.187766266E1,-3.576068115E1
7.922557085E-1,4.048690796E0,-3.205741882E1,-3.569097900E1
8.022267085E-1,4.221504211E0,-3.263424683E1,-3.500656128E1
8.121967085E-1,4.447669983E0,-3.317295837E1,-3.458599854E1
8.221667085E-1,4.939201355E0,-3.344315338E1,-3.389144897E1
8.321377083E-1,5.119071960E0,-3.394821167E1,-3.347442627E1
8.421077083E-1,5.178276062E0,-3.447380066E1,-3.320581055E1
8.520777083E-1,5.281501770E0,-3.492907715E1,-3.263046265E1
8.620477084E-1,5.441764832E0,-3.512841797E1,-3.216098022E1
8.720187084E-1,5.475563049E0,-3.576430511E1,-3.159045410E1
8.819887084E-1,5.575981140E0,-3.629270172E1,-3.101931763E1
8.919587084E-1,5.499588013E0,-3.670209503E1,-3.075296021E1
9.019297084E-1,5.746635437E0,-3.665516663E1,-3.002746582E1
9.118997084E-1,5.922660828E0,-3.710179901E1,-2.966192627E1
9.218697085E-1,6.204277039E0,-3.743580627E1,-2.903918457E1
9.318407085E-1,6.262718201E0,-3.768132401E1,-2.831042480E1
9.418107085E-1,6.577880859E0,-3.828861618E1,-2.798092651E1
9.517807085E-1,6.486885071E0,-3.843523788E1,-2.795620728E1
9.617517085E-1,6.818290710E0,-3.864704895E1,-2.740872192E1
9.717217083E-1,7.318092346E0,-3.895937347E1,-2.767633057E1
9.816917083E-1,7.651115417E0,-3.939021683E1,-2.683197021E1
9.916617083E-1,8.122047424E0,-3.994669342E1,-2.634362793E1
1.001632708E0,8.114715576E0,-4.001528931E1,-2.548718262E1
