"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.144691467E-2,5.237920153E1,4.860707804E0,2.965326786E0,NaN,NaN,1.414000000E3,7.393701172E1
4.581249952E-1,5.238119125E1,4.860478281E0,1.784250975E0,NaN,NaN,2.600000000E1,3.000000000E1
5.283228993E0,5.238129865E1,4.860444602E0,1.908598185E0,NaN,NaN,2.616644180E1,2.271335411E1
7.713605404E0,5.238095532E1,4.860507064E0,1.490261078E0,1.070000052E0,NaN,1.955446608E1,4.000000000E0
8.713593721E0,5.238096496E1,4.860583339E0,2.356105804E0,5.699999928E-1,NaN,2.777513335E1,4.000000000E0
9.713582277E0,5.238097297E1,4.860611670E0,2.860744476E0,5.699999928E-1,2.763281250E2,1.545024111E1,4.000000000E0
1.071521521E1,5.238100662E1,4.860645533E0,2.601406097E0,2.800000012E-1,NaN,1.356430490E1,4.000000000E0
1.171522677E1,5.238101173E1,4.860638324E0,3.776943207E0,3.100000024E-1,NaN,1.211675199E1,4.000000000E0
1.271522295E1,5.238101073E1,4.860614184E0,4.950710297E0,3.100000024E-1,3.019921875E2,1.052276474E1,4.000000000E0
1.371523225E1,5.238101119E1,4.860592140E0,5.063869476E0,7.200000286E-1,2.935546875E2,1.067604969E1,4.000000000E0
1.471524239E1,5.238101563E1,4.860579483E0,6.454128265E0,5.500000119E-1,3.026953125E2,9.090375826E0,4.000000000E0
1.571523523E1,5.238101919E1,4.860574119E0,7.352809906E0,5.500000119E-1,3.234375000E2,8.173386104E0,4.000000000E0
1.671524644E1,5.238101919E1,4.860574119E0,7.352809975E0,5.500000119E-1,NaN,8.173386104E0,4.000000000E0
1.771525490E1,5.238102326E1,4.860573113E0,6.885524818E0,3.000000119E-1,NaN,8.540995987E0,4.000000000E0
1.871524680E1,5.238102489E1,4.860580489E0,8.346950600E0,2.399999946E-1,NaN,7.728490706E0,4.000000000E0
1.971525598E1,5.238102254E1,4.860581076E0,8.615566322E0,2.899999917E-1,NaN,7.736966374E0,4.000000000E0
2.071526313E1,5.238106300E1,4.860610838E0,9.642300125E0,2.269999981E0,1.863282094E1,7.537416196E0,4.000000000E0
2.171525705E1,5.238105846E1,4.860617453E0,8.526088783E0,3.100000024E-1,NaN,5.702984198E0,4.000000000E0
2.271526825E1,5.238106475E1,4.860621896E0,9.110378333E0,4.199999869E-1,NaN,5.376848338E0,4.000000000E0
2.371527696E1,5.238106693E1,4.860624159E0,1.008547599E1,0.000000000E0,NaN,5.057793253E0,4.000000000E0
2.471526814E1,5.238106546E1,4.860634049E0,9.121913979E0,0.000000000E0,NaN,5.123095356E0,4.000000000E0
2.571525836E1,5.238106404E1,4.860647293E0,8.868190832E0,1.899999976E-1,NaN,5.188372090E0,4.000000000E0
2.671524775E1,5.238106253E1,4.860673528E0,9.751247473E0,0.000000000E0,NaN,5.133417340E0,4.000000000E0
2.771523654E1,5.238106424E1,4.860687526E0,1.092556388E1,0.000000000E0,NaN,4.835713715E0,4.000000000E0
2.871522665E1,5.238106651E1,4.860702865E0,1.020467765E1,0.000000000E0,NaN,4.964618786E0,4.000000000E0
2.971521616E1,5.238106932E1,4.860708397E0,1.027077872E1,0.000000000E0,NaN,5.250591156E0,4.000000000E0
3.071520495E1,5.238107041E1,4.860712336E0,1.131130607E1,0.000000000E0,NaN,5.554281971E0,4.000000000E0
3.171519446E1,5.238106978E1,4.860711666E0,1.197872550E1,0.000000000E0,NaN,5.022056171E0,4.000000000E0
3.271518433E1,5.238106986E1,4.860711163E0,1.259481437E1,0.000000000E0,NaN,5.005420016E0,4.000000000E0
3.371517360E1,5.238107053E1,4.860712755E0,1.322536857E1,0.000000000E0,NaN,5.170911904E0,3.071831419E0
3.471516252E1,5.238107057E1,4.860713342E0,1.406093986E1,0.000000000E0,NaN,5.820961841E0,3.000000000E0
3.571515238E1,5.238107154E1,4.860710241E0,1.430172355E1,0.000000000E0,NaN,5.705172002E0,3.000000000E0
3.671514153E1,5.238109996E1,4.860780253E0,3.610903854E-1,1.179224518E0,NaN,1.518092815E1,1.412151366E0
3.771513069E1,5.238112732E1,4.860824091E0,3.546091011E-1,8.025120695E-1,NaN,1.314862573E1,1.411655535E0
3.871511936E1,5.238112476E1,4.860845420E0,3.549542632E-1,7.366334075E-1,NaN,1.443114392E1,1.439032530E0
3.971510875E1,5.238112780E1,4.860851498E0,3.556640083E-1,6.974602194E-1,NaN,1.541781311E1,1.440399967E0
4.071509862E1,5.238113599E1,4.860839737E0,3.479127949E-1,5.444973235E-1,NaN,1.691641629E1,1.441264128E0
4.171508765E1,5.238115936E1,4.860838769E0,2.471739240E-1,3.377480993E-1,NaN,1.611089488E1,1.405870274E0
4.271507716E1,5.238117583E1,4.860831828E0,2.831247291E-1,5.739394949E-1,NaN,1.516622834E1,1.334704676E0
4.371506572E1,5.238117218E1,4.860868345E0,3.163101450E-1,3.308503364E-1,NaN,1.599279600E1,1.413772360E0
4.471505368E1,5.238117690E1,4.860879245E0,3.629708411E-1,3.741805814E-1,NaN,1.541495303E1,1.418276881E0
4.571504343E1,5.238119870E1,4.860889951E0,3.810336581E-1,3.094273985E-1,NaN,1.530834278E1,1.372586480E0
4.671503222E1,5.238116231E1,4.860873491E0,4.178152541E-1,3.767203607E-1,NaN,1.399678067E1,1.378519049E0
4.771502113E1,5.238114994E1,4.860895371E0,4.123266768E-1,2.273442547E-1,NaN,1.231203252E1,1.386233589E0
4.871501029E1,5.238114084E1,4.860913509E0,4.234904591E-1,3.095261925E-1,NaN,1.065661262E1,1.395214938E0
4.971499968E1,5.238114710E1,4.860969852E0,4.483233131E-1,8.413821391E-2,NaN,9.880482218E0,1.406539451E0
5.071498907E1,5.238114680E1,4.860972090E0,1.736141415E-1,0.000000000E0,NaN,9.355848736E0,1.234931786E0
5.171497786E1,5.238111319E1,4.860998142E0,-1.453869725E-1,2.218671575E-1,NaN,8.604719669E0,1.191160103E0
5.271496689E1,5.238109271E1,4.860997684E0,3.865541629E-1,1.340031687E-1,NaN,8.449142711E0,1.163644956E0
5.371495616E1,5.238106118E1,4.860940708E0,-4.047548305E-1,1.109278698E0,4.823786348E1,6.789600516E0,1.263045079E0
5.471494484E1,5.238106816E1,4.860938838E0,3.907005545E-1,3.724213886E-1,NaN,6.450696501E0,1.462192305E0
5.571493399E1,5.238107040E1,4.860939784E0,1.383132681E0,2.172900254E-1,2.802262576E2,6.039774368E0,1.704661511E0
5.671492267E1,5.238108101E1,4.860944339E0,1.518840670E0,5.899931789E-1,4.395402014E0,6.239934131E0,1.641232812E0
5.771491206E1,5.238107107E1,4.860939849E0,1.778577131E0,3.972305918E-1,NaN,5.958427316E0,1.815399073E0
5.871490109E1,5.238107474E1,4.860934319E0,1.659682056E0,2.900329762E-1,NaN,5.850466330E0,1.893407332E0
5.971488917E1,5.238108115E1,4.860940982E0,1.576856002E0,2.204901078E-1,NaN,5.685126709E0,1.972332408E0
6.071487796E1,5.238108326E1,4.860935427E0,1.357143123E0,2.361054583E-1,NaN,5.522093771E0,2.150066591E0
6.171486759E1,5.238109627E1,4.860954343E0,1.110085622E0,7.349607514E-2,NaN,5.542509406E0,2.141441190E0
6.271485627E1,5.238110121E1,4.860960084E0,1.262289167E0,1.611847657E-1,NaN,5.563124243E0,2.095065090E0
6.371484542E1,5.238110247E1,4.860961419E0,1.188224472E0,1.305700661E-1,NaN,6.097363654E0,1.730627936E0
6.471483445E1,5.238110109E1,4.860960770E0,8.333467720E-1,1.004104637E-1,NaN,7.248537188E0,1.140314985E0
6.571482337E1,5.238109959E1,4.860963963E0,1.604225941E0,2.485338789E-1,NaN,8.004339299E0,1.104142374E0
6.671481180E1,5.238109835E1,4.860967392E0,1.463063158E0,2.889015919E-1,NaN,7.563623843E0,1.146866653E0
6.771480083E1,5.238110964E1,4.860945260E0,1.409265257E0,6.012787022E-1,1.697268948E2,6.790251520E0,1.202316753E0
6.871479011E1,5.238112945E1,4.860917064E0,9.276769385E-1,3.990091663E-2,NaN,6.174925843E0,1.705883964E0
6.971477902E1,5.238112756E1,4.860914814E0,-2.865578327E-2,2.700533745E-1,NaN,6.596414690E0,1.504262433E0
7.071476769E1,5.238113048E1,4.860927292E0,1.290132193E0,2.750511415E-1,NaN,7.082979425E0,1.418722929E0
