"Time (s)","X (hPa)"
-5.352315833E-1,1.024893112E3
4.923474167E-1,1.024866714E3
1.519913417E0,1.024893112E3
2.547524417E0,1.024895554E3
3.575217417E0,1.024943161E3
4.602931417E0,1.024943161E3
4.748331417E0,1.024969864E3
5.699983417E0,1.024969864E3
6.651761417E0,1.024978714E3
7.603493417E0,1.024978714E3
8.555332417E0,1.024985199E3
9.507119417E0,1.025125809E3
1.045892642E1,1.025161972E3
1.141075842E1,1.025161972E3
1.236253542E1,1.025120773E3
1.331439542E1,1.025035248E3
1.426619442E1,1.024997482E3
1.521802142E1,1.024759216E3
1.616994742E1,1.024759216E3
1.712193242E1,1.024738007E3
1.807396842E1,1.024727783E3
1.902603442E1,1.024727783E3
1.997815742E1,1.024821167E3
2.093024242E1,1.024821167E3
2.188231442E1,1.024769058E3
2.283426442E1,1.024763184E3
2.378627242E1,1.024643173E3
2.473833042E1,1.024643173E3
2.569028942E1,1.024715729E3
2.664246342E1,1.024851990E3
2.759466042E1,1.024873657E3
2.854676742E1,1.024851990E3
2.949892642E1,1.024829865E3
3.045123442E1,1.024802170E3
3.140353842E1,1.024701462E3
3.235582542E1,1.024701462E3
3.330802042E1,1.024714432E3
3.426030542E1,1.025013199E3
3.521236842E1,1.025028687E3
3.616460342E1,1.025013199E3
3.711681542E1,1.024983139E3
