"Time (s)","X (µT)","Y (µT)","Z (µT)"
8.976291632E-3,1.495626831E1,4.549878693E1,-1.472259521E1
1.894729165E-2,1.483314514E1,4.573140717E1,-1.477978516E1
2.891829167E-2,1.476082611E1,4.572142792E1,-1.485769653E1
3.888929146E-2,1.488669586E1,4.596584320E1,-1.484796143E1
4.886029148E-2,1.489682770E1,4.593483734E1,-1.511898804E1
5.883129151E-2,1.497686768E1,4.585443878E1,-1.488314819E1
6.880229153E-2,1.489131165E1,4.579398346E1,-1.446176147E1
7.877329155E-2,1.494513702E1,4.560184479E1,-1.456387329E1
8.874429157E-2,1.501022339E1,4.575432587E1,-1.474325562E1
9.871529159E-2,1.479660034E1,4.581365204E1,-1.476379395E1
1.086862916E-1,1.499238586E1,4.578839874E1,-1.480783081E1
1.186572916E-1,1.484941101E1,4.575470734E1,-1.484295654E1
1.286282917E-1,1.479615021E1,4.590412140E1,-1.474856567E1
1.385982917E-1,1.505828857E1,4.579967499E1,-1.468139648E1
1.485692915E-1,1.511963654E1,4.582984161E1,-1.481246948E1
1.585402915E-1,1.507036591E1,4.584566498E1,-1.464797974E1
1.685112915E-1,1.500472260E1,4.548979950E1,-1.472119141E1
1.784809167E-1,1.522572327E1,4.552521515E1,-1.493856812E1
1.884519167E-1,1.534371185E1,4.553934479E1,-1.460159302E1
1.984229165E-1,1.549456787E1,4.551227570E1,-1.518435669E1
2.083939165E-1,1.576083374E1,4.553357697E1,-1.488577271E1
2.183649165E-1,1.563980865E1,4.517649078E1,-1.515603638E1
2.283359165E-1,1.602384949E1,4.535698700E1,-1.485406494E1
2.383069166E-1,1.621028137E1,4.527880096E1,-1.468115234E1
2.482779166E-1,1.641267395E1,4.529853058E1,-1.519467163E1
2.582489166E-1,1.665282440E1,4.538184357E1,-1.462451172E1
2.682199166E-1,1.695565033E1,4.503919220E1,-1.462091064E1
2.781909166E-1,1.722631836E1,4.533737946E1,-1.444522095E1
2.881619167E-1,1.769150543E1,4.517073822E1,-1.406362915E1
2.981329167E-1,1.816887665E1,4.512789154E1,-1.389712524E1
3.081039165E-1,1.858067322E1,4.498799896E1,-1.374752808E1
3.180749165E-1,1.915028381E1,4.476682281E1,-1.359692383E1
3.280459165E-1,1.948226166E1,4.460242462E1,-1.335049438E1
3.380169165E-1,2.002330017E1,4.455274200E1,-1.270983887E1
3.479879166E-1,2.048672485E1,4.434139252E1,-1.269406128E1
3.579589166E-1,2.089987183E1,4.407926178E1,-1.314807129E1
3.679289166E-1,2.131042480E1,4.381238556E1,-1.299493408E1
3.778999166E-1,2.174262238E1,4.349117279E1,-1.265982056E1
3.878709166E-1,2.239010620E1,4.346837616E1,-1.229949951E1
3.978419167E-1,2.290871429E1,4.309198761E1,-1.248159790E1
4.078129167E-1,2.347329712E1,4.309882355E1,-1.257431030E1
4.177839165E-1,2.404154968E1,4.285382843E1,-1.263150024E1
4.277549165E-1,2.439701843E1,4.263545990E1,-1.221377563E1
4.377259165E-1,2.488569641E1,4.222609711E1,-1.299301147E1
4.476969165E-1,2.541762543E1,4.189525604E1,-1.282125854E1
4.576679165E-1,2.566360474E1,4.174881744E1,-1.259890747E1
4.676389166E-1,2.579564667E1,4.165467072E1,-1.280252075E1
4.776099166E-1,2.598307800E1,4.143556976E1,-1.311578369E1
4.875809166E-1,2.629012299E1,4.118625641E1,-1.347760010E1
4.975519166E-1,2.662297058E1,4.099231720E1,-1.373101807E1
5.075229167E-1,2.684661865E1,4.070690155E1,-1.439337158E1
5.174939167E-1,2.692395020E1,4.031311798E1,-1.522094727E1
5.274649165E-1,2.689627075E1,4.023915863E1,-1.520129395E1
5.374359165E-1,2.705168915E1,3.989437103E1,-1.568670654E1
5.474069165E-1,2.705251312E1,3.956751251E1,-1.571621704E1
5.573779165E-1,2.704824066E1,3.939694977E1,-1.622317505E1
5.673489165E-1,2.698628998E1,3.927631378E1,-1.672225952E1
5.773189166E-1,2.687453461E1,3.894239044E1,-1.734375000E1
5.872899166E-1,2.683789825E1,3.878029633E1,-1.825738525E1
5.972609166E-1,2.664477539E1,3.880620575E1,-1.821047974E1
6.072319166E-1,2.657034302E1,3.880197906E1,-1.881774902E1
6.172029166E-1,2.639184570E1,3.842176056E1,-1.942745972E1
6.271739167E-1,2.626095581E1,3.860503387E1,-1.924667358E1
6.371449165E-1,2.594086456E1,3.851688385E1,-1.965020752E1
6.471159165E-1,2.580690002E1,3.846262360E1,-1.990765381E1
6.570869165E-1,2.561672211E1,3.808585358E1,-2.005120850E1
6.670579165E-1,2.516943359E1,3.820984650E1,-2.024737549E1
6.770289165E-1,2.491220856E1,3.820545197E1,-2.080548096E1
6.869999166E-1,2.462323761E1,3.792186737E1,-2.123178101E1
6.969709166E-1,2.459296417E1,3.785308075E1,-2.196591187E1
7.069419166E-1,2.438402557E1,3.783557892E1,-2.236026001E1
7.169129166E-1,2.384431458E1,3.759534454E1,-2.294415283E1
7.268839166E-1,2.353395844E1,3.749675751E1,-2.334799194E1
7.368549167E-1,2.308081055E1,3.736206818E1,-2.412649536E1
7.468259165E-1,2.285120392E1,3.703655243E1,-2.463732910E1
7.567969165E-1,2.242659760E1,3.702321625E1,-2.483901978E1
7.667679165E-1,2.227861786E1,3.683786774E1,-2.545727539E1
7.767389165E-1,2.178049469E1,3.676209259E1,-2.597360229E1
7.867089165E-1,2.129524994E1,3.682315826E1,-2.599795532E1
7.966799166E-1,2.087551117E1,3.663150787E1,-2.664096069E1
8.066509166E-1,2.059490204E1,3.658332062E1,-2.699356079E1
8.166219166E-1,2.032041168E1,3.611745453E1,-2.776235962E1
8.265929166E-1,1.993494415E1,3.619387054E1,-2.759033203E1
8.365639166E-1,1.950624847E1,3.627986908E1,-2.809439087E1
8.465349167E-1,1.923031616E1,3.645520782E1,-2.863330078E1
8.565059167E-1,1.884268951E1,3.615961456E1,-2.902471924E1
8.664769165E-1,1.856428528E1,3.609026337E1,-2.926300049E1
8.764479165E-1,1.801450348E1,3.584262848E1,-2.975601196E1
8.864189165E-1,1.779785919E1,3.533155060E1,-3.061437988E1
8.963899165E-1,1.752388763E1,3.510503387E1,-3.066516113E1
9.063609166E-1,1.715730286E1,3.511414337E1,-3.090185547E1
9.163319166E-1,1.682102203E1,3.465065765E1,-3.119158936E1
9.263029166E-1,1.676374054E1,3.471942902E1,-3.166006470E1
9.362739166E-1,1.630226898E1,3.454619598E1,-3.195761108E1
9.462449166E-1,1.634256744E1,3.460379791E1,-3.194400024E1
9.562159167E-1,1.640142059E1,3.454695892E1,-3.229364014E1
9.661869165E-1,1.644947052E1,3.451992035E1,-3.251367188E1
9.761579165E-1,1.620115662E1,3.447702789E1,-3.274093628E1
9.861279165E-1,1.619167328E1,3.426285553E1,-3.257336426E1
9.960989165E-1,1.622986603E1,3.416925812E1,-3.226910400E1
1.006069917E0,1.628128815E1,3.473572540E1,-3.194244385E1
1.016040917E0,1.619995117E1,3.453446198E1,-3.154632568E1
1.026011917E0,1.612666321E1,3.444817352E1,-3.184967041E1
1.035982917E0,1.611183167E1,3.457033539E1,-3.175183105E1
1.045953917E0,1.621032715E1,3.461623383E1,-3.136352539E1
1.055924917E0,1.627630615E1,3.469484711E1,-3.167492676E1
1.065895917E0,1.605686188E1,3.491255951E1,-3.166418457E1
1.075866917E0,1.623858643E1,3.481884003E1,-3.136990356E1
1.085837916E0,1.655424500E1,3.471685028E1,-3.113265991E1
1.095808916E0,1.660330963E1,3.497695160E1,-3.046557617E1
1.105779917E0,1.676835632E1,3.506740570E1,-3.071307373E1
1.115750917E0,1.690275574E1,3.527967072E1,-3.053884888E1
1.125721917E0,1.725214386E1,3.534502411E1,-3.025567627E1
1.135692917E0,1.744998932E1,3.548363495E1,-2.970486450E1
1.145663917E0,1.775960541E1,3.557825470E1,-2.990838623E1
1.155634917E0,1.775943756E1,3.571657562E1,-2.965362549E1
1.165605917E0,1.777870178E1,3.544324493E1,-2.936093140E1
1.175575917E0,1.787841034E1,3.605496979E1,-2.970953369E1
1.185546917E0,1.798921204E1,3.598221588E1,-2.931350708E1
1.195517916E0,1.784092712E1,3.609043121E1,-2.924542236E1
1.205488916E0,1.770095062E1,3.623140717E1,-2.905099487E1
1.215459917E0,1.743654633E1,3.652616119E1,-2.869824219E1
1.225430917E0,1.746762085E1,3.664380646E1,-2.842565918E1
1.235401917E0,1.740252686E1,3.683432770E1,-2.839846802E1
1.245372917E0,1.700325012E1,3.708686066E1,-2.846957397E1
1.255343917E0,1.680366516E1,3.716858673E1,-2.793365479E1
1.265314917E0,1.649254608E1,3.720949554E1,-2.736813354E1
1.275285917E0,1.631675720E1,3.782483673E1,-2.734286499E1
1.285256917E0,1.607103729E1,3.795380402E1,-2.720382690E1
1.295227917E0,1.605837250E1,3.826590729E1,-2.697003174E1
1.305198916E0,1.598745728E1,3.870644379E1,-2.673049927E1
1.315169916E0,1.613413239E1,3.864858246E1,-2.641082764E1
1.325140917E0,1.607996368E1,3.877347565E1,-2.617517090E1
1.335111917E0,1.631954193E1,3.882393646E1,-2.604830933E1
1.345082917E0,1.602216339E1,3.891110992E1,-2.635708618E1
1.355052917E0,1.591468811E1,3.917417145E1,-2.598391724E1
1.365023917E0,1.562525177E1,3.922351837E1,-2.613806152E1
1.374994917E0,1.530606079E1,3.931934357E1,-2.645675659E1
1.384965917E0,1.475853729E1,3.923172760E1,-2.648669434E1
